refinery,province,category,technology,ownership,owner,bauxite,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031
SPIC - Wuchuan,Guizhou,Guizhou,H-B,SPIC,SPIC,Domestic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.5,2.3,3.1319999999999997,4.007471698113207,4.882943396226414,5.762943396226414,6.655251088534106,7.551251088534106,8.351251088534106,9.151251088534107,9.951251088534107
Kaisheng,Guizhou,Guizhou,H-B,Private,Other,Domestic,0.0,0.052226999999999996,0.22422699999999998,0.414227,0.605627,0.679127,0.736703159,0.736703159,0.736703159,0.736703159,0.736703159,0.736703159,0.736703159,0.736703159,0.736703159,0.736703159,0.736703159,0.736703159,0.736703159,0.736703159,0.736703159,0.736703159,0.736703159,0.736703159,0.736703159,0.736703159,0.736703159
Huajin,Guizhou,Guizhou,H-B,"Chalco, Jinjiang",Chalco,Domestic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,3.04,4.640000000000001,6.24,7.84,9.44,11.04,12.639999999999999,14.303999999999998,16.054943396226413,17.805886792452828,19.56588679245283,21.350502177068215,23.142502177068216,24.742502177068218,26.34250217706822,27.94250217706822
Chalco Zhengzhou domestic,Henan,Henan,H-B,Chalco,Chalco,Domestic,1.68,3.9799999999999995,5.9799999999999995,7.869999999999999,9.142999999999999,10.793,12.463,14.363,16.262999999999998,18.162999999999997,20.062999999999995,21.012999999999995,22.612999999999996,24.212999999999997,25.412999999999997,26.76855555555555,28.21855555555555,29.61855555555555,30.880863247863243,31.924613247863242,34.30922863247863,35.81692094017094,37.07076709401709,37.87076709401709,38.67076709401709,39.470767094017084,40.27076709401708
Chalco Zhengzhou import,Henan,Henan,L-B,Chalco,Chalco,Imported,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.30000000000000004,0.4,0.4,0.4,0.4,0.6000000000000001,0.9000000000000001,1.2000000000000002,1.5000000000000002,1.8000000000000003,2.1,2.4,2.6999999999999997,2.9999999999999996,3.2999999999999994,3.599999999999999,3.899999999999999,4.199999999999999,4.499999999999999
Chalco Zhongzhou Dom. Sinter,Henan,Henan,Sinter,Chalco,Chalco,Domestic,1.54,2.54,3.54,4.54,5.19,5.79,6.39,6.9399999999999995,7.489999999999999,7.989999999999999,8.44,8.889999999999999,9.29,9.739999999999998,9.939999999999998,10.148547008547006,10.355689865689863,10.655689865689864,10.971266788766787,11.284391788766786,11.999776404151401,12.452084096459092,12.828237942612938,13.12823794261294,13.42823794261294,13.72823794261294,14.028237942612941
Chalco Zhongzhou Dom. Bayer,Henan,Henan,H-B-ODT-Sweet,Chalco,Chalco,Domestic,0.0,0.7,1.6,2.6,3.6,4.6,6.3,8.0,9.7,11.45,13.5,15.42,17.07,18.72,19.02,19.02,19.02,19.02,19.02,19.02,19.02,19.02,19.02,19.02,19.02,19.02,19.02
Chalco Zhongzhou LT Amt,Henan,Henan,L-B,Chalco,Chalco,Imported,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.35,0.5,0.7,0.8999999999999999,0.8999999999999999,0.8999999999999999,1.0999999999999999,2.5999999999999996,4.699999999999999,6.699999999999999,8.5,10.0,11.4,12.8,14.200000000000001,15.600000000000001,16.900000000000002,18.200000000000003,19.500000000000004,20.800000000000004
Kaiman,Henan,Henan,"H-B, ODT, Sweetening",Jinjiang,Jinjiang,Domestic,0.0,0.5,1.8,3.1100000000000003,4.61,6.203678887000001,7.736439623000001,9.686439623,11.636439623,13.536439623,15.236439622999999,17.136439622999998,19.036439622999996,20.936439622999995,22.826439622999995,24.286268682829053,25.632697254257625,26.932697254257626,28.300197254257625,29.657072254257624,32.04168763887301,33.54937994656532,34.80322610041147,35.30322610041147,35.80322610041147,36.30322610041147,36.80322610041147
Kaiman Import,Henan,Henan,L-B,Jinjiang,Jinjiang,Imported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0
East Hope Mianchi,Henan,Henan,"H-B, ODT",East Hope,East Hope,Domestic,0.0,0.24,1.1400000000000001,2.343,4.218,6.210098609,8.126049529,10.126049529,12.376049529,14.626049529,17.076049529,19.526049528999998,22.346049529,24.976049528999997,26.926049528999997,29.01151961447008,31.082948185898655,33.08294818589866,35.186794339744814,37.27429433974481,42.04352510897558,45.05890972436019,47.5666020320525,49.0666020320525,50.5666020320525,52.0666020320525,53.5666020320525
East Hope Mianchi Added LT,Henan,Henan,L-B,East Hope,East Hope,Imported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.15000000000000002
Huiyuan Lushan,Henan,Henan,"H-B, ODT","Shenhuo, Huiyuan",Shenhuo,Domestic,0.175,0.488262,0.838262,1.188262,1.495931725,2.13340328,2.746507574,3.386507574,4.106507574,4.826507574,5.546507574,6.046507574,6.726507573999999,7.226507573999999,7.526507573999999,7.735054582547008,7.735054582547008,7.735054582547008,7.735054582547008,7.735054582547008,7.735054582547008,7.735054582547008,7.735054582547008,7.735054582547008,7.735054582547008,7.735054582547008,7.735054582547008
Jingxin,Henan,Henan,H-B,Private,Other,Domestic,0.0,0.035,0.135,0.225,0.3,0.39,0.48,0.57,0.6599999999999999,0.7499999999999999,0.8399999999999999,0.9299999999999998,1.0199999999999998,1.1099999999999999,1.21,1.21,1.21,1.21,1.21,1.21,1.21,1.21,1.21,1.21,1.21,1.21,1.21
Shenhuo,Henan,Henan,Sintering,Shenhuo,Shenhuo,Domestic,0.0,0.0,0.0,0.05,0.126917431,0.206601375,0.283239412,0.333239412,0.41323941200000003,0.49323941200000004,0.5732394120000001,0.5732394120000001,0.5732394120000001,0.5732394120000001,0.5732394120000001,0.5732394120000001,0.5732394120000001,0.5732394120000001,0.5732394120000001,0.5732394120000001,0.5732394120000001,0.5732394120000001,0.5732394120000001,0.5732394120000001,0.5732394120000001,0.5732394120000001,0.5732394120000001
Wanji,Henan,Henan,H-B,Wanji Holdings,Other,Domestic,0.0,0.0,0.25,0.75,1.36533945,2.002811005,2.615915299,3.335915299,4.055915299,5.055915299,6.255915299,7.305915299,8.605915299,9.605915299,10.185915299,10.394462307547007,10.601605164689865,10.801605164689864,10.801605164689864,10.801605164689864,10.801605164689864,10.801605164689864,10.801605164689864,10.801605164689864,10.801605164689864,10.801605164689864,10.801605164689864
Wanji import,Henan,Henan,L-B,Wanji Holdings,Other,Imported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,1.3599999999999999,2.36,3.36,4.359999999999999,5.359999999999999,6.359999999999999,7.359999999999999,8.36,9.36,10.36,11.36,12.36
Weilai,Henan,Henan,H-B,Private,Other,Domestic,0.0,0.06,0.14500000000000002,0.24500000000000002,0.32191743100000003,0.425506559,0.545506559,0.665506559,0.755506559,0.875506559,0.995506559,1.115506559,1.235506559,1.3355065590000001,1.3355065590000001,1.3355065590000001,1.3355065590000001,1.3355065590000001,1.3355065590000001,1.3355065590000001,1.3355065590000001,1.3355065590000001,1.3355065590000001,1.3355065590000001,1.3355065590000001,1.3355065590000001,1.3355065590000001
Yifeng Gongyi (Yulian Xinya),Henan,Henan,H-B,Private,Other,Domestic,0.0,0.0,0.05,0.12000000000000001,0.235376147,0.354902064,0.469859119,0.469859119,0.469859119,0.469859119,0.469859119,0.5398591189999999,0.5398591189999999,0.5398591189999999,0.5398591189999999,0.5398591189999999,0.5398591189999999,0.5398591189999999,0.5398591189999999,0.5398591189999999,0.5398591189999999,0.5398591189999999,0.5398591189999999,0.5398591189999999,0.5398591189999999,0.5398591189999999,0.5398591189999999
Yima Yixiang,Henan,Henan,"H-B, CGA","Jinjiang, Yima Coal Group",Jinjiang,Domestic,0.01,0.091163,0.291163,0.591163,1.041163,1.519266666,1.979094887,2.459094887,2.759094887,3.259094887,3.759094887,4.259094887,4.709094887,5.009094887,5.509094887,5.821915399820512,6.132629685534798,6.432629685534798,6.748206608611722,7.061331608611722,7.776716223996337,8.22902391630403,8.605177762457876,8.905177762457877,9.205177762457877,9.505177762457878,9.805177762457879
Zhongmei,Henan,Henan,"H-B, Sweetening","Yongmei Group, Wuzhou Aluminium, Dengfeng Electric Power Corporation",Other,Domestic,0.0,0.0,0.2,0.5,0.807669725,1.126405502,1.509595686,1.9095956859999998,2.3095956859999998,2.7095956859999997,3.1095956859999996,3.5095956859999995,3.9595956859999997,4.209595686,4.509595686,4.718142694547009,4.925285551689866,4.925285551689866,4.925285551689866,4.925285551689866,4.925285551689866,4.925285551689866,4.925285551689866,4.925285551689866,4.925285551689866,4.925285551689866,4.925285551689866
Shaoxing,Henan,Henan,H-B,Private,Other,Domestic,0.0,0.03,0.17,0.37,0.446917431,0.526601375,0.6032394120000001,0.6032394120000001,0.6032394120000001,0.6032394120000001,0.6032394120000001,0.6032394120000001,0.6032394120000001,0.6032394120000001,0.6032394120000001,0.6032394120000001,0.6032394120000001,0.6032394120000001,0.6032394120000001,0.6032394120000001,0.6032394120000001,0.6032394120000001,0.6032394120000001,0.6032394120000001,0.6032394120000001,0.6032394120000001,0.6032394120000001
Zhongchao,Henan,Henan,H-B,Private,Other,Domestic,0.0,0.04204,0.08704,0.13704,0.160115229,0.184020412,0.184020412,0.184020412,0.184020412,0.184020412,0.184020412,0.184020412,0.184020412,0.184020412,0.184020412,0.184020412,0.184020412,0.184020412,0.184020412,0.184020412,0.184020412,0.184020412,0.184020412,0.184020412,0.184020412,0.184020412,0.184020412
Jialu Xianfeng,Hubei,Other,H-B,Private,Other,Domestic,0.0,0.0,0.0,0.05,0.08,0.116,0.21200000000000002,0.272,0.272,0.38,0.488,0.596,0.596,0.596,0.596,0.596,0.596,0.596,0.596,0.596,0.596,0.596,0.596,0.596,0.596,0.596,0.596
Jinshi,Hubei,Other,H-B,Private,Other,Domestic,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.13,0.19,0.28,0.37,0.45999999999999996,0.45999999999999996,0.45999999999999996,0.45999999999999996,0.45999999999999996,0.45999999999999996,0.45999999999999996,0.45999999999999996,0.45999999999999996,0.45999999999999996,0.45999999999999996,0.45999999999999996,0.45999999999999996,0.45999999999999996,0.45999999999999996,0.45999999999999996
Huixiang,Hunan,Other,H-B,Private,Other,Domestic,0.0,0.0,0.0,0.04,0.09,0.15,0.22999999999999998,0.22999999999999998,0.31999999999999995,0.4099999999999999,0.4999999999999999,0.5899999999999999,0.5899999999999999,0.5899999999999999,0.5899999999999999,0.5899999999999999,0.5899999999999999,0.5899999999999999,0.5899999999999999,0.5899999999999999,0.5899999999999999,0.5899999999999999,0.5899999999999999,0.5899999999999999,0.5899999999999999,0.5899999999999999,0.5899999999999999
Xinwang L-B,Inner Mongolia,Other,L-B,BXG,Other,Imported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.7,0.7,0.7,1.2,1.68,2.1799999999999997,2.6799999999999997,3.1799999999999997,3.6799999999999997,4.18,4.58,4.98,5.380000000000001,5.780000000000001,6.1800000000000015,6.580000000000002,6.980000000000002
Xinwang H-B,Inner Mongolia,Other,H-B,BXG,Other,Domestic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001
Datang Tuoketuo Fly Ash,Inner Mongolia,Other,fly ash,Private,Other,Fly ash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.36,0.36,0.5,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64
Mengxi Fly Ash,Inner Mongolia,Other,fly ash,Private,Other,Fly ash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.22999999999999998,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41
Mengxi import,Inner Mongolia,Other,L-B,Private,Other,Imported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.24,0.44,0.64,0.8400000000000001,0.8400000000000001,0.8400000000000001,0.8400000000000001,0.8400000000000001,0.8400000000000001,0.8400000000000001,0.8400000000000001,0.8400000000000001,0.8400000000000001
Qihui H-B,Inner Mongolia,Other,H-B,Jinguotou,Other,Imported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.5,2.8,4.1,5.3999999999999995,7.199999999999999,9.2,11.2,13.2,15.2
Qihui L-B,Inner Mongolia,Other,L-B,Jinguotou,Other,Imported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.5,2.7,4.7,6.7,8.9,11.600000000000001,14.3,17.0,19.7
Jinjiang Lianyungang,Jiangsu,Other,L-B,Jinjiang,Jinjiang,Imported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.5,2.7,4.7,6.7,8.7,10.7,12.7,14.7,16.7
Chalco Lianyungang,Jiangsu,Other,L-B,Chalco,Chalco,Imported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.5,3.1,5.0,7.7,10.7,13.7,16.7,19.7
Chalco Shandong L-B,Shandong,Other,L-B,Chalco,Chalco,Imported,0.9,2.05,3.1999999999999997,4.35,5.5,6.75,8.0,9.35,10.549999999999999,12.049999999999999,13.549999999999999,15.049999999999999,16.549999999999997,18.049999999999997,20.199999999999996,22.199999999999996,24.199999999999996,26.199999999999996,28.199999999999996,30.199999999999996,32.199999999999996,34.199999999999996,36.199999999999996,38.199999999999996,40.199999999999996,42.199999999999996,44.199999999999996
Chalco Shandong sinter,Shandong,Other,Sintering,Chalco,Chalco,Domestic,0.3,0.55,0.8500000000000001,1.1500000000000001,1.35,1.55,1.9500000000000002,2.45,2.95,3.45,4.15,4.8500000000000005,5.550000000000001,6.250000000000001,6.250000000000001,6.250000000000001,6.250000000000001,6.250000000000001,6.250000000000001,6.250000000000001,6.250000000000001,6.250000000000001,6.250000000000001,6.250000000000001,6.250000000000001,6.250000000000001,6.250000000000001
Chalco Shandong sinter import,Shandong,Other,L-B,Chalco,Chalco,Imported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.6000000000000001,0.8,1.0,1.2,1.4,1.5999999999999999,1.7999999999999998,1.9999999999999998,2.1999999999999997,2.4,2.6
Chiping Xinfa L-B,Shandong,Other,L-B,Xinfa,Xinfa,Imported,0.0,0.6,2.4,4.2,6.0,7.8,10.2,13.45,16.65,17.65,19.349999999999998,21.349999999999998,24.249999999999996,27.349999999999998,30.65,33.9,37.15,40.4,43.65,46.9,50.15,53.4,56.65,59.9,63.15,66.35,69.55
Chiping Xinfa H-B,Shandong,Other,H-B,Xinfa,Xinfa,Imported,0.3,1.1,1.9000000000000001,2.9000000000000004,3.9000000000000004,5.1000000000000005,5.9,6.7,7.5,9.5,11.5,13.5,15.5,17.1,18.360000000000003,19.610000000000003,20.860000000000003,22.110000000000003,23.360000000000003,24.610000000000003,25.860000000000003,27.110000000000003,28.360000000000003,29.610000000000003,30.860000000000003,32.11,33.36
Lubei,Shandong,Other,L-B,Lubei Group,Jinjiang,Imported,0.0,0.0,0.2,0.4,0.6000000000000001,1.3,2.0,2.5,2.75,3.0,3.25,3.75,4.65,5.550000000000001,6.470000000000001,7.370000000000001,8.270000000000001,9.170000000000002,10.070000000000002,10.970000000000002,11.870000000000003,12.770000000000003,13.670000000000003,14.570000000000004,15.470000000000004,16.370000000000005,17.270000000000003
Nanshan Donghai H-B,Shandong,Other,H-B,Nanshan Group,Nanshan,Imported,0.0,0.0,0.0,0.0,0.0,0.38,1.1800000000000002,2.13,3.08,4.03,4.98,5.98,6.98,7.98,8.98,9.98,10.98,11.98,12.98,13.98,14.98,15.98,16.98,17.98,18.98,19.98,20.98
Nanshan Donghai L-B,Shandong,Other,L-B,Nanshan Group,Nanshan,Imported,0.0,0.14,0.39,0.61,0.86,1.25,1.65,2.25,2.91,3.58,4.25,4.95,5.65,6.3500000000000005,7.050000000000001,7.750000000000001,8.450000000000001,9.15,9.85,10.549999999999999,11.249999999999998,11.949999999999998,12.649999999999997,13.349999999999996,14.049999999999995,14.749999999999995,15.449999999999994
Bochuang,Shandong,Other,L-B,Chuangxin Group,Other,Imported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.5,1.0,1.45,1.55,1.55,1.94,2.44,3.24,4.04,5.24,6.44,7.640000000000001,8.84,10.04,11.44,12.84,14.24,15.64
Nanhan,Shandong,Other,L-B,Private,Other,Imported,0.0,0.0,0.0,0.08,0.16,0.24,0.32,0.4,0.48000000000000004,0.56,0.64,0.72,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.7999999999999999
Weiqiao - Binzhou L-B,Shandong,Other,L-B,Weiqiao,Weiqiao,Imported,0.0,0.6,2.7,4.5,6.3,9.219999999999999,12.739999999999998,17.939999999999998,23.339999999999996,26.339999999999996,29.339999999999996,32.94,36.94,40.94,44.739999999999995,48.739999999999995,52.739999999999995,56.739999999999995,60.739999999999995,64.74,68.74,72.74,76.74,80.74,84.74,88.74,92.74
Weiqiao - Binzhou H-B,Shandong,Other,H-B,Weiqiao,Weiqiao,Imported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.8,5.8,7.8,9.8,11.8,13.8,15.8,17.8,19.8,21.8,23.8,25.8,27.8,29.8,31.8,33.8
Weiqiao-Wudi-Zhanhua L-B,Shandong,Other,L-B,Weiqiao,Weiqiao,Imported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.2,4.2,8.7,13.2,19.2,26.2,33.4,41.4,49.9,58.9,67.9,76.9,85.9,94.9,103.9,112.9,121.9,130.9,139.9
