refinery,province,category,technology,ownership,owner,bauxite,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031
East Hope Lingshi Import,Shanxi,Shanxi,L-B,East Hope,East Hope,Imported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0
Huaqing,Shanxi,Shanxi,H-B,Private,Other,Domestic,0.0,0.0,0.0,0.0,30.0,44.5571955719557,48.4120734908137,80.0,80.0,80.0,80.0,80.0,40.0,200.0,300.0,353.3845080251221,457.37704918032784,709.5238095238093,1412.9032258064515,3998.999999999999,15315.00000000005,300.0,300.0,300.0,300.0,300.0,300.0
Qiangjin Aluminium,Shanxi,Shanxi,H-B,Private,Other,Domestic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1182.5396825396824,3767.741935483871,10664.0,40840.00000000014,800.0,800.0,800.0,600.0,600.0,600.0
Senze,Shanxi,Shanxi,H-B & Sinter (1.2:0.1),Senze,Other,Domestic,0.0,0.0,0.0,0.0,20.0,60.0,200.0,300.0,600.0,682.5,682.5,682.5,800.0,1250.0,1200.0,1413.5380321004884,1829.5081967213114,2838.095238095237,5651.612903225806,13329.999999999998,51050.00000000017,1000.0,800.0,800.0,800.0,800.0,800.0
Taixing,Shanxi,Shanxi,H-B,Private,Other,Domestic,0.0,0.0,0.0,0.0,20.0,44.5571955719557,48.4120734908137,50.0,50.0,50.0,50.0,80.0,100.0,250.0,350.0,353.3845080251221,457.37704918032784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wusheng,Shanxi,Shanxi,H-B,Private,Other,Domestic,0.0,0.0,100.0,150.0,40.0,100.0,145.236220472441,240.0,240.0,240.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Xinfa - Jiaokou,Shanxi,Shanxi,H-B,Xinfa,Xinfa,Domestic,0.0,0.0,0.0,200.0,20.0,0.0,580.944881889764,720.0,1800.0,1800.0,1800.0,2400.0,2800.0,2500.0,1000.0,1283.963712491277,3049.180327868852,4730.15873015873,9419.354838709678,26659.999999999996,102100.00000000033,1850.0,1550.0,1600.0,1600.0,1600.0,1600.0
Xinfa - Xiaoyi,Shanxi,Shanxi,H-B,Xinfa,Xinfa,Domestic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,800.0,1600.0,1800.0,2100.0,2100.0,3030.0,3298.255408234473,4268.8524590163925,6622.222222222221,13187.09677419355,37323.99999999999,142940.00000000047,2400.0,2400.0,2400.0,2400.0,2400.0,2400.0
Xingan Chemical,Shanxi,Shanxi,H-B,Jinjiang,Jinjiang,Domestic,0.0,0.0,0.0,0.0,200.0,400.0,823.0052493438321,2040.0,2160.0,2160.0,2160.0,2400.0,2500.0,2500.0,2550.0,2355.896720167481,2896.7213114754095,4493.650793650792,8948.387096774195,25326.999999999996,96995.00000000032,1700.0,1700.0,1600.0,1600.0,1600.0,1600.0
Xingan Chemical import,Shanxi,Shanxi,L-B,Jinjiang,Jinjiang,Imported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,400.0,400.0,400.0,400.0
Yangquan Zhaofeng,Shanxi,Shanxi,H-B (Lime),"Xinfa, Yangquan Coal",Xinfa,Domestic,0.0,0.0,4.0,300.0,160.0,178.22878228782298,193.64829396325504,385.0,660.0,700.0,700.0,700.0,800.0,800.0,400.0,588.9741800418702,975.7377049180328,1182.5396825396824,2354.8387096774195,6664.999999999999,25525.000000000084,500.0,500.0,500.0,500.0,500.0,200.0
Gangyuan Jiaohua,Shanxi,Shanxi,H-B,Private,Other,Domestic,0.0,0.0,0.0,0.0,0.0,31.190036900368998,33.8884514435696,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Xinghua (Chalco Jiaokou),Shanxi,Shanxi,H-B,Chalco,Chalco,Domestic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,315.0,550.0,900.0,650.0,353.3845080251221,457.37704918032784,709.5238095238093,941.9354838709678,2666.0,10210.000000000035,200.0,200.0,200.0,200.0,200.0,100.0
Xinghua (Chalco Jiaokou) import,Shanxi,Shanxi,H-B,Chalco,Chalco,Imported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,550.0,500.0,500.0,500.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0
Tiantong,Shanxi,Shanxi,H-B,Private,Other,Domestic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,20.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fusheng,Shanxi,Shanxi,H-B,Jinjiang,Jinjiang,Domestic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,600.0,700.0,800.0,800.0,800.0,942.3586880669923,1219.672131147541,1655.5555555555552,2825.806451612903,7997.999999999998,30630.0000000001,600.0,500.0,500.0,500.0,500.0,500.0
YMG - Wenshan,Yunnan,Other,H-B,Yunnan Aluminium Companuy,Chalco,Domestic,0.0,0.0,0.0,0.0,0.0,0.0,240.0,200.0,600.0,600.0,600.0,1000.0,850.0,1450.0,1600.0,1777.4545454545455,2133.333333333334,2133.333333333334,2106.666666666667,1791.9999999999998,4979.999999999996,3195.000000000001,2054.9999999999995,1485.0000000000002,1200.0,1000.0,1000.0
Guangxi - blending,Guangxi,Guangxi,H-B,spare,spare,Imported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guizhou - blending,Guizhou,Guizhou,H-B,spare,spare,Imported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Henan - blending,Henan,Henan,H-B,spare,spare,Imported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shanxi - blending,Shanxi,Shanxi,H-B,spare,spare,Imported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other - blending,Other,Other,H-B,spare,spare,Imported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spare,spare,spare,spare,spare,spare,spare,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spare,spare,spare,spare,spare,spare,spare,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spare,spare,spare,spare,spare,spare,spare,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spare,spare,spare,spare,spare,spare,spare,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spare,spare,spare,spare,spare,spare,spare,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spare,spare,spare,spare,spare,spare,spare,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spare,spare,spare,spare,spare,spare,spare,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spare,spare,spare,spare,spare,spare,spare,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
