category,technology,ownership,owner,bauxite,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031
Guangxi,,,,Domestic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,1.6,1.6,3.6
Guizhou,,,,Domestic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.5,0.5,0.5,0.6,0.6,0.0,0.0,0.0,0.0
Henan,,,,Domestic,0.0,0.0,0.0,0.0,0.076917431,0.079683944,0.076638037,0.0,0.0,0.0,0.0,0.5,0.68,0.5,0.3,0.2,0.0,0.27,0.21,1.7999999999999998,0.6599999999999998,0.3299999999999999,0.0,0.0,0.0,0.0,0.0
Shanxi,,,,Domestic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.69,2.8699999999999997,5.2749999999999995,1.9599999999999993,1.0299999999999996,0.0,0.0,0.0,0.0
Other,,,,Domestic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6649999999999999,0.5599999999999999,0.42,0.24499999999999997,0.10499999999999993,0.03500000000000003,0.0,0.0,0.0,0.0
,H-B,,,Imported,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L-B,,,Imported,,,,,,,,,,,,,,,,,,,,,,,,,,,
,fly ash,,,Fly ash,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,0.0,0.0,0.0,0.0,0.076917431,0.079683944,0.076638037,0.0,0.0,0.0,0.0,0.5,0.68,0.5,0.3,0.2,0.0,1.135,4.96,5.59,6.68,2.994999999999999,1.6649999999999996,1.6,1.6,1.6,3.6
