category,technology,ownership,owner,bauxite,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031
Guangxi,,,,Domestic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17391304347826086,0.18390804597701152,0.18390804597701152,0.41379310344827586
Guizhou,,,,Domestic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.08620689655172413,0.08620689655172413,0.09090909090909091,0.10344827586206895,0.10714285714285715,0.0,0.0,0.0,0.0
Henan,,,,Domestic,0.0,0.0,0.0,0.0,0.009131960509943563,0.008473456318758859,0.0076898169836060815,0.0,0.0,0.0,0.0,0.04807692307692307,0.059336823734729496,0.04775549188156638,0.04098360655737705,0.03448275862068966,0.0,0.05454545454545455,0.05882352941176471,0.7346938775510204,0.7173913043478262,0.7173913043478262,0.7173913043478262,0.6764705882352942,0.6764705882352942,0.6764705882352942,0.6764705882352942
Shanxi,,,,Domestic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27891156462585037,0.28275862068965524,0.772893772893773,0.7596899224806202,0.8583333333333335,0.8717948717948718,0.8695652173913043,0.8695652173913043,0.900900900900901
Other,,,,Domestic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25000000000000006,0.25925925925925924,0.28,0.30434782608695654,0.30434782608695654,0.30434782608695654,0.25,0.26315789473684215,0.3333333333333333,0.3333333333333333
