country,mine,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030
New,Chalco Boffa,26.8592535235238,28.24281864652381,28.285287969523807,28.327757282523805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New,Alufer (Bel Air),20.201276032000003,21.168875729,21.198576754,21.228277780000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Existing Opn.,Gove,12.538739202,13.03272626,12.882838323999998,12.605411576000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New,AMR,28.840062141999997,30.261699436999997,30.305337400000003,30.348975373000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Expansion,Gujarat & Maharashtra,21.544139873000002,21.998481652,21.992510693000003,22.194604307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New,West Kalimantan,23.461439205650002,24.42338531765,24.828524117649998,24.967335442649997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New,Henan-Chine,24.015346170999997,25.213791225999998,25.25057818,25.287365134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New,Kuantan,24.690568746999997,27.5,27.967780199999996,32.09,32.09,32.09,32.09,32.09,32.09,32.09,32.09,32.09,32.09,32.09,32.09
New,Aurum Xinfa-Fiji,19.25458230571429,20.038813464714288,20.062885886714284,20.08695831071429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New,Dom. Rep.,24.960708693,26.314873455,26.356440318,26.398007181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Expansion,Discovery Bay,21.683834799666673,22.694701168666672,22.725730294666672,22.75675940966667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New,Awaso,24.29680759333333,25.46849378833333,25.504459368333336,25.540424938333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New,CBG,15.863918862333332,16.747740294333333,16.774869693333333,16.801999092333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New,AMC,27.208039079142853,28.531948064142853,28.572586207142855,28.613224350142854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New,GAC,17.133711229666666,17.970115727666663,17.995789636666668,18.021463545666663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New,Solomon Islands,24.570047945,25.882623666,25.922913918000003,25.96320418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Cape York,Metallica,19.820973512764798,20.847610161764802,20.669916710764802,20.3305644747648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
" Queensland""",Aurukun,21.45372984157143,22.386326571571427,22.22490983657143,21.91664227357143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New,Metro LT,21.12847362,22.070423996,21.84853316,21.432839899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Expansion,MRN,16.495790564666667,18.922554915666662,18.940166666666666,19.992575600666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Expansion,Juruti,12.098418462666668,13.928046232666668,13.940166666666665,14.753521394666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
" State of Minas Gerais""",Mirai,29.09625828,32.89798112,32.932942080000004,34.45490181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New,Metro BH1,21.12847362,22.070423996,21.84853316,21.432839899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
" western Cape York Peninsula""",Amrun,19.51315423539839,20.295593504398393,20.06253684239839,19.63083313839839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
" Para State""",Rondon do Para,33.98362650333333,40.192300413333335,40.220935853333344,43.19579094333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Expansion,Huntly,15.135402037999999,15.752587556000002,15.581376049000001,15.263226350999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
" Dak Nong Province""",Vietnam Others,18.368543157999998,19.07936127,18.998,18.933535147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New,SMB Malapouya,25.620315448000003,26.85400221,26.891870930000003,26.929739649999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New,Rundi,28.685921935,30.075655381,30.118314038,30.160972695999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New,Metro Blend,21.12847362,22.070423996,21.84853316,21.432839899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Existing Opn.,Seydisehir,15.246373735999999,15.968421142,15.990584799,16.012748456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New,Dian Dian,18.525165023857145,19.421847616857146,19.449371802857147,19.476895978857147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
