country,mine,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030
New,Chalco Boffa,1.5776488095238093,1.5776488095238093,1.5776488095238093,1.5776488095238093,1.5776488095238093,1.5776488095238093,1.5776488095238093,1.5776488095238093,1.5776488095238093,1.5776488095238093,1.5776488095238093,1.5776488095238093,1.5776488095238093,1.5776488095238093,1.5776488095238093
New,Alufer (Bel Air),0.3255,0.3255,0.3255,0.3255,0.3255,0.3255,0.3255,0.3255,0.3255,0.3255,0.3255,0.3255,0.3255,0.3255,0.3255
Existing Opn.,Gove,1.085,1.085,1.085,1.085,1.085,1.085,1.085,1.085,1.085,1.085,1.085,1.085,1.085,1.085,1.085
New,AMR,1.40625,1.40625,1.40625,1.40625,1.40625,1.40625,1.40625,1.40625,1.40625,1.40625,1.40625,1.40625,1.40625,1.40625,1.40625
Expansion,Gujarat & Maharashtra,0.7500000000000001,0.7500000000000001,0.7500000000000001,0.7500000000000001,0.7500000000000001,0.7500000000000001,0.7500000000000001,0.7500000000000001,0.7500000000000001,0.7500000000000001,0.7500000000000001,0.7500000000000001,0.7500000000000001,0.7500000000000001,0.7500000000000001
New,West Kalimantan,0.91422411765,0.91422411765,0.91422411765,0.91422411765,0.91422411765,0.91422411765,0.91422411765,0.91422411765,0.91422411765,0.91422411765,0.91422411765,0.91422411765,0.91422411765,0.91422411765,0.91422411765
New,Henan-Chine,1.875,1.875,1.875,1.875,1.875,1.875,1.875,1.875,1.875,1.875,1.875,1.875,1.875,1.875,1.875
New,Kuantan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New,Aurum Xinfa-Fiji,1.1982142857142857,1.1982142857142857,1.1982142857142857,1.1982142857142857,1.1982142857142857,1.1982142857142857,1.1982142857142857,1.1982142857142857,1.1982142857142857,1.1982142857142857,1.1982142857142857,1.1982142857142857,1.1982142857142857,1.1982142857142857,1.1982142857142857
New,Dom. Rep.,1.5000000000000002,1.5000000000000002,1.5000000000000002,1.5000000000000002,1.5000000000000002,1.5000000000000002,1.5000000000000002,1.5000000000000002,1.5000000000000002,1.5000000000000002,1.5000000000000002,1.5000000000000002,1.5000000000000002,1.5000000000000002,1.5000000000000002
Expansion,Discovery Bay,0.3616666666666667,0.3616666666666667,0.3616666666666667,0.3616666666666667,0.3616666666666667,0.3616666666666667,0.3616666666666667,0.3616666666666667,0.3616666666666667,0.3616666666666667,0.3616666666666667,0.3616666666666667,0.3616666666666667,0.3616666666666667,0.3616666666666667
New,Awaso,1.2833333333333337,1.2833333333333337,1.2833333333333337,1.2833333333333337,1.2833333333333337,1.2833333333333337,1.2833333333333337,1.2833333333333337,1.2833333333333337,1.2833333333333337,1.2833333333333337,1.2833333333333337,1.2833333333333337,1.2833333333333337,1.2833333333333337
New,CBG,0.7233333333333334,0.7233333333333334,0.7233333333333334,0.7233333333333334,0.7233333333333334,0.7233333333333334,0.7233333333333334,0.7233333333333334,0.7233333333333334,0.7233333333333334,0.7233333333333334,0.7233333333333334,0.7233333333333334,0.7233333333333334,0.7233333333333334
