cmaaxdata2_id,date,wacif,usdrmb,australia,wacifrmb,creation_date,updation_date
518,18-02-2013,451.16,6.2816,-,2834,,
519,19-02-2013,451.158,6.2821,-,2834.22,,
520,20-02-2013,451.163,6.2804,-,2833.48,,
521,21-02-2013,449.397,6.2846,-,2824.28,,
522,22-02-2013,449.391,6.2871,-,2825.36,,
523,25-02-2013,447.045,6.2892,-,2811.56,,
524,26-02-2013,447.054,6.2856,-,2810.01,,
525,27-02-2013,448.228,6.2842,-,2816.75,,
526,28-02-2013,445.319,6.2779,-,2795.67,,
527,01-03-2013,445.314,6.2798,-,2796.48,,
528,04-03-2013,445.308,6.2822,-,2797.51,,
529,05-03-2013,439.464,6.2797,-,2759.7,,
530,06-03-2013,439.478,6.2745,-,2757.5,,
531,07-03-2013,439.467,6.2785,-,2759.2,,
532,08-03-2013,438.314,6.2719,-,2749.06,,
533,11-03-2013,438.301,6.2769,-,2751.17,,
534,12-03-2013,438.303,6.2764,-,2750.96,,
535,13-03-2013,437.142,6.2726,-,2742.02,,
536,14-03-2013,434.796,6.2752,-,2728.43,,
537,15-03-2013,434.803,6.2723,-,2727.22,,
538,18-03-2013,432.459,6.2741,-,2713.29,,
539,19-03-2013,432.454,6.2758,-,2714,,
540,20-03-2013,432.465,6.2716,-,2712.25,,
541,21-03-2013,431.291,6.2731,-,2705.53,,
542,22-03-2013,431.296,6.2711,-,2704.7,,
543,25-03-2013,431.301,6.2692,-,2703.91,,
544,26-03-2013,431.295,6.2715,-,2704.87,,
545,27-03-2013,425.442,6.2727,-,2668.67,,
546,28-03-2013,423.683,6.2742,-,2658.27,,
547,29-03-2013,423.697,6.2689,-,2656.11,,
548,01-04-2013,423.701,6.2674,-,2655.5,,
549,02-04-2013,423.723,6.2586,-,2651.91,,
550,03-04-2013,420.792,6.2609,-,2634.54,,
551,08-04-2013,414.932,6.265,-,2599.55,,
552,09-04-2013,418.444,6.2639,-,2621.09,,
553,10-04-2013,418.468,6.2548,-,2617.43,,
554,11-04-2013,418.46,6.2578,-,2618.64,,
555,12-04-2013,418.478,6.2506,-,2615.74,,
556,15-04-2013,418.492,6.2454,-,2613.65,,
557,16-04-2013,418.504,6.2408,-,2611.8,,
558,17-04-2013,418.521,6.2342,-,2609.14,,
559,18-04-2013,423.767,6.2416,-,2644.98,,
560,19-04-2013,423.772,6.2395,-,2644.12,,
561,22-04-2013,423.767,6.2415,-,2644.94,,
562,23-04-2013,423.781,6.236,-,2642.7,,
563,24-04-2013,423.775,6.2384,-,2643.68,,
564,25-04-2013,422.041,6.23,-,2629.32,,
565,26-04-2013,422.065,6.2208,-,2625.58,,
566,02-05-2013,425.023,6.2082,-,2638.63,,
567,03-05-2013,425.005,6.2152,-,2641.49,,
568,06-05-2013,425.014,6.2114,-,2639.93,,
569,07-05-2013,425.022,6.2083,-,2638.67,,
570,08-05-2013,425.049,6.198,-,2634.46,,
571,09-05-2013,425.064,6.1925,-,2632.21,,
572,10-05-2013,425.04,6.2016,-,2635.93,,
573,13-05-2013,425.025,6.2072,-,2638.22,,
574,14-05-2013,424.45,6.2035,-,2633.08,,
575,15-05-2013,424.441,6.207,-,2634.5,,
576,16-05-2013,424.434,6.2096,-,2635.57,,
577,17-05-2013,425.63,6.1997,-,2638.78,,
578,20-05-2013,428.555,6.1998,-,2656.95,,
579,21-05-2013,428.577,6.1911,-,2653.36,,
580,22-05-2013,428.579,6.1904,-,2653.08,,
581,23-05-2013,428.568,6.1947,-,2654.85,,
582,24-05-2013,428.589,6.1867,-,2651.55,,
583,27-05-2013,432.698,6.1811,-,2674.55,,
584,28-05-2013,430.357,6.1818,-,2660.38,,
585,29-05-2013,430.347,6.1856,-,2661.95,,
586,30-05-2013,429.186,6.182,-,2653.23,,
587,31-05-2013,428.022,6.1796,-,2645.01,,
588,03-06-2013,426.85,6.1806,-,2638.19,,
589,04-06-2013,426.868,6.1735,-,2635.27,,
590,05-06-2013,426.862,6.1757,-,2636.17,,
591,06-06-2013,425.698,6.1737,-,2628.13,,
592,07-06-2013,425.728,6.162,-,2623.34,,
593,13-06-2013,425.731,6.1612,-,2623.01,,
594,14-06-2013,422.222,6.1607,-,2601.18,,
595,17-06-2013,422.224,6.1598,-,2600.82,,
596,18-06-2013,422.21,6.1651,-,2602.97,,
597,19-06-2013,422.203,6.1677,-,2604.02,,
598,20-06-2013,422.198,6.1698,-,2604.88,,
599,21-06-2013,422.18,6.1766,-,2607.64,,
600,24-06-2013,420.999,6.1807,-,2602.07,,
601,25-06-2013,419.84,6.1767,-,2593.22,,
602,26-06-2013,419.837,6.1779,-,2593.71,,
603,27-06-2013,419.832,6.1797,-,2594.44,,
604,28-06-2013,418.08,6.1787,-,2583.19,,
605,01-07-2013,415.735,6.1805,-,2569.45,,
606,02-07-2013,415.743,6.1773,-,2568.17,,
607,03-07-2013,415.15,6.1803,-,2565.75,,
608,04-07-2013,418.088,6.1755,-,2581.9,,
609,05-07-2013,418.079,6.179,-,2583.31,,
610,08-07-2013,418.659,6.1807,-,2587.61,,
611,09-07-2013,417.51,6.173,-,2577.29,,
612,10-07-2013,417.53,6.1652,-,2574.16,,
613,11-07-2013,417.544,6.1599,-,2572.03,,
614,12-07-2013,417.536,6.1631,-,2573.31,,
615,15-07-2013,417.527,6.1663,-,2574.6,,
616,16-07-2013,417.52,6.1692,-,2575.76,,
617,17-07-2013,417.53,6.1652,-,2574.16,,
618,18-07-2013,417.512,6.172,-,2576.89,,
619,19-07-2013,412.824,6.1751,-,2549.23,,
620,22-07-2013,412.832,6.1721,-,2548.04,,
621,23-07-2013,412.837,6.1702,-,2547.29,,
622,24-07-2013,412.839,6.1695,-,2547.01,,
623,25-07-2013,412.822,6.1759,-,2549.55,,
624,26-07-2013,412.832,6.172,-,2548,,
625,29-07-2013,412.836,6.1705,-,2547.41,,
626,30-07-2013,412.819,6.177,-,2549.98,,
627,31-07-2013,412.814,6.1788,-,2550.7,,
628,01-08-2013,412.817,6.1778,-,2550.3,,
629,02-08-2013,412.807,6.1817,-,2551.85,,
630,05-08-2013,412.82,6.1767,-,2549.86,,
631,06-08-2013,412.824,6.1753,-,2549.31,,
632,07-08-2013,412.831,6.1726,-,2548.24,,
633,08-08-2013,412.837,6.1703,-,2547.33,,
634,09-08-2013,412.846,6.1668,-,2545.94,,
635,12-08-2013,412.847,6.1665,-,2545.82,,
636,13-08-2013,412.836,6.1705,-,2547.41,,
637,14-08-2013,412.832,6.172,-,2548,,
638,15-08-2013,415.179,6.1696,-,2561.49,,
639,16-08-2013,414.601,6.1666,-,2556.68,,
640,19-08-2013,414.595,6.169,-,2557.64,,
641,20-08-2013,414.593,6.1697,-,2557.92,,
642,21-08-2013,416.354,6.1675,-,2567.86,,
643,22-08-2013,416.348,6.1698,-,2568.78,,
644,23-08-2013,416.345,6.171,-,2569.26,,
645,26-08-2013,416.353,6.168,-,2568.06,,
646,27-08-2013,415.181,6.1688,-,2561.17,,
647,28-08-2013,414.016,6.1667,-,2553.11,,
648,29-08-2013,410.5,6.169,-,2532.38,,
649,30-08-2013,410.495,6.1709,-,2533.12,,
650,02-09-2013,410.497,6.1702,-,2532.85,,
651,03-09-2013,407.568,6.1718,-,2515.43,,
652,04-09-2013,407.565,6.1729,-,2515.86,,
653,05-09-2013,407.574,6.1696,-,2514.57,,
654,06-09-2013,407.565,6.1728,-,2515.82,,
655,09-09-2013,407.588,6.1642,-,2512.45,,
656,10-09-2013,407.596,6.1612,-,2511.28,,
657,11-09-2013,407.599,6.1601,-,2510.85,,
658,12-09-2013,407.605,6.1575,-,2509.83,,
659,13-09-2013,408.775,6.1578,-,2517.15,,
660,16-09-2013,408.781,6.1554,-,2516.21,,
661,17-09-2013,409.361,6.1571,-,2520.48,,
662,18-09-2013,410.535,6.1557,-,2527.13,,
663,23-09-2013,411.727,6.1475,-,2531.09,,
664,24-09-2013,411.724,6.1485,-,2531.49,,
665,25-09-2013,412.306,6.1497,-,2535.56,,
666,26-09-2013,412.896,6.1477,-,2538.36,,
667,27-09-2013,413.476,6.1495,-,2542.67,,
668,30-09-2013,413.48,6.148,-,2542.08,,
669,08-10-2013,414.083,6.1415,-,2543.09,,
670,09-10-2013,415.249,6.143,-,2550.87,,
671,10-10-2013,415.243,6.1452,-,2551.75,,
672,14-10-2013,415.826,6.1458,-,2555.59,,
673,15-10-2013,417.595,6.1406,-,2564.28,,
674,16-10-2013,417.593,6.1412,-,2564.52,,
675,17-10-2013,419.35,6.1408,-,2575.14,,
676,18-10-2013,419.928,6.1431,-,2579.66,,
677,21-10-2013,421.699,6.1372,-,2588.05,,
678,22-10-2013,421.704,6.1352,-,2587.24,,
679,23-10-2013,421.71,6.133,-,2586.35,,
680,24-10-2013,420.539,6.1335,-,2579.38,,
681,25-10-2013,418.784,6.1333,-,2568.53,,
682,28-10-2013,421.709,6.1336,-,2586.59,,
683,29-10-2013,421.699,6.1373,-,2588.09,,
684,30-10-2013,421.688,6.1412,-,2589.67,,
685,31-10-2013,421.685,6.1425,-,2590.2,,
686,01-11-2013,421.678,6.1452,-,2591.29,,
687,04-11-2013,421.67,6.1482,-,2592.51,,
688,05-11-2013,421.679,6.1447,-,2591.09,,
689,06-11-2013,421.672,6.1475,-,2592.23,,
690,07-11-2013,421.678,6.145,-,2591.21,,
691,08-11-2013,421.704,6.1355,-,2587.36,,
692,11-11-2013,423.449,6.139,-,2599.56,,
693,12-11-2013,422.287,6.136,-,2591.15,,
694,13-11-2013,424.047,6.1342,-,2601.19,,
695,14-11-2013,425.224,6.1315,-,2607.26,,
696,15-11-2013,425.215,6.1351,-,2608.73,,
697,18-11-2013,424.05,6.1332,-,2600.78,,
698,19-11-2013,424.639,6.1317,-,2603.76,,
699,20-11-2013,423.472,6.1305,-,2596.09,,
700,21-11-2013,422.871,6.1366,-,2594.99,,
701,22-11-2013,422.867,6.138,-,2595.56,,
702,25-11-2013,424.047,6.1342,-,2601.19,,
703,26-11-2013,424.043,6.1357,-,2601.8,,
704,27-11-2013,424.05,6.133,-,2600.7,,
705,28-11-2013,424.632,6.1343,-,2604.82,,
706,29-11-2013,424.637,6.1325,-,2604.08,,
707,02-12-2013,423.465,6.1329,-,2597.07,,
708,03-12-2013,425.214,6.1352,-,2608.78,,
709,04-12-2013,427.568,6.13,-,2620.99,,
710,05-12-2013,427.566,6.131,-,2621.4,,
711,06-12-2013,427.586,6.1232,-,2618.2,,
712,09-12-2013,427.614,6.113,-,2614,,
713,10-12-2013,427.618,6.1114,-,2613.34,,
714,11-12-2013,427.622,6.11,-,2612.77,,
715,12-12-2013,427.618,6.1115,-,2613.38,,
716,13-12-2013,427.609,6.1148,-,2614.74,,
717,16-12-2013,428.785,6.1124,-,2620.91,,
718,17-12-2013,429.959,6.1108,-,2627.4,,
719,18-12-2013,432.885,6.1105,-,2645.15,,
720,19-12-2013,431.694,6.1183,-,2641.24,,
721,20-12-2013,431.691,6.1196,-,2641.78,,
722,23-12-2013,431.7,6.1161,-,2640.32,,
723,24-12-2013,432.875,6.1145,-,2646.81,,
724,25-12-2013,432.871,6.116,-,2647.44,,
725,26-12-2013,432.872,6.1156,-,2647.27,,
726,27-12-2013,434.07,6.105,-,2650,,
727,30-12-2013,432.907,6.1024,-,2641.77,,
728,31-12-2013,434.677,6.0969,-,2650.18,,
729,02-01-2014,434.671,6.099,-,2651.06,,
730,03-01-2014,435.828,6.1039,-,2660.25,,
731,06-01-2014,435.823,6.1059,-,2661.09,,
732,07-01-2014,435.827,6.1042,-,2660.38,,
733,08-01-2014,435.817,6.1079,-,2661.93,,
734,09-01-2014,435.809,6.1109,-,2663.19,,
735,10-01-2014,435.836,6.1008,-,2658.95,,
736,13-01-2014,438.777,6.095,-,2674.35,,
737,14-01-2014,439.952,6.093,-,2680.63,,
738,15-01-2014,439.932,6.1005,-,2683.81,,
739,16-01-2014,439.916,6.1065,-,2686.35,,
740,17-01-2014,439.922,6.1041,-,2685.33,,
741,20-01-2014,439.326,6.1083,-,2683.54,,
742,21-01-2014,438.746,6.1066,-,2679.24,,
743,22-01-2014,436.4,6.1087,-,2665.84,,
744,23-01-2014,436.395,6.1107,-,2666.68,,
745,24-01-2014,436.414,6.1035,-,2663.65,,
746,27-01-2014,435.833,6.1022,-,2659.54,,
747,28-01-2014,436.994,6.1053,-,2667.98,,
748,29-01-2014,436.989,6.1073,-,2668.82,,
749,30-01-2014,436.995,6.105,-,2667.85,,
750,07-02-2014,435.815,6.1089,-,2662.35,,
751,10-02-2014,434.061,6.1083,-,2651.38,,
752,11-02-2014,434.065,6.1069,-,2650.79,,
753,12-02-2014,434.063,6.1078,-,2651.17,,
754,13-02-2014,433.764,6.11,-,2650.3,,
755,14-02-2014,434.357,6.107,-,2652.62,,
756,17-02-2014,431.144,6.1053,-,2632.26,,
757,18-02-2014,430.554,6.1073,-,2629.52,,
758,19-02-2014,430.546,6.1103,-,2630.76,,
759,20-02-2014,429.364,6.1146,-,2625.39,,
760,21-02-2014,428.771,6.1176,-,2623.05,,
761,24-02-2014,427.598,6.1189,-,2616.43,,
762,25-02-2014,428.769,6.1184,-,2623.38,,
763,26-02-2014,423.502,6.1192,-,2591.49,,
764,27-02-2014,421.153,6.1224,-,2578.47,,
765,28-02-2014,421.156,6.1214,-,2578.07,,
766,03-03-2014,418.823,6.119,-,2562.78,,
767,04-03-2014,419.98,6.1236,-,2571.79,,
768,05-03-2014,419.975,6.1257,-,2572.64,,
769,06-03-2014,419.977,6.1249,-,2572.32,,
770,07-03-2014,422.33,6.1201,-,2584.7,,
771,10-03-2014,422.3,6.1312,-,2589.21,,
772,11-03-2014,422.296,6.1327,-,2589.81,,
773,12-03-2014,422.292,6.1343,-,2590.46,,
774,13-03-2014,422.298,6.132,-,2589.53,,
775,14-03-2014,423.461,6.1346,-,2597.76,,
776,17-03-2014,423.468,6.1321,-,2596.75,,
777,18-03-2014,420.537,6.1341,-,2579.62,,
778,19-03-2014,420.535,6.1351,-,2580.02,,
779,20-03-2014,420.506,6.146,-,2584.43,,
780,21-03-2014,419.332,6.1475,-,2577.84,,
781,24-03-2014,419.338,6.1452,-,2576.92,,
782,25-03-2014,419.345,6.1426,-,2575.87,,
783,26-03-2014,419.341,6.144,-,2576.43,,
784,27-03-2014,419.334,6.1465,-,2577.44,,
785,28-03-2014,419.328,6.149,-,2578.45,,
786,31-03-2014,419.905,6.1521,-,2583.3,,
787,01-04-2014,419.909,6.1503,-,2582.57,,
788,02-04-2014,419.912,6.1493,-,2582.16,,
789,03-04-2014,418.735,6.152,-,2576.06,,
790,04-04-2014,418.725,6.1557,-,2577.55,,
791,08-04-2014,420.488,6.1527,-,2587.14,,
792,09-04-2014,420.498,6.149,-,2585.64,,
793,10-04-2014,420.493,6.151,-,2586.45,,
794,11-04-2014,422.836,6.1495,-,2600.23,,
795,14-04-2014,422.827,6.1531,-,2601.7,,
796,15-04-2014,422.816,6.1571,-,2603.32,,
797,16-04-2014,422.812,6.1589,-,2604.05,,
798,17-04-2014,422.815,6.1575,-,2603.49,,
799,18-04-2014,422.812,6.1586,-,2603.93,,
800,21-04-2014,422.811,6.1591,-,2604.14,,
801,22-04-2014,422.806,6.161,-,2604.91,,
802,23-04-2014,423.979,6.1599,-,2611.67,,
803,24-04-2014,423.982,6.1589,-,2611.26,,
804,25-04-2014,423.985,6.1576,-,2610.73,,
805,28-04-2014,423.988,6.1565,-,2610.28,,
806,29-04-2014,423.99,6.1556,-,2609.92,,
807,30-04-2014,423.984,6.158,-,2610.89,,
808,05-05-2014,423.989,6.156,-,2610.08,,
809,06-05-2014,418.138,6.1565,-,2574.27,,
810,07-05-2014,418.144,6.1542,-,2573.34,,
811,08-05-2014,418.725,6.1557,-,2577.55,,
812,09-05-2014,419.889,6.1581,-,2585.72,,
813,12-05-2014,419.877,6.1625,-,2587.49,,
814,13-05-2014,419.874,6.1636,-,2587.94,,
815,14-05-2014,419.87,6.1653,-,2588.62,,
816,15-05-2014,414.023,6.164,-,2552.04,,
817,16-05-2014,412.856,6.1628,-,2544.35,,
818,19-05-2014,412.854,6.1636,-,2544.67,,
819,20-05-2014,412.272,6.1626,-,2540.67,,
820,21-05-2014,412.267,6.1645,-,2541.42,,
821,22-05-2014,409.923,6.1658,-,2527.51,,
822,23-05-2014,409.917,6.1681,-,2528.41,,
823,26-05-2014,406.988,6.1699,-,2511.07,,
824,27-05-2014,408.161,6.1687,-,2517.82,,
825,28-05-2014,406.989,6.1694,-,2510.88,,
826,29-05-2014,406.986,6.1705,-,2511.31,,
827,02-06-2014,405.819,6.1695,-,2503.7,,
828,03-06-2014,404.06,6.171,-,2493.45,,
829,04-06-2014,404.064,6.1693,-,2492.79,,
830,05-06-2014,404.06,6.1708,-,2493.38,,
831,08-06-2014,405.838,6.1623,-,2500.89,,
832,09-06-2014,408.507,6.1485,-,2511.7,,
833,10-06-2014,407.346,6.1451,-,2503.18,,
834,11-06-2014,407.331,6.1506,-,2505.33,,
835,12-06-2014,407.328,6.1516,-,2505.72,,
836,15-06-2014,407.039,6.1503,-,2503.41,,
837,16-06-2014,405.275,6.1537,-,2493.94,,
838,17-06-2014,405.277,6.1529,-,2493.63,,
839,18-06-2014,404.1,6.1559,-,2487.6,,
840,19-06-2014,402.352,6.1531,-,2475.71,,
841,22-06-2014,402.939,6.1524,-,2479.04,,
842,23-06-2014,400.005,6.1557,-,2462.31,,
843,24-06-2014,400.008,6.1545,-,2461.85,,
844,25-06-2014,400.006,6.1555,-,2462.23,,
845,26-06-2014,401.18,6.1538,-,2468.78,,
846,29-06-2014,402.349,6.1543,-,2476.18,,
847,30-06-2014,404.693,6.1528,-,2489.99,,
848,01-07-2014,404.694,6.1523,-,2489.8,,
849,02-07-2014,404.687,6.1549,-,2490.81,,
850,03-07-2014,404.679,6.1581,-,2492.05,,
851,06-07-2014,404.37,6.1642,-,2492.62,,
852,07-07-2014,404.366,6.1658,-,2493.24,,
853,08-07-2014,404.374,6.1626,-,2492,,
854,09-07-2014,404.39,6.1565,-,2489.63,,
855,10-07-2014,403.253,6.1443,-,2477.71,,
856,11-07-2014,402.953,6.1469,-,2476.91,,
857,14-07-2014,402.364,6.1485,-,2473.94,,
858,15-07-2014,402.363,6.149,-,2474.13,,
859,16-07-2014,401.766,6.1535,-,2472.27,,
860,17-07-2014,401.173,6.1564,-,2469.78,,
861,18-07-2014,401.172,6.1568,-,2469.94,,
862,21-07-2014,402.055,6.1547,-,2474.53,,
863,22-07-2014,403.226,6.1544,-,2481.61,,
864,23-07-2014,403.64,6.1572,-,2485.29,,
865,24-07-2014,403.638,6.1579,-,2485.56,,
866,25-07-2014,402.463,6.1597,-,2479.05,,
867,28-07-2014,403.205,6.1622,-,2484.63,,
868,29-07-2014,403.207,6.1615,-,2484.36,,
869,30-07-2014,403.492,6.1645,-,2487.33,,
870,31-07-2014,404.654,6.1675,-,2495.7,,
871,01-08-2014,404.945,6.1681,-,2497.74,,
872,04-08-2014,405.828,6.1661,-,2502.37,,
873,05-08-2014,405.244,6.1655,-,2498.53,,
874,06-08-2014,405.237,6.1681,-,2499.55,,
875,07-08-2014,406.995,6.167,-,2509.94,,
876,08-08-2014,405.269,6.1562,-,2494.92,,
877,11-08-2014,405.279,6.1522,-,2493.36,,
878,12-08-2014,406.451,6.1517,-,2500.36,,
879,13-08-2014,408.201,6.1533,-,2511.79,,
880,14-08-2014,408.198,6.1545,-,2512.26,,
881,15-08-2014,408.2,6.1538,-,2511.98,,
882,18-08-2014,409.373,6.1528,-,2518.79,,
883,19-08-2014,409.367,6.1548,-,2519.57,,
884,20-08-2014,409.359,6.158,-,2520.83,,
885,21-08-2014,410.515,6.1632,-,2530.09,,
886,22-08-2014,411.689,6.1617,-,2536.71,,
887,25-08-2014,414.02,6.1653,-,2552.56,,
888,26-08-2014,415.772,6.1663,-,2563.78,,
889,27-08-2014,415.773,6.1658,-,2563.58,,
890,28-08-2014,416.949,6.1638,-,2569.99,,
891,29-08-2014,419.286,6.1647,-,2584.77,,
892,01-09-2014,420.448,6.168,-,2593.32,,
893,02-09-2014,422.787,6.1684,-,2607.92,,
894,03-09-2014,422.198,6.1697,-,2604.84,,
895,04-09-2014,422.206,6.1666,-,2603.58,,
896,05-09-2014,427.461,6.1707,-,2637.73,,
897,09-09-2014,427.51,6.152,-,2630.04,,
898,10-09-2014,428.705,6.1425,-,2633.32,,
899,11-09-2014,428.698,6.1453,-,2634.48,,
900,12-09-2014,429.864,6.1468,-,2642.29,,
901,15-09-2014,429.868,6.1452,-,2641.62,,
902,16-09-2014,432.79,6.1462,-,2660.02,,
903,17-09-2014,429.283,6.145,-,2637.95,,
904,18-09-2014,440.973,6.149,-,2711.54,,
905,19-09-2014,448.587,6.1455,-,2756.79,,
906,22-09-2014,450.334,6.1485,-,2768.88,,
907,23-09-2014,450.338,6.147,-,2768.23,,
908,24-09-2014,450.34,6.1462,-,2767.88,,
909,25-09-2014,450.331,6.1497,-,2769.4,,
910,26-09-2014,460.273,6.1508,-,2831.05,,
911,29-09-2014,464.945,6.1539,-,2861.22,,
912,30-09-2014,464.949,6.1525,-,2860.6,,
913,08-10-2014,464.957,6.1493,-,2859.16,,
914,09-10-2014,464.965,6.1461,-,2857.72,,
915,10-10-2014,464.963,6.147,-,2858.13,,
916,13-10-2014,464.384,6.1446,-,2853.46,,
917,14-10-2014,462.055,6.1408,-,2837.38,,
918,15-10-2014,462.042,6.1455,-,2839.48,,
919,16-10-2014,462.058,6.1395,-,2836.8,,
920,17-10-2014,463.225,6.1407,-,2844.52,,
921,20-10-2014,459.707,6.1435,-,2824.21,,
922,21-10-2014,459.714,6.141,-,2823.1,,
923,22-10-2014,459.707,6.1437,-,2824.3,,
924,23-10-2014,459.701,6.1459,-,2825.28,,
925,24-10-2014,459.699,6.1467,-,2825.63,,
926,27-10-2014,459.704,6.1446,-,2824.7,,
927,28-10-2014,459.711,6.1421,-,2823.59,,
928,29-10-2014,459.715,6.1405,-,2822.88,,
929,30-10-2014,456.777,6.1457,-,2807.21,,
930,31-10-2014,455.605,6.1461,-,2800.2,,
931,03-11-2014,455.589,6.1525,-,2803.01,,
932,04-11-2014,455.584,6.1543,-,2803.8,,
933,05-11-2014,455.594,6.1503,-,2802.04,,
934,06-11-2014,455.578,6.1565,-,2804.77,,
935,07-11-2014,453.228,6.1602,-,2791.98,,
936,10-11-2014,453.288,6.1377,-,2782.14,,
937,11-11-2014,453.278,6.1413,-,2783.72,,
938,12-11-2014,453.274,6.1428,-,2784.37,,
939,13-11-2014,453.277,6.1418,-,2783.94,,
940,14-11-2014,453.282,6.1399,-,2783.11,,
941,17-11-2014,453.279,6.1409,-,2783.54,,
942,18-11-2014,452.689,6.143,-,2780.87,,
943,19-11-2014,452.697,6.1397,-,2779.43,,
944,20-11-2014,452.692,6.1417,-,2780.3,,
945,21-11-2014,452.7,6.1387,-,2778.99,,
946,24-11-2014,452.691,6.142,-,2780.43,,
947,25-11-2014,452.699,6.139,-,2779.12,,
948,26-11-2014,452.124,6.1354,-,2773.96,,
949,27-11-2014,453.303,6.132,-,2779.65,,
950,28-11-2014,453.296,6.1345,-,2780.75,,
951,01-12-2014,453.875,6.1369,-,2785.38,,
952,02-12-2014,453.887,6.1325,-,2783.46,,
953,03-12-2014,452.118,6.1376,-,2774.92,,
954,04-12-2014,452.694,6.1411,-,2780.04,,
955,05-12-2014,452.704,6.1373,-,2778.38,,
956,08-12-2014,454.483,6.1282,-,2785.16,,
957,09-12-2014,452.742,6.1231,-,2772.18,,
958,10-12-2014,452.751,6.1195,-,2770.61,,
959,11-12-2014,452.762,6.1153,-,2768.78,,
960,12-12-2014,452.169,6.1184,-,2766.55,,
961,15-12-2014,452.763,6.1152,-,2768.73,,
962,16-12-2014,452.755,6.1182,-,2770.04,,
963,17-12-2014,452.767,6.1137,-,2768.08,,
964,18-12-2014,452.751,6.1195,-,2770.61,,
965,19-12-2014,452.749,6.1205,-,2771.05,,
966,22-12-2014,454.5,6.122,-,2782.45,,
967,23-12-2014,453.912,6.123,-,2779.3,,
968,24-12-2014,452.737,6.1247,-,2772.88,,
969,25-12-2014,452.746,6.1213,-,2771.4,,
970,26-12-2014,452.754,6.1186,-,2770.22,,
971,29-12-2014,452.749,6.1205,-,2771.05,,
972,30-12-2014,452.743,6.1224,-,2771.88,,
973,31-12-2014,452.753,6.119,-,2770.39,,
974,05-01-2015,452.152,6.1248,-,2769.34,,
975,06-01-2015,448.64,6.1256,-,2748.19,,
976,07-01-2015,447.466,6.1269,-,2741.58,,
977,08-01-2015,447.458,6.1302,-,2743.01,,
978,09-01-2015,446.289,6.1296,-,2735.57,,
979,12-01-2015,445.721,6.1233,-,2729.28,,
980,13-01-2015,444.561,6.1195,-,2720.49,,
981,14-01-2015,443.974,6.1205,-,2717.34,,
982,15-01-2015,443.977,6.1193,-,2716.83,,
983,16-01-2015,446.903,6.1188,-,2734.51,,
984,19-01-2015,444.552,6.123,-,2721.99,,
985,20-01-2015,443.383,6.1226,-,2714.66,,
986,21-01-2015,443.372,6.1268,-,2716.45,,
987,22-01-2015,442.792,6.1247,-,2711.97,,
988,23-01-2015,443.352,6.1342,-,2719.61,,
989,26-01-2015,441.001,6.1384,-,2707.04,,
990,27-01-2015,439.836,6.1364,-,2699.01,,
991,28-01-2015,439.858,6.1282,-,2695.54,,
992,29-01-2015,439.844,6.1335,-,2697.78,,
993,30-01-2015,435.155,6.137,-,2670.54,,
994,02-02-2015,433.396,6.1385,-,2660.4,,
995,03-02-2015,432.815,6.1369,-,2656.14,,
996,04-02-2015,431.658,6.1318,-,2646.84,,
997,05-02-2015,429.306,6.1366,-,2634.48,,
998,06-02-2015,431.089,6.1261,-,2640.89,,
999,09-02-2015,430.49,6.1311,-,2639.38,,
1000,10-02-2015,430.495,6.1295,-,2638.72,,
1001,11-02-2015,428.149,6.1315,-,2625.2,,
1002,12-02-2015,430.484,6.1333,-,2640.29,,
1003,13-02-2015,430.496,6.1288,-,2638.43,,
1004,16-02-2015,428.16,6.1273,-,2623.47,,
1005,17-02-2015,428.145,6.133,-,2625.81,,
1006,25-02-2015,424.621,6.1384,-,2606.49,,
1007,26-02-2015,422.282,6.1379,-,2591.93,,
1008,27-02-2015,421.087,6.1475,-,2588.63,,
1009,02-03-2015,421.077,6.1513,-,2590.17,,
1010,03-03-2015,421.069,6.1543,-,2591.38,,
1011,04-03-2015,421.074,6.1525,-,2590.66,,
1012,05-03-2015,422.243,6.1528,-,2597.98,,
1013,06-03-2015,424.581,6.1533,-,2612.58,,
1014,09-03-2015,424.574,6.1563,-,2613.8,,
1015,10-03-2015,426.911,6.1572,-,2628.58,,
1016,11-03-2015,425.735,6.1597,-,2622.4,,
1017,12-03-2015,425.729,6.1617,-,2623.22,,
1018,13-03-2015,425.737,6.1588,-,2622.03,,
1019,16-03-2015,425.73,6.1615,-,2623.13,,
1020,17-03-2015,426.323,6.1585,-,2625.51,,
1021,18-03-2015,426.33,6.1556,-,2624.32,,
1022,19-03-2015,426.356,6.146,-,2620.38,,
1023,20-03-2015,428.108,6.1469,-,2631.54,,
1024,23-03-2015,428.114,6.1448,-,2630.67,,
1025,24-03-2015,428.127,6.1398,-,2628.62,,
1026,25-03-2015,428.124,6.141,-,2629.11,,
1027,26-03-2015,429.303,6.1375,-,2634.85,,
1028,27-03-2015,429.297,6.1397,-,2635.76,,
1029,30-03-2015,429.296,6.1402,-,2635.96,,
1030,31-03-2015,429.291,6.1422,-,2636.79,,
1031,01-04-2015,429.288,6.1434,-,2637.29,,
1032,02-04-2015,429.298,6.1396,-,2635.72,,
1033,03-04-2015,429.31,6.1348,-,2633.73,,
1034,07-04-2015,432.832,6.1305,-,2653.48,,
1035,08-04-2015,432.821,6.1345,-,2655.14,,
