cmaaxdata1_id,day,date,nax,sax,wacif,creation_date,updation_date
2245,04-02-1900,43945,2060,2045,-,,
2246,01-02-1900,43948,2080,2055,-,,
2247,31-01-1900,43949,2100,2075,-,,
2248,30-01-1900,43950,2110,2095,-,,
2249,29-01-1900,43951,2120,2115,-,,
2250,28-01-1900,43952,2120,2115,-,,
2251,25-01-1900,43955,2120,2115,-,,
2252,24-01-1900,43956,2120,2115,-,,
2253,23-01-1900,43957,2140,2135,-,,
2254,22-01-1900,43958,2160,2155,-,,
2255,21-01-1900,43959,2170,2165,-,,
2256,18-01-1900,43962,2170,2165,-,,
2257,17-01-1900,43963,2170,2165,-,,
2258,16-01-1900,43964,2170,2165,-,,
2259,15-01-1900,43965,2170,2165,-,,
2260,14-01-1900,43966,2170,2165,-,,
2261,11-01-1900,43969,2170,2165,-,,
2262,10-01-1900,43970,2180,2165,-,,
2263,09-01-1900,43971,2180,2165,-,,
2264,08-01-1900,43972,2180,2165,-,,
2265,07-01-1900,43973,2180,2165,-,,
2266,04-01-1900,43976,2180,2165,-,,
2267,03-01-1900,43977,2180,2165,-,,
2268,02-01-1900,43978,2180,2165,-,,
2269,01-01-1900,43979,2180,2165,-,,
2270,00-01-1900,43980,2180,2165,-,,
