Mine,Calculated Index Price Equivalent,Total Alumina,LT Avail. Alumina,Total Silica,LT R.Silica,Quartz / HT Silica,Mono-hydrate / HT Alumina,Moisture,Processing,Processing Penalties
Juruti,,0.5,0.45,0.05,0.05,,,0.1,LT,
Juruti,,0.5,0.45,0.05,0.05,,,0.1,LT,
Juruti,,0.5,0.45,0.05,0.05,,,0.1,LT,
Juruti,,0.5,0.45,0.05,0.05,,,0.1,LT,
Juruti,,0.5,0.45,0.05,0.05,,,0.1,LT,
Juruti,,0.5,0.45,0.05,0.05,,,0.1,LT,
Juruti,,0.5,0.45,0.05,0.05,,,0.1,LT,
Juruti,,0.5,0.45,0.05,0.05,,,0.1,LT,
