HSFO(180 / 380),VLSFO,LNG,MDO/MGO Regular,MDO/MGO Low Sulphur
319.4,520.7,,530.0,522.9
194.4,273.8,,301.2,293.9
194.4,273.8,,301.2,293.9
194.4,273.8,,301.2,293.9
194.4,273.8,,301.2,293.9
194.4,273.8,,301.2,293.9
194.4,273.8,,301.2,293.9
194.4,273.8,,301.2,293.9
194.4,273.8,,301.2,293.9
194.4,273.8,,301.2,293.9
194.4,273.8,,301.2,293.9
194.4,273.8,,301.2,293.9
194.4,273.8,,301.2,293.9
194.4,273.8,,301.2,293.9
