index,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040
ChinaDemand,0.0,0.6237195000000001,2.104876968,6.48075744,7.964958653,7.807919072,26.682643963,28.563148621,25.844971251,41.771480688000004,37.829202104000004,44.20665301500001,44.197914045000005,44.57604697000001,48.749129737000004,48.740010234,50.483190904000004,50.747446454,111.19000000000001,111.11,110.37,88.12,88.12,88.12,88.12,88.12,88.12
