Name,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040
Chalco Boffa,0.0,0.0,0.0,0.3114836949999997,0.0,0.0,2.8576799999999998,3.8102400000000003,3.8102400000000003,3.8102400000000003,3.8102400000000003,4.2336,4.2336,4.2336,4.2336,4.2336,4.2336,4.2336,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5
Alufer (Bel Air),0.13994100000000032,0.05661253000000066,0.0,0.14853824999999965,0.16480799999999984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1499999999999986,3.1499999999999986,3.1499999999999986,3.1499999999999986,10.0,15.0,15.0,17.0,20.0,20.0,20.0,20.0,20.0
Weipa,3.48084,0.0,0.01906403400000034,0.0,0.24844287600000037,0.16975799999999985,0.8730000000000011,0.0,0.7856999999999985,0.8730000000000011,0.8730000000000011,0.8730000000000011,0.8730000000000011,0.8730000000000011,0.8730000000000011,0.8730000000000011,1.0743749999999999,1.0743749999999999,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
Gove,0.0,0.0,0.0,4.284,0.23798861100000002,0.0,3.0600000000000005,3.0600000000000005,3.0600000000000005,3.0600000000000005,3.0600000000000005,3.0600000000000005,3.0600000000000005,3.0600000000000005,3.0600000000000005,3.0600000000000005,3.0600000000000005,3.0600000000000005,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5
AMR,0.0,0.0,0.0434913899999998,0.0,0.27797787099999915,0.09182142000000049,0.0,1.3478400000000015,3.3695999999999984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gujarat & Maharashtra,0.0,0.0,0.0,0.0,0.5716929549999996,0.7296655449999996,0.568388726000002,1.2347025770000002,1.9955455059999991,1.9872899929999974,1.9788432690000022,1.9702413700000037,1.9615024000000005,1.9526353250000028,1.943643092000002,1.9345235890000012,1.9252692589999967,1.9161030490000002,3.069999999999993,2.990000000000009,2.25,0.0,0.0,0.0,0.0,0.0,0.0
West Kalimantan,0.0,0.0,0.0,1.64025,0.018992555999999716,0.13364999999999938,0.0,0.0,0.0,0.7560000000000002,0.7560000000000002,0.7560000000000002,0.7560000000000002,0.7560000000000002,0.7560000000000002,0.7560000000000002,0.7560000000000002,0.7560000000000002,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Henan-Chine,0.08720727799999928,0.15737822500000043,0.48366772199999986,0.3519450000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5238000000000014,0.7605900000000005,0.7605900000000005,0.7605900000000005,0.7605900000000005,0.7605900000000005,0.7605900000000005,2.799999999999997,2.799999999999997,2.799999999999997,2.799999999999997,2.799999999999997,2.799999999999997,2.799999999999997,2.799999999999997,2.799999999999997
Kuantan & Johor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aurum Xinfa-Fiji,0.0,0.0,0.0,0.0,0.0,0.3560692579999998,0.0,0.0,0.0,3.3695999999999984,3.3695999999999984,3.3695999999999984,3.7439999999999998,3.7439999999999998,3.7439999999999998,3.7439999999999998,3.7439999999999998,3.7439999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dom. Rep.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Discovery Bay,0.0,0.0,0.0,1.3793103450000004,0.20671320800000004,0.22641509400000004,0.188679245000003,0.188679245000003,0.188679245000003,0.8207999999999984,1.2312000000000012,1.2312000000000012,1.2312000000000012,1.2312000000000012,1.2312000000000012,1.2312000000000012,1.2312000000000012,1.2312000000000012,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
Awaso,0.0,0.0130718949999995,0.0,0.0,0.0,0.5345999999999993,0.4591070999999971,0.45910710000000066,0.45910710000000066,0.4591070999999971,0.4591070999999971,0.4591070999999971,0.4591070999999971,0.4591070999999971,0.4591070999999971,0.4591070999999971,0.4591070999999971,0.4591070999999971,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
CBG,0.0,0.12254198599999988,0.0,0.0,0.4377779999999998,0.0,2.6367119999999993,0.7556814000000003,0.7556814000000003,0.7605900000000005,0.7605900000000005,0.7605900000000005,1.245114000000001,1.245114000000001,1.245114000000001,1.245114000000001,1.245114000000001,1.245114000000001,11.700000000000003,11.700000000000003,11.700000000000003,11.700000000000003,11.700000000000003,11.700000000000003,11.700000000000003,11.700000000000003,11.700000000000003
AMC,0.0,0.0,0.0,1.0600000000000005,0.6753470090000002,0.0,0.0,0.0,0.0,1.1812499999999986,2.3625000000000007,2.7562500000000014,2.7562500000000014,2.953125,0.5238000000000014,0.5238000000000014,0.5264999999999986,0.5264999999999986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GAC,0.5810399999999998,0.41641920200000015,2.586504142,0.03941999999999979,0.4055620470000001,0.0,1.29204,1.29204,0.41903999999999897,2.8634400000000007,2.8634400000000007,2.8634400000000007,2.8634400000000007,2.8634400000000007,3.666599999999999,3.666599999999999,4.1202000000000005,4.1202000000000005,8.550000000000004,8.550000000000004,8.550000000000004,8.550000000000004,8.550000000000004,8.550000000000004,8.550000000000004,8.550000000000004,8.550000000000004
Solomon Islands,0.3741290779999993,0.3307273940000002,0.10326822499999988,0.78003,0.18721496299999973,0.3924000000000003,2.095200000000002,0.7262999999999984,0.7262999999999984,3.8249999999999993,3.8249999999999993,3.825000000000001,3.825000000000001,3.8249999999999993,3.8249999999999993,3.8249999999999993,3.8249999999999993,3.8249999999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Metallica,0.0,0.0,0.0,2.187000000000001,0.07469999999999999,0.0,0.0,0.0,0.8590500000000034,1.6807500000000033,1.6807500000000033,1.6807500000000033,1.6807500000000033,1.8674999999999997,1.8674999999999997,1.8674999999999997,1.8674999999999997,1.8674999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aurukun,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Metro LT,0.0,0.0,0.011879999999999669,0.16527855600000052,0.47879999999999967,1.2393,0.0,0.0,1.9124999999999996,2.095200000000002,2.095200000000002,1.396799999999999,0.6983999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MRN,0.0,0.0,1.961453724,0.0,0.0,0.0,0.5940000000000012,0.5940000000000012,0.5940000000000012,1.336500000000001,2.0790000000000006,2.0790000000000006,2.0790000000000006,2.0790000000000006,2.0790000000000006,2.0790000000000006,2.0790000000000006,2.0790000000000006,20.0,20.0,20.0,19.999999999999986,19.999999999999986,19.999999999999986,19.999999999999986,19.999999999999986,19.999999999999986
Juruti,0.0,0.0,0.09993185399999938,0.0,0.0,0.3149999999999995,0.38700000000000045,1.25685,1.25685,0.38700000000000045,0.38700000000000045,0.38700000000000045,0.38700000000000045,0.7740000000000009,0.7740000000000009,0.7740000000000009,0.7695000000000007,0.7695000000000007,0.8199999999999932,0.8199999999999932,0.8199999999999932,0.8199999999999932,0.8199999999999932,0.8199999999999932,0.8199999999999932,0.8199999999999932,0.8199999999999932
Mirai,0.0,0.0,0.0,3.0588235290000014,2.374067499999999,3.594034542000001,4.588188737000003,3.594550298999998,4.960013566999997,4.960013566999997,6.670349999999999,6.670349999999999,6.670349999999999,6.670349999999999,6.670349999999999,6.670349999999999,6.670349999999999,3.4832298359999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Metro BH1,0.0,0.0,2.7983660130000008,0.0,0.20686018199999978,0.0,0.41903999999999897,2.0951999999999984,2.095200000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000014,0.6000000000000014,0.6000000000000014,0.6000000000000014,0.6000000000000014,0.6000000000000014,0.6000000000000014,0.6000000000000014,0.6000000000000014
