Region,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040
Africa,6.92400950656875,11.029963930658349,0.0,15.547951046598085,21.78835787953329,19.772286705450494,59.76933494999804,58.839274532785566,51.836339619170474,54.48993158393324,58.693495591769334,0.0,62.537731774340294,63.03123602890167,67.80244456855455,67.52962187485454,68.72232240962805,69.81142935860015,221.07364012324996,228.8399517618743,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Americas,0.0,0.0,0.0,10.39431570265836,32.603905421345715,38.796124953261696,23.8429114341605,42.74585355174831,46.480786998674105,46.230187422218364,59.18703272679181,0.0,55.05861212093873,57.64935672102962,58.79125173801381,58.79125173801381,58.7797043939033,50.77893679902671,64.00436364457998,64.00436364457998,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Asia ex-China,5.3181530268854615,7.002692307685306,0.0,3.919354837965,1.7947628939042786,3.1762605582137775,1.587407245440426,3.4735499877437777,4.7683285677917455,6.822676207008991,6.802492876068991,0.0,6.989222262895909,6.536619333074142,6.515132515873921,6.49334158875739,6.471228494376874,6.4493259615256076,12.284992800199984,12.093833899400021,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Australasia,13.568237350618517,24.203474929938043,0.0,23.87625739954283,4.571064188646486,12.850981827634694,27.655515710323932,23.206527080267932,33.768501603780884,52.86676286239598,49.02988492712592,0.0,42.96345959096858,41.90682185159347,42.48730621805796,42.48730621805796,43.40855180544164,42.72719733735164,69.43815399875001,72.0404172245,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other,0.0,0.0,0.0,0.0,0.0,1.554899999998445,0.0,9.103637949314686,8.877818181809301,4.356342598106711,3.776359900948201,0.0,10.581818181807604,10.581818181807604,10.581818181807604,10.581818181807604,13.878787878774,13.878787878774,30.303030303,30.303030303,0.0,0.0,0.0,0.0,0.0,0.0,0.0
