Years,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040
Pure Demand,14.85,17.625,20.305,24.41,24.96,33.35,38.735,44.44,51.315,58.129999999999995,64.19,66.125,66.53,67.7,70.2,72.0,73.095,73.98,,153.73470376,157.74416336000002,160.28222122,162.82027907999998,165.10419266999997,167.3881062,167.58605581,167.78400531
