index,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040
Africa,0.0,0.48810561900000005,0.0,0.72675,0.28436399999999995,0.17415,11.793660737,12.999172299,9.820152,24.879364350000003,24.816589590000003,30.6788424,30.6788424,30.6788424,34.8609174,34.8609174,36.4092774,36.29569916,49.95,49.95,49.95,49.95,49.95,49.95,49.95,49.95,49.95
Asia ex-China,0.0,0.013071895,0.04349139,0.53064,3.2253429149999997,5.82122142,2.9160000000000004,2.9160000000000004,2.9160000000000004,2.9160000000000004,2.9160000000000004,2.9160000000000004,2.9160000000000004,2.9160000000000004,2.9160000000000004,2.9160000000000004,2.9160000000000004,2.9160000000000004,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
Australasia,0.0,0.12254198599999999,0.099931854,5.07482919,4.049689691,0.817874558,8.686633226000001,9.172947077,9.633790006,10.501087093,7.878433269,8.39363137,8.3848924,8.376025325,8.367033092,8.357913589,8.351359259,8.342193049,46.57,46.49,45.75,31.5,31.5,31.5,31.5,31.5,31.5
Americas,,,1.961453724,0.14853825,0.40556204700000004,0.768258,3.28635,3.28635,3.28635,3.28635,2.0295,2.0295,2.0295,2.4165,2.4165,2.4165,2.617875,3.004875,6.17,6.17,6.17,6.17,6.17,6.17,6.17,6.17,6.17
Other,,,,,,0.22641509399999998,,0.188679245,0.188679245,0.188679245,0.188679245,0.188679245,0.188679245,0.188679245,0.188679245,0.188679245,0.188679245,0.188679245,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
