Name,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040
Chalco Boffa,44.34188964,44.34188964,35.74397354,39.99404996,45.0771757,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Alufer (Bel Air),33.97448041,33.97448041,27.74031973,32.86815723,36.98630481,38.0127955,41.61206247,40.86668586,40.58733988,41.24894318,41.24894318,41.24894318,41.24894318,41.24894318,41.24894318,41.24894318,41.24894318,41.24894318,41.24894318,41.24894318,41.24894318,41.24894318,41.24894318,41.24894318,41.24894318,41.24894318,41.24894318
Weipa_Amrun Generic,31.89260607,31.89260607,29.3767931,35.5057069,36.77779618,34.84476242,38.63697702,38.30609939,38.15568196,37.75837938,37.75837938,37.75837938,37.75837938,37.75837938,37.75837938,37.75837938,37.75837938,37.75837938,37.75837938,37.75837938,37.75837938,37.75837938,37.75837938,37.75837938,37.75837938,37.75837938,37.75837938
Gove,20.14216978,20.14216978,17.68400134,19.94800457,21.83604328,21.13839208,22.5080396,22.26715391,22.16793957,23.5983444,23.5983444,23.5983444,23.5983444,23.5983444,23.5983444,23.5983444,23.5983444,23.5983444,23.5983444,23.5983444,23.5983444,23.5983444,23.5983444,23.5983444,23.5983444,23.5983444,23.5983444
AMR,45.71312645,45.71312645,37.04018804,42.05010278,47.47692816,45.25808128,48.89729493,48.16394113,47.88334497,48.54742944,48.54742944,48.54742944,48.54742944,48.54742944,48.54742944,48.54742944,48.54742944,48.54742944,48.54742944,48.54742944,48.54742944,48.54742944,48.54742944,48.54742944,48.54742944,48.54742944,48.54742944
Gujarat & Maharashtra,44.49053078,44.49053078,39.25660888,45.81952921,49.62562999,47.04277402,49.19607309,48.6277672,48.34652977,49.11343465,49.11343465,49.11343465,49.11343465,49.11343465,49.11343465,49.11343465,49.11343465,49.11343465,49.11343465,49.11343465,49.11343465,49.11343465,49.11343465,49.11343465,49.11343465,49.11343465,49.11343465
West Kalimantan,35.8549868,35.8549868,29.52626169,31.3141252,34.45736719,34.89339318,36.05504323,35.81598909,35.68686202,36.13997459,36.13997459,36.13997459,36.13997459,36.13997459,36.13997459,36.13997459,36.13997459,36.13997459,36.13997459,36.13997459,36.13997459,36.13997459,36.13997459,36.13997459,36.13997459,36.13997459,36.13997459
Henan-Chine,37.04358603,37.04358603,29.71731668,33.87609956,39.19176322,37.23318804,40.70724826,40.00115121,39.73375958,40.36659302,40.36659302,40.36659302,40.36659302,40.36659302,40.36659302,40.36659302,40.36659302,40.36659302,40.36659302,40.36659302,40.36659302,40.36659302,40.36659302,40.36659302,40.36659302,40.36659302,40.36659302
Kuantan,40.76923373,40.76923373,37.31830448,42.36446443,46.88725774,50.90736256,52.44363476,52.08126581,51.91004423,52.58021868,52.58021868,52.58021868,52.58021868,52.58021868,52.58021868,52.58021868,52.58021868,52.58021868,52.58021868,52.58021868,52.58021868,52.58021868,52.58021868,52.58021868,52.58021868,52.58021868,52.58021868
Aurum Xinfa-Fiji,43.11042919,43.11042919,37.64001984,43.41146224,47.65520766,45.95178535,48.73913938,48.16009686,47.88047791,48.69158436,48.69158436,48.69158436,48.69158436,48.69158436,48.69158436,48.69158436,48.69158436,48.69158436,48.69158436,48.69158436,48.69158436,48.69158436,48.69158436,48.69158436,48.69158436,48.69158436,48.69158436
