Name,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040
Chalco Boffa,0.0,0.0,0.0,0.0,0.0,0.0,2.8576799999999998,3.8102400000000003,3.8102400000000003,3.8102400000000003,3.8102400000000003,4.2336,4.2336,4.2336,4.2336,4.2336,4.2336,4.2336,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5
Dian Dian,0.0,0.0,0.0,0.0,0.119556,1.2393,4.7767725,5.7293325,6.8512635,6.8512635,6.8512635,7.274623500000001,7.274623500000001,7.612515,7.612515,7.612515,7.612515,7.612515,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5
AGB2A,0.0,0.0,0.0,0.0,0.119556,1.2393,4.7767725,5.7293325,6.8512635,6.8512635,6.8512635,7.274623500000001,7.274623500000001,7.612515,7.612515,7.612515,7.612515,7.612515,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5
Gove,1.8891674999999999,2.8676025000000003,3.4773074999999998,4.284,3.2870385000000004,4.0698,7.8367725,8.7893325,9.9112635,9.9112635,9.9112635,10.334623500000001,10.334623500000001,10.672515,10.672515,10.672515,10.672515,10.672515,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0
Vietnam Others,1.8891674999999999,2.8676025000000003,3.4773074999999998,5.742,3.2870385000000004,4.0698,7.8367725,8.7893325,9.9112635,9.9112635,9.9112635,10.334623500000001,10.334623500000001,10.672515,10.672515,10.672515,10.672515,10.672515,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0
GDM,3.764686677,5.727231434,5.132804713,6.52203,3.5250271110000004,4.2156,10.7527725,11.7053325,12.8272635,12.8272635,12.8272635,13.250623500000001,13.250623500000001,13.588515000000001,13.588515000000001,13.588515000000001,13.588515000000001,13.588515000000001,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0
Dynamic,7.245526677,5.727231434,5.132804713,7.05267,6.512381415,9.799199999999999,16.6927725,16.1009325,13.3024635,12.8272635,12.8272635,13.250623500000001,13.250623500000001,13.588515000000001,13.588515000000001,13.588515000000001,13.588515000000001,13.588515000000001,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0
Solomon Islands,7.245526677,5.727231434,5.132804713,7.77942,6.512381415,9.799199999999999,16.6927725,16.1009325,15.2149635,16.6522635,16.6522635,17.075623500000003,17.075623500000003,17.413515,17.413515,17.413515,17.413515,17.413515,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0
Metro LT,8.347732903,13.89021896,7.7193088549999995,9.41967,6.699596378,10.10295,18.787972500000002,18.196132499999997,17.3101635,18.747463500000002,18.747463500000002,18.4724235,17.774023500000002,17.413515,17.413515,17.413515,17.413515,17.413515,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0
Metro BH1,8.487673903000001,13.946831490000001,7.738372889,9.45909,6.718588934,10.10295,18.787972500000002,18.196132499999997,17.3101635,18.747463500000002,18.747463500000002,18.4724235,17.774023500000002,17.413515,17.413515,17.413515,17.413515,17.413515,42.6,42.6,42.6,42.6,42.6,42.6,42.6,42.6,42.6
West Kalimantan,9.068713903,14.363250692000001,7.841641114,9.45909,6.718588934,10.10295,19.5142725,18.922432499999996,18.0364635,19.503463500000002,19.503463500000002,19.2284235,18.530023500000002,18.169515,18.169515,18.169515,18.169515,18.169515,44.6,44.6,44.6,44.6,44.6,44.6,44.6,44.6,44.6
Weipa_Amrun Generic,9.068713903,14.363250692000001,7.841641114,9.60762825,7.124150981,10.272708,20.3872725,19.795432499999997,18.9094635,20.376463500000003,20.376463500000003,20.101423500000003,19.403023500000003,19.042515,19.042515,19.042515,19.24389,19.24389,47.1,47.1,47.1,47.1,47.1,47.1,47.1,47.1,47.1
Huntly,9.442842981,14.693978086000001,8.325308836,9.95957325,7.372593857,10.406357999999999,20.8063125,20.214472499999996,19.3285035,20.795503500000002,20.795503500000002,20.5204635,19.822063500000002,19.461555,19.461555,19.461555,19.77849,19.77849,48.300000000000004,48.300000000000004,48.300000000000004,48.300000000000004,48.300000000000004,48.300000000000004,48.300000000000004,48.300000000000004,48.300000000000004
GAC,9.530050259,14.851356311000002,9.704084346,11.01957325,7.537401857,10.798758,22.0983525,21.506512499999996,20.6205435,23.658943500000003,23.658943500000003,23.383903500000002,22.685503500000003,22.324995,23.128155,23.128155,23.898690000000002,23.898690000000002,56.85000000000001,56.85000000000001,56.85000000000001,56.85000000000001,56.85000000000001,56.85000000000001,56.85000000000001,56.85000000000001,56.85000000000001
Other,9.530050259,14.851356311000002,9.704084346,11.01957325,7.537401857,10.798758,22.0983525,21.506512499999996,21.4062435,25.230343500000004,25.230343500000004,26.526703500000004,25.828303500000004,25.467795000000002,26.270955,26.270955,28.020690000000002,28.020690000000002,65.85000000000001,65.85000000000001,65.85000000000001,65.85000000000001,65.85000000000001,65.85000000000001,65.85000000000001,65.85000000000001,65.85000000000001
