Name,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040
Chalco Boffa,0.0,0.0,0.0,0.0,0.0,0.0,2.8576799999999998,3.8102400000000003,3.8102400000000003,3.8102400000000003,3.8102400000000003,4.2336,4.2336,4.2336,4.2336,4.2336,4.2336,4.2336,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5
Alufer (Bel Air),0.0,0.0,0.0,0.0,0.119556,1.2393,1.9190924999999999,1.9190924999999999,3.0410235,3.0410235,3.0410235,3.0410235,3.0410235,3.378915,3.378915,3.378915,3.378915,3.378915,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
Weipa_Amrun Generic,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gove,1.8891674999999999,2.8676025000000003,3.4773074999999998,4.284,3.1674825,2.8305,3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5
AMR,0.0,0.0,0.0,1.4580000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
Gujarat & Maharashtra,1.875519177,2.859628934,1.655497213,0.78003,0.23798861100000002,0.1458,2.9160000000000004,2.9160000000000004,2.9160000000000004,2.9160000000000004,2.9160000000000004,2.9160000000000004,2.9160000000000004,2.9160000000000004,2.9160000000000004,2.9160000000000004,2.9160000000000004,2.9160000000000004,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
West Kalimantan,3.48084,0.0,0.0,0.53064,2.9873543039999997,5.5836,5.94,4.3956,0.4752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Henan-Chine,0.0,0.0,0.0,0.72675,0.0,0.0,0.0,0.0,1.9125,3.825,3.825,3.825,3.825,3.825,3.825,3.825,3.825,3.825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kuantan & Johor,1.1022062259999998,8.162987526,2.586504142,1.64025,0.187214963,0.30375,2.0952,2.0952,2.0952,2.0952,2.0952,1.3968,0.6984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aurum Xinfa-Fiji,0.139941,0.05661253,0.019064034,0.03942,0.018992556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
Dom. Rep.,0.58104,0.41641920200000004,0.103268225,0.0,0.0,0.0,0.7263,0.7263,0.7263,0.7559999999999999,0.7559999999999999,0.7559999999999999,0.7559999999999999,0.7559999999999999,0.7559999999999999,0.7559999999999999,0.7559999999999999,0.7559999999999999,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Discovery Bay,0.0,0.0,0.0,0.14853825,0.40556204700000004,0.169758,0.873,0.873,0.873,0.873,0.873,0.873,0.873,0.873,0.873,0.873,1.074375,1.074375,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
Awaso,0.37412907799999995,0.330727394,0.483667722,0.351945,0.248442876,0.13365,0.41903999999999997,0.41903999999999997,0.41903999999999997,0.41903999999999997,0.41903999999999997,0.41903999999999997,0.41903999999999997,0.41903999999999997,0.41903999999999997,0.41903999999999997,0.5346,0.5346,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
