Name,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040
Chalco Boffa,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Dian Dian,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
AGB2A,20.14216978,20.14216978,17.68400134,18.2631341,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Gove,23.62306187,23.62306187,19.64177263,19.94800457,10.0,10.0,22.5080396,22.26715391,22.16793957,23.5983444,23.5983444,23.5983444,23.5983444,23.5983444,23.5983444,23.5983444,23.5983444,23.5983444,23.5983444,23.5983444,23.5983444,23.5983444,23.5983444,23.5983444,23.5983444,23.5983444,23.5983444
Vietnam Others,29.22040831,29.22040831,23.32841065,26.55587967,21.45150987,10.0,23.67490696,23.52644951,23.44806393,23.80658383,23.80658383,23.80658383,23.80658383,23.80658383,23.80658383,23.80658383,23.80658383,23.80658383,23.80658383,23.80658383,23.80658383,23.80658383,23.80658383,23.80658383,23.80658383,23.80658383,23.80658383
GDM,30.0,30.0,26.6662338,27.30872183,21.83604328,10.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0
Dynamic,31.89260607,31.89260607,27.66248129,28.34400443,30.0,10.0,32.48732578,31.82685594,31.58008504,32.16504883,32.16504883,32.16504883,32.16504883,32.16504883,32.16504883,32.16504883,32.16504883,32.16504883,32.16504883,32.16504883,32.16504883,32.16504883,32.16504883,32.16504883,32.16504883,32.16504883,32.16504883
Solomon Islands,32.18562778,32.18562778,27.74031973,30.0,30.76167924,21.13839208,36.05504323,34.66499343,34.59421756,34.41847696,34.41847696,34.41847696,34.41847696,34.41847696,34.41847696,34.41847696,34.41847696,34.41847696,34.41847696,34.41847696,34.41847696,34.41847696,34.41847696,34.41847696,34.41847696,34.41847696,34.41847696
Metro LT,33.67632417,33.67632417,27.84349979,31.3141252,33.52302311,23.08558885,36.6393613,35.39864863,35.32754187,34.86614515,34.86614515,34.86614515,34.86614515,34.86614515,34.86614515,34.86614515,34.86614515,34.86614515,34.86614515,34.86614515,34.86614515,34.86614515,34.86614515,34.86614515,34.86614515,34.86614515,34.86614515
Metro BH1,33.97448041,33.97448041,29.3767931,31.64071251,34.45736719,29.26344786,37.98723805,35.81598909,35.68686202,35.60074076,35.60074076,35.60074076,35.60074076,35.60074076,35.60074076,35.60074076,35.60074076,35.60074076,35.60074076,35.60074076,35.60074076,35.60074076,35.60074076,35.60074076,35.60074076,35.60074076,35.60074076
West Kalimantan,34.12367888,34.12367888,29.40952688,32.74850116,35.59258063,30.0,38.28516441,36.2838745,36.09648781,36.13997459,36.13997459,36.13997459,36.13997459,36.13997459,36.13997459,36.13997459,36.13997459,36.13997459,36.13997459,36.13997459,36.13997459,36.13997459,36.13997459,36.13997459,36.13997459,36.13997459,36.13997459
Weipa_Amrun Generic,35.8549868,35.8549868,29.52626169,32.86815723,36.22208882,34.84476242,38.63697702,37.61582645,37.299928,37.75837938,37.75837938,37.75837938,37.75837938,37.75837938,37.75837938,37.75837938,37.75837938,37.75837938,37.75837938,37.75837938,37.75837938,37.75837938,37.75837938,37.75837938,37.75837938,37.75837938,37.75837938
Huntly,36.29363533,36.29363533,29.71731668,33.87609956,36.77779618,34.89339318,38.73642526,37.67561257,38.00012859,38.29146584,38.29146584,38.29146584,38.29146584,38.29146584,38.29146584,38.29146584,38.29146584,38.29146584,38.29146584,38.29146584,38.29146584,38.29146584,38.29146584,38.29146584,38.29146584,38.29146584,38.29146584
GAC,37.04358603,37.04358603,30.0,35.17044861,36.98630481,35.1660266,39.01655687,38.27607254,38.14652237,38.6532027,38.6532027,38.6532027,38.6532027,38.6532027,38.6532027,38.6532027,38.6532027,38.6532027,38.6532027,38.6532027,38.6532027,38.6532027,38.6532027,38.6532027,38.6532027,38.6532027,38.6532027
Other,37.67446598,37.67446598,30.73739109,35.5057069,38.277424,35.37396855,39.91963647,38.30609939,38.15568196,39.00633784,39.5269668,39.5269668,39.5269668,39.5269668,39.5269668,39.5269668,39.5269668,39.5269668,39.5269668,39.5269668,39.5269668,39.5269668,39.5269668,39.5269668,39.5269668,39.5269668,39.5269668
CBG,37.93472451,37.93472451,31.81898988,36.12362629,39.19176322,35.43827152,40.45092835,39.11824899,38.81919255,39.5269668,39.5595596,40.08820772,40.12509923,40.12509923,40.12509923,40.12509923,40.12509923,40.12509923,40.12509923,40.12509923,40.12509923,40.12509923,40.12509923,40.12509923,40.12509923,40.12509923,40.12509923
Henan-Chine,38.65453558,38.65453558,31.98971179,37.80085625,39.53497219,36.05320342,40.58133644,39.78355583,39.53399366,40.12509923,40.12509923,40.12509923,40.36659302,40.36659302,40.36659302,40.36659302,40.36659302,40.36659302,40.36659302,40.36659302,40.36659302,40.36659302,40.36659302,40.36659302,40.36659302,40.36659302,40.36659302
AMC,39.13902274,39.13902274,32.7258423,38.05202727,40.34631823,37.23318804,40.70724826,40.00115121,39.73375958,40.36659302,40.36659302,40.36659302,40.59854029,41.09422062,41.11312995,41.11312995,41.11312995,41.11312995,41.11312995,41.11312995,41.11312995,41.11312995,41.11312995,41.11312995,41.11312995,41.11312995,41.11312995
Alufer (Bel Air),39.13902274,39.13902274,32.91981318,38.26377253,42.06292967,38.0127955,41.42545625,40.77401911,40.52589368,41.11312995,41.11312995,41.11312995,41.11312995,41.11312995,41.24894318,41.24894318,41.24894318,41.24894318,41.24894318,41.24894318,41.24894318,41.24894318,41.24894318,41.24894318,41.24894318,41.24894318,41.24894318
Amrun,39.3854715,39.3854715,33.46269172,38.7134324,42.49010538,38.1644024,41.61206247,40.86668586,40.58733988,41.24894318,41.24894318,41.24894318,41.24894318,41.24894318,41.41711768,41.41711768,41.41711768,41.41711768,41.41711768,41.41711768,41.41711768,41.41711768,41.41711768,41.41711768,41.41711768,41.41711768,41.41711768
Amrun HT,40.46439485,40.46439485,33.66560224,38.75443121,43.36076609,38.76788525,42.65601815,41.9916454,41.64662191,41.41711768,41.41711768,41.41711768,41.41711768,41.41711768,41.41711768,41.41711768,41.41711768,41.41711768,41.41711768,41.41711768,41.41711768,41.41711768,41.41711768,41.41711768,41.41711768,41.41711768,41.41711768
Juruti,40.46895542,40.46895542,33.72552267,39.99404996,43.51629769,39.97224573,42.65601815,42.3455252,42.20211533,41.41711768,41.41711768,41.41711768,41.41711768,41.41711768,41.57755155,42.050015,42.38301048,42.38301048,42.38301048,42.38301048,42.38301048,42.38301048,42.38301048,42.38301048,42.38301048,42.38301048,42.38301048
Metro Blend,41.32802686,41.32802686,34.40218133,41.90141636,43.68418763,41.2802458,42.93949182,42.3455252,42.20211533,42.38301048,42.38301048,42.38301048,42.38301048,42.38301048,42.38301048,42.38301048,42.51253264,42.51253264,42.51253264,42.51253264,42.51253264,42.51253264,42.51253264,42.51253264,42.51253264,42.51253264,42.51253264
Mokanji,41.37475635,41.37475635,35.74397354,41.91305495,44.13998551,41.45893047,43.52178414,42.7972784,42.5234436,43.17152603,43.17152603,43.17152603,43.17152603,43.17152603,43.17152603,43.17152603,43.17152603,43.17152603,43.17152603,43.17152603,43.17152603,43.17152603,43.17152603,43.17152603,43.17152603,43.17152603,43.17152603
SMB Malapouya,41.53037809,41.53037809,35.78017815,42.05010278,44.19038154,42.18863704,45.09173385,44.35196977,44.07137361,44.73545809,44.73545809,44.73545809,44.73545809,44.73545809,44.73545809,44.73545809,44.73545809,44.73545809,44.73545809,44.73545809,44.73545809,44.73545809,44.73545809,44.73545809,44.73545809,44.73545809,44.73545809
Ashapura Guinea,42.25971999,42.25971999,35.78017815,42.16840491,45.0771757,44.01928717,45.73974281,45.02159899,44.74842244,45.39494699,45.39494699,45.39494699,45.39494699,45.39494699,45.39494699,45.39494699,45.39494699,45.39494699,45.39494699,45.39494699,45.39494699,45.39494699,45.39494699,45.39494699,45.39494699,45.39494699,45.39494699
MRN,42.39033644,42.39033644,36.42122908,42.16840491,47.18024482,44.57227322,47.80256395,46.94875422,46.63586496,47.30401717,47.30401717,47.30401717,47.30401717,47.30401717,47.30401717,47.30401717,47.30401717,47.30401717,47.30401717,47.30401717,47.30401717,47.30401717,47.30401717,47.30401717,47.30401717,47.30401717,47.30401717
