Years,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040
BAR for Actual Supply ,2.618228502,2.744348302,2.668692304,2.674424907,,,,,,,,,,,,,,,,,,,,,,,
