,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031
Continuing domestic demand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.71600000000002,33.190000000000005,30.950000000000003,28.529999999999994,25.22,23.515,19.975,18.160000000000004,17.099999999999994,15.150000000000006,12.700000000000003,11.870000000000005,11.5
Import demand - economic depletion of resources,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,3.549999999999997,7.200000000000003,10.449999999999996,11.184999999999995,10.240000000000002,7.039999999999999,4.810000000000002,4.824999999999996,6.100000000000001,5.829999999999998,6.200000000000003
Import demand - outright depletion of resources,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.4100000000000037,1.3999999999999986,5.684999999999995,8.980000000000004,11.090000000000003,11.725000000000001,12.300000000000004,13.100000000000001,13.100000000000001
Import demand - exsiting inland converted & blending consumption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7940000000000005,8.43,8.0,7.9,7.6,7.5,7.4,6.7,6.7,6.6,6.6,6.6,6.6
Demand already curtailed due to import competition / inland bauxite scarcity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.799999999999983,9.989999999999995,10.009999999999998,9.680000000000007,10.450000000000003,11.550000000000004,11.93,14.349999999999987,15.529999999999994,16.929999999999993,17.529999999999987,17.82999999999999,17.82999999999999
Forecast domestic actual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.71600000000002,33.190000000000005,30.950000000000003,28.529999999999994,25.22,23.515,19.975,18.160000000000004,17.099999999999994,15.150000000000006,12.700000000000003,11.870000000000005,11.5
Forecast domestic demand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.71600000000002,33.190000000000005,34.5,35.73,36.08,36.099999999999994,35.9,34.18000000000001,33.0,31.700000000000003,31.10000000000001,30.800000000000004,30.800000000000004
Nominal domestic demand - no Bx shortage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.31,51.61,52.51,53.31,54.13,55.15,55.23,55.23,55.23,55.23,55.23,55.23,55.23
