Project,Country,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0,2024.0,2025.0,2026.0,2027.0,2028.0,2029.0,2030.0
Chalco Boffa,Guinea,37.02389675706389,45.86983605758718,49.35081434461725,39.040201823507104,34.14694985728774,35.978664263905316,36.57213135814912,37.018543795937184,37.018543795937184,37.07406403164435,37.07406403164435,37.07406403164435,37.07406403164435,37.07406403164435,37.07406403164435
Alufer (Bel Air),Guinea,31.839535190284725,41.18543889232992,44.97247389710249,42.258350688663974,36.77909257478879,38.81783186251776,39.416445416516524,39.88920307251429,39.88920307251429,39.952531686400214,39.952531686400214,39.952531686400214,39.952531686400214,39.952531686400214,39.952531686400214
Weipa,Australia,19.4247789760295,23.00520932811911,24.78707153028791,24.038910884827615,21.91165638865949,23.393958238775713,23.218933520468394,23.41980543800381,23.41980543800381,23.41980543800381,23.41980543800381,23.41980543800381,23.41980543800381,23.41980543800381,23.41980543800381
Gove,Australia,17.510845026484468,20.50301785159148,21.934783533628654,21.12503263659182,19.46365137472569,20.626830786139873,20.530709832957108,20.696729077110014,20.696729077110014,20.696729077110014,20.696729077110014,20.696729077110014,20.696729077110014,20.696729077110014,20.696729077110014
AMR,Guinea,39.941958345261945,49.33918776181578,53.005882810743216,51.46195874601601,45.9747209166253,48.0353400736046,48.636369540593634,49.1112567355824,49.1112567355824,49.17483155959108,49.17483155959108,49.17483155959108,49.17483155959108,49.17483155959108,49.17483155959108
Gujarat & Maharashtra,India,31.477511595881023,36.17195960412251,40.08501755854312,39.75290791176235,36.5643273734651,40.186955328243386,39.766312535630284,39.89467562441797,39.799152564743345,39.70362950506871,39.70362950506871,39.70362950506871,39.70362950506871,39.70362950506871,39.70362950506871
West Kalimantan,Indonesia,29.255325701419444,32.45125947422938,34.933425901048416,35.11695374929646,33.19023765519099,35.45655955268827,35.201669577482,35.23918020870968,35.17916260983948,35.11914501096928,35.11914501096928,35.11914501096928,35.11914501096928,35.11914501096928,35.11914501096928
Henan-Chine,Guinea,35.1172423732504,44.291279552804454,47.95112358870266,46.400348510946216,40.90625966852628,42.960027812476355,43.56105727946539,44.03594447445415,44.03594447445415,44.09951929846281,44.09951929846281,44.09951929846281,44.09951929846281,44.09951929846281,44.09951929846281
Kuantan & Johor,Malaysia,31.9088529634383,37.61841126963913,40.76405005715508,43.926540652031726,41.42596897800917,44.302400632639866,43.975675304016676,44.003509213167995,43.92584110850228,43.84817300383657,43.84817300383657,43.84817300383657,43.84817300383657,43.84817300383657,43.84817300383657
Aurum Xinfa-Fiji,Fiji,28.276674799274435,33.876685956911054,36.932696558155754,35.58040921509615,32.2313622555684,34.4593151681358,34.16234442084034,34.469430270689784,34.469430270689784,34.469430270689784,34.469430270689784,34.469430270689784,34.469430270689784,34.469430270689784,34.469430270689784
Dom. Rep.,Dominican Republic,40.06161007028793,52.307662386043816,57.21906573542699,54.614449889376274,47.142198593904226,49.93144935954059,50.747982044454076,51.375618029067354,51.375618029067354,51.46246626038899,51.46246626038899,51.46246626038899,51.46246626038899,51.46246626038899,51.46246626038899
Discovery Bay,Jamaica,47.57452898466551,57.676280572151924,66.06631958155835,59.33510178720959,52.98358450410624,60.21070858355853,59.211655504380516,59.51388750107414,59.32307011009242,59.132252719110696,59.132252719110696,59.132252719110696,59.132252719110696,59.132252719110696,59.132252719110696
Awaso,Ghana,44.8454576125863,55.290483026361514,63.86134783727644,57.23284616787166,50.924112373888825,58.07596496109645,57.11280764333198,57.447962872611285,57.25803065097908,57.06809842934686,57.06809842934686,57.06809842934686,57.06809842934686,57.06809842934686,57.06809842934686
CBG,Guinea,32.96324561446394,43.55702978167143,49.80603185804587,45.460916643599056,39.3628952293449,37.968316117543345,38.544080647448865,38.998759876693434,38.998759876693434,39.059670485867734,39.059670485867734,39.059670485867734,39.059670485867734,39.059670485867734,39.059670485867734
AMC,Guinea,38.89032900369997,48.6263921395054,52.44059962419667,49.726207727285974,44.235970071918494,46.293589402921036,46.894618869910076,47.369506064898836,47.369506064898836,47.4330808889075,47.4330808889075,47.4330808889075,47.4330808889075,47.4330808889075,47.4330808889075
GAC,Guinea,28.816001156253105,38.06455979432391,41.86380305037224,38.88416046260003,33.44429597523366,35.46314739768734,36.057072227906204,36.52627683377939,36.52627683377939,36.589102466186546,36.589102466186546,36.589102466186546,36.589102466186546,36.589102466186546,36.589102466186546
Solomon Islands,Solomon Islands,32.934812151394596,37.70037479871897,40.933031697209074,39.464225336712474,36.716349784657666,39.92316362237017,39.5561121803678,39.63025826347866,39.5455622900981,39.46086631671756,39.46086631671756,39.46086631671756,39.46086631671756,39.46086631671756,39.46086631671756
Metallica,Australia,30.38955204221066,34.461564335350324,36.222729137076676,34.52966609414239,31.543925678292826,33.04009671908362,32.8650720007763,33.065943918311724,33.065943918311724,33.065943918311724,33.065943918311724,33.065943918311724,33.065943918311724,33.065943918311724,33.065943918311724
