Project,Country,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0,2024.0,2025.0,2026.0,2027.0,2028.0,2029.0,2030.0
Chalco Boffa,Guinea,35.705861042778174,44.551800343301466,48.032778630331535,37.72216610922139,32.828914143002024,34.6606285496196,35.25409564386341,35.70050808165147,35.70050808165147,35.756028317358634,35.756028317358634,35.756028317358634,35.756028317358634,35.756028317358634,35.756028317358634
Alufer (Bel Air),Guinea,31.514035190284723,40.85993889232992,44.64697389710249,41.932850688663976,36.45359257478879,38.49233186251776,39.090945416516526,39.56370307251429,39.56370307251429,39.627031686400215,39.627031686400215,39.627031686400215,39.627031686400215,39.627031686400215,39.627031686400215
Weipa,Australia,18.3397789760295,21.92020932811911,23.70207153028791,22.953910884827614,20.82665638865949,22.308958238775713,22.133933520468393,22.33480543800381,22.33480543800381,22.33480543800381,22.33480543800381,22.33480543800381,22.33480543800381,22.33480543800381,22.33480543800381
Gove,Australia,16.425845026484467,19.41801785159148,20.849783533628653,20.040032636591818,18.37865137472569,19.541830786139872,19.445709832957107,19.611729077110013,19.611729077110013,19.611729077110013,19.611729077110013,19.611729077110013,19.611729077110013,19.611729077110013,19.611729077110013
AMR,Guinea,38.535708345261945,47.93293776181578,51.599632810743216,50.05570874601601,44.5684709166253,46.6290900736046,47.230119540593634,47.7050067355824,47.7050067355824,47.76858155959108,47.76858155959108,47.76858155959108,47.76858155959108,47.76858155959108,47.76858155959108
Gujarat & Maharashtra,India,30.727511595881023,35.42195960412251,39.33501755854312,39.00290791176235,35.8143273734651,39.436955328243386,39.016312535630284,39.14467562441797,39.049152564743345,38.95362950506871,38.95362950506871,38.95362950506871,38.95362950506871,38.95362950506871,38.95362950506871
West Kalimantan,Indonesia,28.34110158377997,31.537035356589907,34.019201783408946,34.202729631656986,32.27601353755152,34.5423354350488,34.28744545984253,34.32495609107021,34.26493849220001,34.204920893329806,34.204920893329806,34.204920893329806,34.204920893329806,34.204920893329806,34.204920893329806
Henan-Chine,Guinea,33.2422423732504,42.416279552804454,46.07612358870266,44.525348510946216,39.03125966852628,41.085027812476355,41.68605727946539,42.16094447445415,42.16094447445415,42.22451929846281,42.22451929846281,42.22451929846281,42.22451929846281,42.22451929846281,42.22451929846281
Kuantan & Johor,Malaysia,31.9088529634383,37.61841126963913,40.76405005715508,43.926540652031726,41.42596897800917,44.302400632639866,43.975675304016676,44.003509213167995,43.92584110850228,43.84817300383657,43.84817300383657,43.84817300383657,43.84817300383657,43.84817300383657,43.84817300383657
Aurum Xinfa-Fiji,Fiji,27.07846051356015,32.67847167119677,35.73448227244147,34.38219492938186,31.033147969854113,33.261100882421516,32.964130135126055,33.2712159849755,33.2712159849755,33.2712159849755,33.2712159849755,33.2712159849755,33.2712159849755,33.2712159849755,33.2712159849755
Dom. Rep.,Dominican Republic,38.56161007028793,50.807662386043816,55.71906573542699,53.114449889376274,45.642198593904226,48.43144935954059,49.247982044454076,49.875618029067354,49.875618029067354,49.96246626038899,49.96246626038899,49.96246626038899,49.96246626038899,49.96246626038899,49.96246626038899
Discovery Bay,Jamaica,47.21286231799885,57.31461390548526,65.70465291489168,58.97343512054292,52.621917837439575,59.84904191689186,58.84998883771385,59.15222083440747,58.96140344342575,58.77058605244403,58.77058605244403,58.77058605244403,58.77058605244403,58.77058605244403,58.77058605244403
Awaso,Ghana,43.56212427925297,54.00714969302818,62.57801450394311,55.949512834538325,49.64077904055549,56.79263162776312,55.82947430999865,56.16462953927795,55.97469731764575,55.78476509601353,55.78476509601353,55.78476509601353,55.78476509601353,55.78476509601353,55.78476509601353
CBG,Guinea,32.23991228113061,42.833696448338095,49.082698524712534,44.73758331026572,38.639561896011564,37.24498278421001,37.82074731411553,38.2754265433601,38.2754265433601,38.3363371525344,38.3363371525344,38.3363371525344,38.3363371525344,38.3363371525344,38.3363371525344
