,,Day,Date,NAX,SAX,WA CIF VAT incl.,,Date,WA CIF VAT INCL.,USD: RMB,Australia (FOB WA),WA CIF RMB/t
HARD CODE VALUES,," 1,338 ",29-Sep-16,"2,159","2,015"," 2,067 ",,05-Aug-16,304,6.6406,," 2,019.07 "
HARD CODE VALUES,," 1,337 ",30-Sep-16,"2,159","2,015"," 2,092 ",,08-Aug-16,303,6.6615,," 2,021.21 "
HARD CODE VALUES,," 1,327 ",10-Oct-16,"2,514","2,175"," 2,158 ",,09-Aug-16,302,6.6594,," 2,012.81 "
HARD CODE VALUES,," 1,326 ",11-Oct-16,"2,521","2,225"," 2,184 ",,10-Aug-16,302,6.653,," 2,010.97 "
HARD CODE VALUES,," 1,325 ",12-Oct-16,"2,510","2,325"," 2,229 ",,11-Aug-16,302,6.6255,," 1,999.20 "
HARD CODE VALUES,," 1,324 ",13-Oct-16,"2,542","2,325"," 2,305 ",,12-Aug-16,299,6.6543,," 1,991.88 "
HARD CODE VALUES,," 1,323 ",14-Oct-16,"2,533","2,375"," 2,292 ",,15-Aug-16,299,6.643,," 1,988.67 "
HARD CODE VALUES,," 1,320 ",17-Oct-16,"2,533","2,375"," 2,299 ",,16-Aug-16,296,6.6305,," 1,961.84 "
HARD CODE VALUES,," 1,319 ",18-Oct-16,"2,533","2,375"," 2,328 ",,17-Aug-16,297,6.6056,," 1,962.58 "
HARD CODE VALUES,," 1,318 ",19-Oct-16,"2,533","2,425"," 2,329 ",,18-Aug-16,297,6.6273,," 1,968.70 "
HARD CODE VALUES,," 1,317 ",20-Oct-16,"2,530","2,425"," 2,333 ",,19-Aug-16,297,6.6211,," 1,966.95 "
HARD CODE VALUES,," 1,316 ",21-Oct-16,"2,530","2,425"," 2,341 ",,22-Aug-16,298,6.6652,," 1,987.18 "
HARD CODE VALUES,," 1,313 ",24-Oct-16,"2,530","2,425"," 2,476 ",,23-Aug-16,298,6.6586,," 1,985.32 "
HARD CODE VALUES,," 1,312 ",25-Oct-16,"2,548","2,475"," 2,478 ",,24-Aug-16,298,6.642,," 1,980.62 "
HARD CODE VALUES,," 1,311 ",26-Oct-16,"2,575","2,500"," 2,480 ",,25-Aug-16,299,6.6602,," 1,989.67 "
HARD CODE VALUES,," 1,310 ",27-Oct-16,"2,575","2,500"," 2,485 ",,26-Aug-16,299,6.6488,," 1,986.43 "
HARD CODE VALUES,," 1,309 ",28-Oct-16,"2,575","2,500"," 2,506 ",,29-Aug-16,299,6.6856,," 1,996.87 "
HARD CODE VALUES,," 1,306 ",31-Oct-16,"2,603","2,500"," 2,498 ",,30-Aug-16,299,6.68912,," 1,997.87 "
HARD CODE VALUES,," 1,305 ",01-Nov-16,"2,603","2,500"," 2,501 ",,31-Aug-16,299,6.6908,," 1,998.35 "
HARD CODE VALUES,," 1,304 ",02-Nov-16,"2,603","2,500"," 2,547 ",,01-Sep-16,298,6.6784,," 1,987.02 "
HARD CODE VALUES,," 1,303 ",03-Nov-16,"2,603","2,500"," 2,552 ",,02-Sep-16,299,6.6727,," 1,993.21 "
HARD CODE VALUES,," 1,302 ",04-Nov-16,"2,673","2,600"," 2,553 ",,05-Sep-16,299,6.6873,," 1,997.35 "
HARD CODE VALUES,," 1,299 ",07-Nov-16,"2,673","2,600"," 2,576 ",,06-Sep-16,299,6.6676,," 1,991.76 "
HARD CODE VALUES,," 1,298 ",08-Nov-16,"2,673","2,600"," 2,603 ",,07-Sep-16,299,6.6555,," 1,992.23 "
HARD CODE VALUES,," 1,297 ",09-Nov-16,"2,673","2,600"," 2,604 ",,08-Sep-16,298,6.662,," 1,986.28 "
HARD CODE VALUES,," 1,296 ",10-Nov-16,"2,736","2,665"," 2,606 ",,09-Sep-16,299,6.6684,," 1,995.89 "
HARD CODE VALUES,," 1,295 ",11-Nov-16,"2,736","2,665"," 2,638 ",,12-Sep-16,300,6.6908,," 2,010.09 "
HARD CODE VALUES,," 1,292 ",14-Nov-16,"2,736","2,665"," 2,677 ",,13-Sep-16,300,6.6726,," 2,004.89 "
HARD CODE VALUES,," 1,291 ",15-Nov-16,"2,736","2,725"," 2,709 ",,14-Sep-16,300,6.6895,," 2,009.72 "
HARD CODE VALUES,," 1,290 ",16-Nov-16,"2,736","2,725"," 2,712 ",,19-Sep-16,300,6.6786,," 2,006.61 "
HARD CODE VALUES,," 1,289 ",17-Nov-16,"2,731","2,725"," 2,716 ",,20-Sep-16,301,6.6595,," 2,005.05 "
HARD CODE VALUES,," 1,288 ",18-Nov-16,"2,731","2,725"," 2,720 ",,21-Sep-16,301,6.6738,," 2,009.14 "
HARD CODE VALUES,," 1,285 ",21-Nov-16,"2,759","2,775"," 2,719 ",,22-Sep-16,301,6.6513,," 2,002.70 "
HARD CODE VALUES,," 1,284 ",22-Nov-16,"2,759","2,760"," 2,723 ",,23-Sep-16,301,6.667,," 2,007.20 "
HARD CODE VALUES,," 1,283 ",23-Nov-16,"2,759","2,760"," 2,728 ",,26-Sep-16,304,6.6744,," 2,028.83 "
HARD CODE VALUES,," 1,282 ",24-Nov-16,"2,759","2,760"," 2,759 ",,27-Sep-16,306,6.6646,," 2,041.60 "
HARD CODE VALUES,," 1,281 ",25-Nov-16,"2,759","2,780"," 2,811 ",,28-Sep-16,307,6.6681,," 2,050.42 "
HARD CODE VALUES,," 1,278 ",28-Nov-16,"2,759","2,780"," 2,846 ",,29-Sep-16,310,6.67,," 2,066.58 "
HARD CODE VALUES,," 1,277 ",29-Nov-16,"2,835","2,790"," 2,840 ",,30-Sep-16,313,6.6778,," 2,092.32 "
HARD CODE VALUES,," 1,276 ",30-Nov-16,"2,835","2,790"," 2,839 ",,10-Oct-16,322,6.7008,," 2,157.98 "
HARD CODE VALUES,," 1,275 ",01-Dec-16,"2,835","2,790"," 2,843 ",,11-Oct-16,326,6.7098,," 2,184.30 "
HARD CODE VALUES,," 1,274 ",02-Dec-16,"2,853","2,840"," 2,877 ",,12-Oct-16,331,6.7258,," 2,228.61 "
HARD CODE VALUES,," 1,271 ",05-Dec-16,"2,898","2,860"," 2,920 ",,13-Oct-16,342,6.7296,," 2,304.62 "
HARD CODE VALUES,," 1,270 ",06-Dec-16,"2,898","2,860"," 2,924 ",,14-Oct-16,341,6.7157,," 2,292.21 "
HARD CODE VALUES,," 1,269 ",07-Dec-16,"2,976","2,975"," 2,934 ",,17-Oct-16,341,6.7379,," 2,299.45 "
HARD CODE VALUES,," 1,268 ",08-Dec-16,"2,976","2,975"," 2,931 ",,18-Oct-16,346,6.7303,," 2,328.47 "
HARD CODE VALUES,," 1,267 ",09-Dec-16,"2,976","2,975"," 2,941 ",,19-Oct-16,346,6.7326,," 2,329.23 "
HARD CODE VALUES,," 1,264 ",12-Dec-16,"2,994","2,980"," 2,945 ",,20-Oct-16,347,6.7311,," 2,332.67 "
HARD CODE VALUES,," 1,263 ",13-Dec-16,"2,994","2,980"," 2,959 ",,21-Oct-16,346,6.7558,," 2,340.87 "
HARD CODE VALUES,," 1,262 ",14-Dec-16,"2,994","2,980"," 2,971 ",,24-Oct-16,366,6.769,," 2,475.92 "
HARD CODE VALUES,," 1,261 ",15-Dec-16,"2,994","2,980"," 2,982 ",,25-Oct-16,366,6.7744,," 2,477.81 "
HARD CODE VALUES,," 1,260 ",16-Dec-16,"2,994","2,980"," 3,003 ",,26-Oct-16,366,6.7705,," 2,480.41 "
HARD CODE VALUES,," 1,257 ",19-Dec-16,"2,986","2,980"," 3,064 ",,27-Oct-16,367,6.7736,," 2,485.46 "
HARD CODE VALUES,," 1,256 ",20-Dec-16,"2,986","2,980"," 3,071 ",,28-Oct-16,369,6.7858,," 2,505.63 "
HARD CODE VALUES,," 1,255 ",21-Dec-16,"2,986","2,980"," 3,072 ",,31-Oct-16,369,6.7641,," 2,497.94 "
HARD CODE VALUES,," 1,254 ",22-Dec-16,"2,963","2,980"," 3,069 ",,01-Nov-16,369,6.7734,," 2,501.24 "
HARD CODE VALUES,," 1,253 ",23-Dec-16,"2,963","2,980"," 3,070 ",,02-Nov-16,377,6.7562,," 2,546.52 "
HARD CODE VALUES,," 1,250 ",26-Dec-16,"2,963","2,980"," 3,070 ",,03-Nov-16,378,6.7491,," 2,551.85 "
HARD CODE VALUES,," 1,249 ",27-Dec-16,"2,933","2,970"," 3,070 ",,04-Nov-16,378,6.7514,," 2,552.68 "
HARD CODE VALUES,," 1,248 ",28-Dec-16,"2,933","2,970"," 3,072 ",,07-Nov-16,380,6.7725,," 2,576.20 "
HARD CODE VALUES,," 1,247 ",29-Dec-16,"2,923","2,975"," 3,064 ",,08-Nov-16,384,6.7817,," 2,603.36 "
HARD CODE VALUES,," 1,246 ",30-Dec-16,"2,923","2,975"," 3,058 ",,09-Nov-16,384,6.7832,," 2,603.92 "
HARD CODE VALUES,," 1,242 ",03-Jan-17,"2,923","2,975"," 3,056 ",,10-Nov-16,384,6.7885,," 2,605.87 "
HARD CODE VALUES,," 1,241 ",04-Jan-17,"2,963","2,975"," 3,057 ",,11-Nov-16,387,6.8115,," 2,638.27 "
HARD CODE VALUES,," 1,240 ",05-Jan-17,"2,963","2,975"," 3,048 ",,14-Nov-16,392,6.8291,," 2,676.79 "
HARD CODE VALUES,," 1,239 ",06-Jan-17,"2,963","2,975"," 3,016 ",,15-Nov-16,395,6.8495,," 2,708.53 "
HARD CODE VALUES,," 1,236 ",09-Jan-17,"2,963","2,975"," 3,042 ",,16-Nov-16,395,6.8592,," 2,712.22 "
HARD CODE VALUES,," 1,235 ",10-Jan-17,"2,963","2,975"," 3,008 ",,17-Nov-16,395,6.8692,," 2,716.03 "
HARD CODE VALUES,," 1,234 ",11-Jan-17,"2,987","2,975"," 3,008 ",,18-Nov-16,395,6.8796,," 2,719.99 "
HARD CODE VALUES,," 1,233 ",12-Jan-17,"2,987","2,975"," 3,004 ",,21-Nov-16,394,6.8985,," 2,719.12 "
HARD CODE VALUES,," 1,232 ",13-Jan-17,"2,993","2,975"," 2,986 ",,22-Nov-16,396,6.8779,," 2,723.37 "
HARD CODE VALUES,," 1,229 ",16-Jan-17,"2,993","2,975"," 2,957 ",,23-Nov-16,396,6.8904,," 2,728.14 "
HARD CODE VALUES,," 1,228 ",17-Jan-17,"2,993","2,965"," 2,962 ",,24-Nov-16,399,6.9085,," 2,759.29 "
HARD CODE VALUES,," 1,227 ",18-Jan-17,"2,993","2,960"," 2,942 ",,25-Nov-16,406,6.9168,," 2,811.04 "
HARD CODE VALUES,," 1,226 ",19-Jan-17,"2,993","2,960"," 2,944 ",,28-Nov-16,412,6.9042,," 2,846.49 "
HARD CODE VALUES,," 1,225 ",20-Jan-17,"2,993","2,960"," 2,949 ",,29-Nov-16,412,6.8889,," 2,840.40 "
HARD CODE VALUES,," 1,221 ",24-Jan-17,"2,993","2,960"," 2,934 ",,30-Nov-16,412,6.8865,," 2,839.45 "
HARD CODE VALUES,," 1,220 ",25-Jan-17,"2,993","2,960"," 2,945 ",,01-Dec-16,412,6.8958,," 2,843.15 "
HARD CODE VALUES,," 1,219 ",26-Jan-17,"2,993","2,960"," 2,945 ",,02-Dec-16,418,6.8794,," 2,876.87 "
HARD CODE VALUES,," 1,211 ",03-Feb-17,"2,993","2,960"," 2,923 ",,05-Dec-16,424,6.887,," 2,920.23 "
HARD CODE VALUES,," 1,208 ",06-Feb-17,"2,993","2,960"," 2,921 ",,06-Dec-16,426,6.8575,," 2,924.19 "
HARD CODE VALUES,," 1,207 ",07-Feb-17,"2,947","2,945"," 2,921 ",,07-Dec-16,426,6.8808,," 2,933.79 "
HARD CODE VALUES,," 1,206 ",08-Feb-17,"2,947","2,945"," 2,931 ",,08-Dec-16,426,6.8731,," 2,930.62 "
HARD CODE VALUES,," 1,205 ",09-Feb-17,"2,943","2,945"," 2,926 ",,09-Dec-16,426,6.8972,," 2,940.54 "
HARD CODE VALUES,," 1,204 ",10-Feb-17,"2,943","2,945"," 2,952 ",,12-Dec-16,426,6.9086,," 2,945.24 "
HARD CODE VALUES,," 1,201 ",13-Feb-17,"2,943","2,945"," 2,954 ",,13-Dec-16,429,6.8934,," 2,959.14 "
HARD CODE VALUES,," 1,200 ",14-Feb-17,"2,943","2,945"," 2,950 ",,14-Dec-16,430,6.9028,," 2,971.12 "
HARD CODE VALUES,," 1,199 ",15-Feb-17,"2,921","2,920"," 2,943 ",,15-Dec-16,430,6.9289,," 2,981.97 "
HARD CODE VALUES,," 1,198 ",16-Feb-17,"2,921","2,920"," 2,942 ",,16-Dec-16,432,6.9508,," 3,003.28 "
HARD CODE VALUES,," 1,197 ",17-Feb-17,"2,921","2,920"," 2,935 ",,19-Dec-16,442,6.9312,," 3,064.02 "
HARD CODE VALUES,," 1,194 ",20-Feb-17,"2,900","2,920"," 2,986 ",,20-Dec-16,442,6.9468,," 3,070.69 "
HARD CODE VALUES,," 1,193 ",21-Feb-17,"2,900","2,920"," 2,989 ",,21-Dec-16,442,6.9489,," 3,071.59 "
HARD CODE VALUES,," 1,192 ",22-Feb-17,"2,900","2,920"," 3,027 ",,22-Dec-16,442,6.9435,," 3,069.28 "
HARD CODE VALUES,," 1,191 ",23-Feb-17,"2,900","2,920"," 3,028 ",,23-Dec-16,442,6.9463,," 3,070.48 "
HARD CODE VALUES,," 1,190 ",24-Feb-17,"2,900","2,900"," 3,028 ",,26-Dec-16,442,6.9459,," 3,070.31 "
HARD CODE VALUES,," 1,187 ",27-Feb-17,"2,900","2,900"," 3,035 ",,27-Dec-16,442,6.9462,," 3,070.44 "
HARD CODE VALUES,," 1,186 ",28-Feb-17,"2,900","2,900"," 3,036 ",,28-Dec-16,442,6.9495,," 3,071.85 "
HARD CODE VALUES,," 1,185 ",01-Mar-17,"2,900","2,900"," 3,038 ",,29-Dec-16,441,6.9497,," 3,063.80 "
HARD CODE VALUES,," 1,184 ",02-Mar-17,"2,900","2,900"," 3,038 ",,30-Dec-16,441,6.937,," 3,058.39 "
HARD CODE VALUES,," 1,183 ",03-Mar-17,"2,806","2,855"," 3,042 ",,03-Jan-17,440,6.9498,," 3,055.72 "
HARD CODE VALUES,," 1,180 ",06-Mar-17,"2,806","2,825"," 3,001 ",,04-Jan-17,440,6.9526,," 3,056.91 "
HARD CODE VALUES,," 1,179 ",07-Mar-17,"2,806","2,825"," 3,009 ",,05-Jan-17,440,6.9307,," 3,047.59 "
HARD CODE VALUES,," 1,178 ",08-Mar-17,"2,806","2,825"," 3,000 ",,06-Jan-17,439,6.8668,," 3,016.40 "
HARD CODE VALUES,," 1,177 ",09-Mar-17,"2,806","2,825"," 2,999 ",,09-Jan-17,439,6.9262,," 3,041.63 "
HARD CODE VALUES,," 1,176 ",10-Mar-17,"2,785","2,775"," 2,999 ",,10-Jan-17,434,6.9234,," 3,008.04 "
HARD CODE VALUES,,#VALUE!,13/3/2017,"2,785","2,775",#N/A,,11-Jan-17,434,6.9235,," 3,008.08 "
HARD CODE VALUES,," 1,172 ",14-Mar-17,"2,785","2,775"," 2,999 ",,12-Jan-17,434,6.9141,," 3,004.13 "
HARD CODE VALUES,," 1,171 ",15-Mar-17,"2,785","2,775"," 2,999 ",,13-Jan-17,433,6.8909,," 2,986.32 "
HARD CODE VALUES,," 1,170 ",16-Mar-17,"2,785","2,775"," 2,995 ",,16-Jan-17,429,6.8874,," 2,956.65 "
HARD CODE VALUES,," 1,168 ",18-Mar-17,"2,785","2,775"," 2,997 ",,17-Jan-17,429,6.8992,," 2,961.55 "
HARD CODE VALUES,," 1,166 ",20-Mar-17,"2,708","2,700"," 2,930 ",,18-Jan-17,429,6.8525,," 2,942.18 "
HARD CODE VALUES,," 1,165 ",21-Mar-17,"2,708","2,700"," 2,932 ",,19-Jan-17,429,6.8568,," 2,943.96 "
HARD CODE VALUES,," 1,164 ",22-Mar-17,"2,708","2,700"," 2,925 ",,20-Jan-17,429,6.8693,," 2,949.15 "
HARD CODE VALUES,," 1,163 ",23-Mar-17,"2,653","2,665"," 2,895 ",,24-Jan-17,429,6.8331,," 2,934.13 "
HARD CODE VALUES,," 1,162 ",24-Mar-17,"2,653","2,665"," 2,895 ",,25-Jan-17,429,6.8596,," 2,945.12 "
HARD CODE VALUES,," 1,159 ",27-Mar-17,"2,620","2,660"," 2,865 ",,26-Jan-17,429,6.8588,," 2,944.79 "
HARD CODE VALUES,," 1,158 ",28-Mar-17,"2,620","2,660"," 2,868 ",,03-Feb-17,426,6.8556,," 2,923.41 "
HARD CODE VALUES,," 1,157 ",29-Mar-17,"2,590","2,620"," 2,874 ",,06-Feb-17,426,6.8606,," 2,921.46 "
HARD CODE VALUES,," 1,156 ",30-Mar-17,"2,590","2,620"," 2,832 ",,07-Feb-17,426,6.8604,," 2,921.37 "
HARD CODE VALUES,," 1,155 ",31-Mar-17,"2,590","2,620"," 2,812 ",,08-Feb-17,426,6.8849,," 2,931.45 "
HARD CODE VALUES,," 1,150 ",05-Apr-17,"2,488","2,500"," 2,793 ",,09-Feb-17,426,6.871,," 2,925.73 "
HARD CODE VALUES,," 1,149 ",06-Apr-17,"2,488","2,500"," 2,794 ",,10-Feb-17,429,6.8819,," 2,951.52 "
HARD CODE VALUES,," 1,148 ",07-Apr-17,"2,477","2,465"," 2,762 ",,13-Feb-17,429,6.8898,," 2,953.62 "
HARD CODE VALUES,," 1,145 ",10-Apr-17,"2,477","2,465"," 2,766 ",,14-Feb-17,429,6.8806,," 2,949.81 "
HARD CODE VALUES,," 1,144 ",11-Apr-17,"2,477","2,465"," 2,762 ",,15-Feb-17,429,6.8632,," 2,942.60 "
HARD CODE VALUES,," 1,143 ",12-Apr-17,"2,477","2,465"," 2,762 ",,16-Feb-17,429,6.8629,," 2,942.48 "
HARD CODE VALUES,," 1,142 ",13-Apr-17,"2,477","2,465"," 2,751 ",,17-Feb-17,429,6.8456,," 2,935.31 "
HARD CODE VALUES,,#VALUE!,14/4/2017,"2,477","2,465",#N/A,,20-Feb-17,434,6.8743,," 2,986.24 "
HARD CODE VALUES,,#VALUE!,17/4/2017,"2,477","2,465",#N/A,,21-Feb-17,435,6.879,," 2,989.39 "
HARD CODE VALUES,," 1,137 ",18-Apr-17,"2,477","2,465"," 2,782 ",,22-Feb-17,440,6.883,," 3,027.31 "
HARD CODE VALUES,," 1,136 ",19-Apr-17,"2,477","2,465"," 2,775 ",,23-Feb-17,441,6.8695,," 3,028.43 "
HARD CODE VALUES,," 1,135 ",20-Apr-17,"2,477","2,465"," 2,780 ",,24-Feb-17,441,6.8655,," 3,027.90 "
HARD CODE VALUES,," 1,134 ",21-Apr-17,"2,356","2,360"," 2,781 ",,27-Feb-17,441,6.8814,," 3,034.68 "
HARD CODE VALUES,," 1,131 ",24-Apr-17,"2,356","2,325"," 2,695 ",,28-Feb-17,442,6.875,," 3,035.97 "
HARD CODE VALUES,," 1,130 ",25-Apr-17,"2,356","2,325"," 2,694 ",,01-Mar-17,442,6.8798,," 3,038.02 "
HARD CODE VALUES,," 1,129 ",26-Apr-17,"2,305","2,320"," 2,694 ",,02-Mar-17,442,6.8809,," 3,038.49 "
HARD CODE VALUES,," 1,128 ",27-Apr-17,"2,305","2,320"," 2,635 ",,03-Mar-17,442,6.8896,," 3,042.20 "
HARD CODE VALUES,," 1,127 ",28-Apr-17,"2,305","2,320"," 2,636 ",,06-Mar-17,436,6.879,," 3,001.46 "
HARD CODE VALUES,," 1,123 ",02-May-17,"2,305","2,320"," 2,569 ",,07-Mar-17,436,6.8957,," 3,008.50 "
HARD CODE VALUES,," 1,122 ",03-May-17,"2,305","2,320"," 2,566 ",,08-Mar-17,435,6.9032,," 2,999.55 "
HARD CODE VALUES,," 1,121 ",04-May-17,"2,305","2,320"," 2,504 ",,09-Mar-17,434,6.9125,," 2,999.41 "
HARD CODE VALUES,," 1,120 ",05-May-17,"2,281","2,245"," 2,502 ",,10-Mar-17,434,6.9123,," 2,999.33 "
HARD CODE VALUES,," 1,117 ",08-May-17,"2,281","2,245"," 2,504 ",,13-Mar-17,434,6.8988,," 2,993.67 "
HARD CODE VALUES,," 1,116 ",09-May-17,"2,281","2,245"," 2,438 ",,14-Mar-17,434,6.9118,," 2,999.12 "
HARD CODE VALUES,," 1,115 ",10-May-17,"2,281","2,245"," 2,435 ",,15-Mar-17,434,6.9115,," 2,998.99 "
HARD CODE VALUES,," 1,114 ",11-May-17,"2,281","2,245"," 2,428 ",,16-Mar-17,435,6.8862,," 2,995.27 "
HARD CODE VALUES,," 1,113 ",12-May-17,"2,275","2,220"," 2,423 ",,18-Mar-17,435,6.8873,," 2,996.90 "
HARD CODE VALUES,," 1,110 ",15-May-17,"2,275","2,220"," 2,420 ",,20-Mar-17,425,6.8998,," 2,929.50 "
HARD CODE VALUES,," 1,109 ",16-May-17,"2,323","2,220"," 2,418 ",,21-Mar-17,425,6.9071,," 2,932.50 "
HARD CODE VALUES,," 1,108 ",17-May-17,"2,323","2,220"," 2,421 ",,22-Mar-17,425,6.8889,," 2,925.03 "
HARD CODE VALUES,," 1,107 ",18-May-17,"2,323","2,220"," 2,420 ",,23-Mar-17,421,6.8856,," 2,895.48 "
HARD CODE VALUES,," 1,106 ",19-May-17,"2,389","2,275"," 2,426 ",,24-Mar-17,421,6.8845,," 2,895.04 "
HARD CODE VALUES,," 1,103 ",22-May-17,"2,389","2,275"," 2,422 ",,27-Mar-17,417,6.8701,," 2,865.08 "
HARD CODE VALUES,," 1,102 ",23-May-17,"2,493","2,375"," 2,422 ",,28-Mar-17,417,6.8782,," 2,868.34 "
HARD CODE VALUES,," 1,101 ",24-May-17,"2,493","2,375"," 2,433 ",,29-Mar-17,417,6.8915,," 2,873.69 "
HARD CODE VALUES,," 1,100 ",25-May-17,"2,493","2,375"," 2,447 ",,30-Mar-17,411,6.8889,," 2,832.34 "
HARD CODE VALUES,," 1,099 ",26-May-17,"2,498","2,375"," 2,471 ",,31-Mar-17,408,6.8993,," 2,812.25 "
HARD CODE VALUES,," 1,094 ",31-May-17,"2,498","2,375"," 2,493 ",,05-Apr-17,405,6.8906,," 2,792.71 "
HARD CODE VALUES,," 1,093 ",01-Jun-17,"2,628","2,520"," 2,498 ",,06-Apr-17,405,6.893,," 2,793.65 "
HARD CODE VALUES,," 1,092 ",02-Jun-17,"2,650","2,580"," 2,497 ",,07-Apr-17,401,6.8949,," 2,762.12 "
HARD CODE VALUES,," 1,089 ",05-Jun-17,"2,650","2,580"," 2,584 ",,10-Apr-17,401,6.9042,," 2,765.71 "
HARD CODE VALUES,," 1,088 ",06-Jun-17,"2,650","2,580"," 2,584 ",,11-Apr-17,401,6.8957,," 2,762.43 "
HARD CODE VALUES,," 1,087 ",07-Jun-17,"2,697","2,610"," 2,581 ",,12-Apr-17,401,6.894,," 2,761.77 "
HARD CODE VALUES,," 1,086 ",08-Jun-17,"2,697","2,610"," 2,584 ",,13-Apr-17,401,6.8651,," 2,750.62 "
HARD CODE VALUES,," 1,085 ",09-Jun-17,"2,653","2,560"," 2,625 ",,14-Apr-17,404,6.874,," 2,778.18 "
HARD CODE VALUES,," 1,082 ",12-Jun-17,"2,653","2,560"," 2,617 ",,17-Apr-17,405,6.8785,," 2,786.81 "
HARD CODE VALUES,," 1,081 ",13-Jun-17,"2,613","2,530"," 2,616 ",,18-Apr-17,404,6.8849,," 2,782.43 "
HARD CODE VALUES,," 1,080 ",14-Jun-17,"2,613","2,530"," 2,652 ",,19-Apr-17,404,6.8664,," 2,775.22 "
HARD CODE VALUES,," 1,079 ",15-Jun-17,"2,613","2,530"," 2,642 ",,20-Apr-17,404,6.8792,," 2,780.21 "
HARD CODE VALUES,," 1,109 ",16-May-17,"2,613","2,520"," 2,418 ",,21-Apr-17,404,6.8823,," 2,781.41 "
HARD CODE VALUES,," 1,075 ",19-Jun-17,"2,613","2,520"," 2,645 ",,24-Apr-17,392,6.8673,," 2,695.22 "
HARD CODE VALUES,," 1,074 ",20-Jun-17,"2,613","2,520"," 2,650 ",,25-Apr-17,391,6.8833,," 2,694.38 "
HARD CODE VALUES,," 1,073 ",21-Jun-17,"2,613","2,520"," 2,641 ",,26-Apr-17,391,6.8845,," 2,693.67 "
HARD CODE VALUES,," 1,072 ",22-Jun-17,"2,613","2,475"," 2,648 ",,27-Apr-17,382,6.8896,," 2,635.13 "
HARD CODE VALUES,," 1,071 ",23-Jun-17,"2,613","2,475"," 2,651 ",,28-Apr-17,382,6.8931,," 2,636.42 "
HARD CODE VALUES,," 1,068 ",26-Jun-17,"2,613","2,475"," 2,650 ",,02-May-17,373,6.8956,," 2,568.76 "
HARD CODE VALUES,," 1,067 ",27-Jun-17,"2,613","2,475"," 2,653 ",,03-May-17,373,6.8892,," 2,566.47 "
HARD CODE VALUES,," 1,066 ",28-Jun-17,"2,613","2,475"," 2,644 ",,04-May-17,363,6.8957,," 2,504.25 "
HARD CODE VALUES,," 1,065 ",29-Jun-17,"2,613","2,475"," 2,644 ",,05-May-17,363,6.8884,," 2,501.71 "
HARD CODE VALUES,," 1,064 ",30-Jun-17,"2,575","2,425"," 2,652 ",,08-May-17,363,6.8947,," 2,503.91 "
HARD CODE VALUES,," 1,061 ",03-Jul-17,"2,575","2,425"," 2,653 ",,09-May-17,353,6.9037,," 2,438.39 "
HARD CODE VALUES,," 1,060 ",04-Jul-17,"2,575","2,425"," 2,658 ",,10-May-17,353,6.9066,," 2,435.33 "
HARD CODE VALUES,," 1,059 ",05-Jul-17,"2,555","2,425"," 2,659 ",,11-May-17,352,6.9051,," 2,427.92 "
HARD CODE VALUES,," 1,058 ",06-Jul-17,"2,542","2,425"," 2,660 ",,12-May-17,351,6.8948,," 2,423.27 "
HARD CODE VALUES,," 1,057 ",07-Jul-17,"2,542","2,425"," 2,659 ",,15-May-17,351,6.8852,," 2,420.04 "
HARD CODE VALUES,," 1,054 ",10-Jul-17,"2,542","2,425"," 2,668 ",,16-May-17,351,6.879,," 2,417.95 "
HARD CODE VALUES,," 1,053 ",11-Jul-17,"2,542","2,425"," 2,669 ",,17-May-17,353,6.8635,," 2,420.76 "
HARD CODE VALUES,," 1,052 ",12-Jul-17,"2,542","2,425"," 2,661 ",,18-May-17,353,6.8612,," 2,419.98 "
HARD CODE VALUES,," 1,051 ",13-Jul-17,"2,542","2,425"," 2,658 ",,19-May-17,353,6.8786,," 2,425.86 "
HARD CODE VALUES,," 1,050 ",14-Jul-17,"2,542","2,425"," 2,657 ",,22-May-17,353,6.8673,," 2,422.04 "
HARD CODE VALUES,," 1,047 ",17-Jul-17,"2,542","2,425"," 2,649 ",,23-May-17,353,6.8661,," 2,421.63 "
HARD CODE VALUES,," 1,046 ",18-Jul-17,"2,500","2,475"," 2,651 ",,24-May-17,354,6.8758,," 2,432.96 "
HARD CODE VALUES,," 1,045 ",19-Jul-17,"2,500","2,475"," 2,645 ",,25-May-17,356,6.8695,," 2,446.90 "
HARD CODE VALUES,," 1,044 ",20-Jul-17,"2,500","2,475"," 2,638 ",,26-May-17,360,6.8698,," 2,471.11 "
HARD CODE VALUES,," 1,043 ",21-Jul-17,"2,460","2,465"," 2,636 ",,31-May-17,363,6.8633,," 2,492.96 "
HARD CODE VALUES,," 1,040 ",24-Jul-17,"2,475","2,465"," 2,632 ",,01-Jun-17,367,6.809,," 2,497.93 "
HARD CODE VALUES,," 1,039 ",25-Jul-17,"2,475","2,465"," 2,635 ",,02-Jun-17,367,6.807,," 2,497.22 "
HARD CODE VALUES,," 1,038 ",26-Jul-17,"2,475","2,465"," 2,636 ",,05-Jun-17,380,6.7935,," 2,583.87 "
HARD CODE VALUES,," 1,037 ",27-Jul-17,"2,475","2,465"," 2,628 ",,06-Jun-17,380,6.7934,," 2,583.84 "
HARD CODE VALUES,," 1,036 ",28-Jul-17,"2,475","2,465"," 2,634 ",,07-Jun-17,380,6.7858,," 2,581.06 "
