No,Ref .No.,Refiney Name,Province,Province category,Technology,Ownership,Owner,Bauxite,ref cell,ref cell row,column 1,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031
10,6.1,Jinjiang Chongzuo domestic,Guangxi,Guangxi,Guangxi,Longzhou,,,1,,,,,,,5003.962518529885,5003.962518529885,5003.962518529885,5003.962518529885,5003.962518529885,5003.962518529885,5003.962518529885,5003.962518529885,5003.962518529885,5003.962518529885,5003.962518529885,5003.962518529885,5003.962518529885,4538.386085184157,4464.227807778638,4419.581661872203,4387.135368199941,4362.139592941778,4342.5145261075695,4322.287442485505,4301.3504246682805,4281.38895986209,
11,6.1,Jinjiang Chongzuo domestic,Guangxi,Guangxi,Guangxi,Napo,,,1,,,,,,,2629.5433796645643,2629.5433796645643,2629.5433796645643,2629.5433796645643,2629.5433796645643,2629.5433796645643,2629.5433796645643,2629.5433796645643,2629.5433796645643,2629.5433796645643,2629.5433796645643,2629.5433796645643,2629.5433796645643,2384.886585474233,2345.91698754521,2322.455785155889,2305.4055102178554,2292.2704247518286,2281.9576047859973,2271.328429680995,2260.3261896787308,2249.836595195328,
12,7,Huayin,Guangxi,Guangxi,Guangxi,Debao,,,1,,,,,,,50102.6368946343,49626.24827444,49273.62546419801,48937.32922657921,48612.322267792144,48316.96249056975,48029.85416973522,47754.43791321588,47501.020757200116,47257.54043934635,47024.64386195139,46806.973705286924,46597.44199222704,46394.60417335941,46206.11691958627,46030.52221719969,45858.09968898173,45688.27323862657,45520.54232567946,45337.11265872988,45136.594094439526,44935.85527379101,
13,7,Huayin,Guangxi,Guangxi,Guangxi,Jingxi,,,1,,,,,,,49420.4347254186,48950.53265703533,48602.71119181172,48270.99399507824,47950.41236130472,47659.074230311126,47375.875203106894,47104.20903998143,46854.24243555868,46614.07736838424,46384.35193247302,46169.64559292985,45962.96688318533,45762.890922946455,45576.97012917149,45403.76634060294,45233.691533584155,45066.177455990255,44900.73038277194,44719.79831124741,44522.01002639953,44324.004484224555,
14,7,Huayin,Guangxi,Guangxi,Guangxi,Tiandong,,,1,,,,,,,630.1733237623446,624.1814754526092,619.7463099176708,615.5164942639622,611.4286711840022,607.7137399138303,604.1025925564445,600.6385038667819,597.4511121165094,594.3887024174891,591.4594112790106,588.721632698662,586.0862165961073,583.534993937521,581.1642676332976,578.9556993004429,576.7870294572344,574.6510121672037,572.5413518087707,570.23423805064,567.7121861594263,565.1873639613004,
15,7,Huayin,Guangxi,Guangxi,Guangxi,Tianyang,,,1,,,,,,,8191.430295471957,8113.54409191576,8055.892731633763,8000.910651651085,7947.774289705777,7899.485034345997,7852.544834325947,7807.516204949363,7766.08427445945,7726.276947427685,7688.199987849753,7652.6124414403475,7618.355473571961,7585.192910530939,7554.376564395013,7525.66806013248,7497.478184133804,7469.712748687017,7442.289918932736,7412.300452827409,7379.517071669512,7346.6976801393685,
16,8,Jinjiang Tiandong,Guangxi,Guangxi,Guangxi,Chongzuo,,,1,,,,,,,914.1172943160544,914.1172943160544,914.1172943160544,914.1172943160544,879.5033736024451,868.0798233447454,858.1992614955833,848.9603333518684,839.7809230872847,832.0361194932832,824.6923774664916,817.3656161000497,810.4105791035158,803.7386945846954,797.2838324986166,790.9953721848723,784.832889591641,779.362090451002,774.5468853896473,769.2631899768154,763.4601228798166,757.6206733550596,
17,8,Jinjiang Tiandong,Guangxi,Guangxi,Guangxi,Napo,,,1,,,,,,,9302.513331924605,9302.513331924605,9302.513331924605,9302.513331924605,8950.264817526406,8834.013074745768,8733.463551287177,8639.443612309973,8546.029356944216,8467.214374299958,8392.480794118042,8317.920017601773,8247.142093601668,8179.24567038409,8113.557775641425,8049.563268295785,7986.850773041903,7931.1771934493045,7882.175266062383,7828.405747286926,7769.350843313936,7709.9256936171505,
18,8,Jinjiang Tiandong,Guangxi,Guangxi,Guangxi,Tiandong,,,1,,,,,,,3265.775394152029,3265.775394152029,3265.775394152029,3265.775394152029,3142.1137029614997,3101.301927954696,3066.002633249268,3032.995639083757,3000.201278489875,2972.5321936064583,2946.295941255451,2920.1203540106517,2895.272789228835,2871.436814972938,2848.3761750480217,2825.9100220855694,2803.8939371203214,2784.34896041882,2767.1461590880185,2748.2696291539355,2727.53759197027,2706.6755749272465,
19,8,Jinjiang Tiandong,Guangxi,Guangxi,Guangxi,Tianyang,,,1,,,,,,,27289.80996738723,27289.80996738723,27289.80996738723,27289.80996738723,26256.45535920496,25915.419785735394,25620.448170045318,25344.631713106966,25070.592086802113,24839.380819244623,24620.14273502196,24401.411586831404,24193.77779723817,23994.597164976756,23801.895461606644,23614.16147165086,23430.18838642175,23266.86463153153,23123.112804610137,22965.374793702445,22792.1316012918,22617.80225774295,
20,9,Xinfa Jingxi,Guangxi,Guangxi,Guangxi,Jingxi,,,1,,,,,,,52862.95641443174,52000.372013596614,51237.80424078653,50521.663798719615,49846.026754707316,49190.343059239756,48613.98396037638,48025.246674285,47393.67770460441,46776.359713626065,46147.59889032539,45495.64290711224,44806.189101993354,44169.42154815842,43586.377427952095,42981.455635670405,42346.72570383035,41671.74232515925,40940.83776612053,40037.96826654124,38840.04840541524,0,
21,9,Xinfa Jingxi,Guangxi,Guangxi,Guangxi,Napo,,,0,,,,,,,2986.7881254320555,2938.051599510211,2894.9660718902587,2854.5037157606043,2816.3298254405577,2779.2833110475926,2746.7186830125274,2713.4546801196284,2677.770661915184,2642.8918323882313,2607.366476105686,2570.530579647315,2531.576034199288,2495.5982929329034,2462.655957260587,2428.477520250038,2392.6149058246638,2354.4779479808058,2313.18141055966,2262.168752867628,2194.4855762329294,0,
22,11,Tiangui,Guangxi,Guangxi,Guangxi,Jingxi,,,0,,,,,,,12651.082472034814,12651.082472034814,12651.082472034814,12651.082472034814,12651.082472034814,12651.082472034814,12651.082472034814,12651.082472034814,12651.082472034814,12651.082472034814,12651.082472034814,11772.654765766996,11507.619068817266,11251.68163893938,11015.934897151692,10704.006437534217,10302.042103402038,9869.163585254284,0,0,0,0,
23,14,Chalco Guizhou,Guizhou,Guizhou,Guizhou,Guiyang,,,1,,,,,,,135.18032619449275,134.0772008131087,132.7379783390631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
24,14,Chalco Guizhou,Guizhou,Guizhou,Guizhou,Qingzhen,,,1,,,,,,,4216.246118950073,4181.839868877232,4140.069799832707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,14,Chalco Guizhou,Guizhou,Guizhou,Guizhou,Xiuwen,,,0.5,,,,,,,262.17231019640343,260.0328795720266,257.43555598381215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
26,14,Chalco Guizhou,Guizhou,Guizhou,Guizhou,Zhijin,,,0,,,,,,,65.86183769446562,65.32437882844077,64.67188999589077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
27,15,Chalco Zunyi,Guizhou,Guizhou,Guizhou,Kaiyang,,,1,,,,,,,1009.8175957116335,912.3983301331929,885.3961050121329,865.8312134063874,849.8481963419879,833.9308022520931,816.4991860806871,798.3821117960554,779.3567083824648,757.7430016650759,0,0,0,0,0,0,0,0,0,0,0,0,
28,15,Chalco Zunyi,Guizhou,Guizhou,Guizhou,Jinsha,,,1,,,,,,,351.91349077380397,317.9636428369897,308.5535797311713,301.73536886732023,296.1654131128195,290.61832644886647,284.54354529753823,278.2298873842791,271.5996839127916,264.0674770946707,0,0,0,0,0,0,0,0,0,0,0,0,
29,15,Chalco Zunyi,Guizhou,Guizhou,Guizhou,Weng'an,,,0,,,,,,,1266.6607329554224,1144.4632600003124,1110.593125028891,1086.051980126318,1066.0037454791843,1046.0378247522456,1024.1725455077194,1001.4474645724764,977.5830245637356,950.4719564769905,0,0,0,0,0,0,0,0,0,0,0,0,
30,15,Chalco Zunyi,Guizhou,Guizhou,Guizhou,Xifeng,,,0,,,,,,,22.762631225038156,20.566671453696106,19.958005398265566,19.516986728685357,19.156708273600575,18.79790904761111,18.40497724264835,17.99659430045266,17.567736412008014,17.080534725779376,0,0,0,0,0,0,0,0,0,0,0,0,
31,15,Chalco Zunyi,Guizhou,Guizhou,Guizhou,Zunyi,,,1,,,,,,,9211.293322099707,8322.66013301949,8076.352862284944,7897.887012451335,7752.094090068598,7606.899763382151,7447.893096915894,7282.633859918336,7109.089080981939,6911.934472865407,0,0,0,0,0,0,0,0,0,0,0,0,
32,16,Xian,Guizhou,Guizhou,Guizhou,Kaiyang,,,0.6,,,,,,,854.6931206038922,833.7359199830477,818.5450258921024,805.9891081834476,793.6150189987974,780.8376402494116,766.9402519988513,750.6539525751673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
33,16,Xian,Guizhou,Guizhou,Guizhou,Xifeng,,,0.3,,,,,,,13.238332371414941,12.913726520841184,12.678434928868612,12.483956457182934,12.29229432551141,12.094385646194665,11.879129151997635,11.626870838839835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
34,17,Huafei,Guizhou,Guizhou,Guizhou,Xiuwen,,,0.6,,,,,,,2354.8312747024793,2326.736103395512,2312.657146243442,2299.9012720251767,2276.827500277723,2242.487346414017,2210.575179277602,2182.9944418248992,2158.7315362614545,2144.5759140418863,2134.475312806571,2118.556512071537,2101.161853573413,2083.58519771099,2065.237276367428,2046.2025242009747,2027.0445220670863,2006.0809979578482,1980.6349087186145,1947.749539519044,1909.4338187088333,0,
35,17,Huafei,Guizhou,Guizhou,Guizhou,Zhijin,,,0,,,,,,,739.4636522900688,730.6412121392391,726.2201407920273,722.2145436866538,714.9689224348148,704.1854340936098,694.1643816654837,685.5034839320756,677.8844511139471,673.4393054173651,670.2675166102305,665.2686979440848,659.8064307143503,654.2870127081857,648.5254020677988,642.5481129479148,636.5321208975731,629.9491591927492,621.9585832701833,611.6319261221912,599.6000310327969,0,
36,18,Qingzhen Guanglv,Guizhou,Guizhou,Guizhou,Longli,,,0,,,,,,,12.827049177778829,12.827049177778829,12.827049177778829,11.737707634755907,11.515520621223914,11.370773450889706,11.255581920996653,11.151710282608956,11.049906990496979,10.956852857562218,10.873689117889214,10.784130849569811,10.687638698915727,10.561315310884154,10.39675636814204,10.214339137472221,9.974500194182818,0,0,0,0,0,
37,18,Qingzhen Guanglv,Guizhou,Guizhou,Guizhou,Qingzhen,,,0.6,,,,,,,11559.228818821557,11559.228818821557,11559.228818821557,10577.557353847056,10377.331214975136,10246.890796482892,10143.084750870265,10049.479743259528,9957.738647414175,9873.881947387381,9798.938078147798,9718.23171289001,9631.276807426408,9517.439172036708,9369.145168717945,9204.757983435997,8988.624624412996,0,0,0,0,0,
38,18,Qingzhen Guanglv,Guizhou,Guizhou,Guizhou,Zhijin,,,0,,,,,,,1726.6654493152187,1726.6654493152187,1726.6654493152187,1580.0277948732396,1550.1189176065307,1530.6343163987024,1515.1282376456359,1501.1459439253854,1487.4420729352582,1474.9159374205697,1463.7211603569574,1451.6656076367337,1438.676676172032,1421.6721237974753,1399.520634638076,1374.9652185644406,1342.6801925199866,0,0,0,0,0,
39,19.1,Qizheng Chemical,Guizhou,Guizhou,Guizhou,Fuquan,,,0.2,,,,,,,1119.25757858123,1119.25757858123,1047.80014000548,1024.9825053231639,1004.8529175834287,991.1388686861794,981.6313847599805,970.0460901893144,957.6039233195162,946.9623127614275,936.9785899951904,925.5238373580922,912.7850221612991,899.2222040515387,883.5731058865289,865.1060930542801,0,0,0,0,0,0,
40,19.1,Qizheng Chemical,Guizhou,Guizhou,Guizhou,Huangping,,,0.5,,,,,,,3192.8278492403097,3192.8278492403097,2988.986209669516,2923.8959383489164,2866.4736706251438,2827.352562059156,2800.23122731309,2767.1826673973615,2731.6897677762186,2701.3331892720066,2672.85332127992,2640.1771492121406,2603.8380216467026,2565.148318575926,2520.507230239429,2467.827673726779,0,0,0,0,0,0,
41,19.1,Qizheng Chemical,Guizhou,Guizhou,Guizhou,Kaili,,,0.7,,,,,,,13216.00620777541,13216.00620777541,12372.248729710403,12102.82191734922,11865.135113507762,11703.201918836408,11590.939139478467,11454.141919700947,11307.226895191692,11181.572538332475,11063.68641043817,10928.430607969252,10778.012809651613,10617.86532281419,10433.083390171823,10215.02799264712,0,0,0,0,0,0,
42,20,SPIC - Wuchuan,Guizhou,Guizhou,Guizhou,Daozhen,,,1,,,,,,,40726.37792088259,40726.37792088259,40726.37792088259,40726.37792088259,40726.37792088259,40726.37792088259,40726.37792088259,40726.37792088259,40726.37792088259,40726.37792088259,40726.37792088259,37671.93155327599,37208.49795067529,36893.044923519315,36634.81997920408,36414.04120851966,36225.869563654516,36049.77116789156,35869.63430740782,35681.64062975643,35515.753296032366,35400.33010710642,
43,20,SPIC - Wuchuan,Guizhou,Guizhou,Guizhou,Wuchuan,,,1,,,,,,,19384.001688473254,19384.001688473254,19384.001688473254,19384.001688473254,19384.001688473254,19384.001688473254,19384.001688473254,19384.001688473254,19384.001688473254,19384.001688473254,19384.001688473254,17930.216781255207,17709.64234783129,17559.500294371384,17436.59634336606,17331.515158094942,17241.9535602314,17158.138308911042,17072.40092233185,16982.924029196496,16903.968803586933,16849.03233726587,
44,20,SPIC - Wuchuan,Guizhou,Guizhou,Guizhou,Zheng'an,,,1,,,,,,,2167.4386545282937,2167.4386545282937,2167.4386545282937,2167.4386545282937,2167.4386545282937,2167.4386545282937,2167.4386545282937,2167.4386545282937,2167.4386545282937,2167.4386545282937,2167.4386545282937,2004.882457210793,1980.2187391154748,1963.4304775599278,1949.6878676239417,1937.9381254148439,1927.9237190868566,1918.5518453906852,1908.9650465038237,1898.9601115071464,1890.131665724203,1883.9888979633915,
45,21,Kaisheng,Guizhou,Guizhou,Guizhou,Kaili,,,0.7,,,,,,,330.7997387116298,323.1102403808043,319.46566841047905,319.46566841047905,319.46566841047905,319.46566841047905,319.46566841047905,319.46566841047905,319.46566841047905,319.46566841047905,319.46566841047905,319.46566841047905,319.46566841047905,319.46566841047905,319.46566841047905,319.46566841047905,319.46566841047905,319.46566841047905,319.46566841047905,319.46566841047905,319.46566841047905,319.46566841047905,
46,21,Kaisheng,Guizhou,Guizhou,Guizhou,Kaiyang,,,0,,,,,,,52.685218194505254,51.46054099571525,50.88008385802219,50.88008385802219,50.88008385802219,50.88008385802219,50.88008385802219,50.88008385802219,50.88008385802219,50.88008385802219,50.88008385802219,50.88008385802219,50.88008385802219,50.88008385802219,50.88008385802219,50.88008385802219,50.88008385802219,50.88008385802219,50.88008385802219,50.88008385802219,50.88008385802219,50.88008385802219,
47,22,Huajin,Guizhou,Guizhou,Guizhou,Guiyang,,,1,,,,,,,1643.9411793241466,1643.9411793241466,1643.9411793241466,1643.9411793241466,1643.9411793241466,1643.9411793241466,1461.8740938757767,1435.525422738326,1415.3852974041108,1398.395251738185,1383.1802565853345,1367.2783808520753,1350.41988167971,1333.530547779175,1315.6621182126908,1296.3651875805679,1275.4023151519648,1249.0182000328584,0,0,0,0,
48,22,Huajin,Guizhou,Guizhou,Guizhou,Jinsha,,,1,,,,,,,160.3278472105897,160.3278472105897,160.3278472105897,160.3278472105897,160.3278472105897,160.3278472105897,142.5714796318882,140.0017856711444,138.03758951984798,136.38060964740063,134.89674425802036,133.34588980228375,131.70173920036376,130.05458139499336,128.31193580556524,126.42997349150467,124.38553768680642,121.81238699820223,0,0,0,0,
49,22,Huajin,Guizhou,Guizhou,Guizhou,Longli,,,0,,,,,,,19.212295622582555,19.212295622582555,19.212295622582555,19.212295622582555,19.212295622582555,19.212295622582555,17.0845268722346,16.776597084039242,16.541224890275057,16.342666825010742,16.164853294667214,15.979012376887818,15.781991659890082,15.584610585769788,15.375787085598253,15.150269080102927,14.905281663726885,14.596937651310991,0,0,0,0,
50,22,Huajin,Guizhou,Guizhou,Guizhou,Qingzhen,,,1,,,,,,,25392.92811986485,25392.92811986485,25392.92811986485,25392.92811986485,25392.92811986485,25392.92811986485,22580.652065265116,22173.660671252885,21862.568789518376,21600.134212312005,21365.11772685645,21119.491427969235,20859.088766927147,20598.209821182267,20322.207398891744,20024.139816767565,19700.339476791745,19292.800601829596,0,0,0,0,
51,22,Huajin,Guizhou,Guizhou,Guizhou,Xiuwen,,,0.5,,,,,,,5275.19244659258,5275.19244659258,5275.19244659258,5275.19244659258,5275.19244659258,5275.19244659258,4690.9629583299775,4606.413515375349,4541.786484692804,4487.267648075425,4438.444716625861,4387.417675141792,4333.320954034342,4279.125288313073,4221.787832528711,4159.866503473102,4092.599384865055,4007.9362068044147,0,0,0,0,
52,22,Huajin,Guizhou,Guizhou,Guizhou,Zhijin,,,0,,,,,,,676.1285270262133,676.1285270262133,676.1285270262133,676.1285270262133,676.1285270262133,676.1285270262133,601.2470459535323,590.4102298743908,582.1268962322805,575.1391434497064,568.8814425107731,562.341237817499,555.4075881488593,548.4612566156852,541.1122376148804,533.1756973976762,524.5539801272221,513.7025864662241,0,0,0,0,
53,23.1,Chalco Zhengzhou domestic,Henan,Henan,Henan,Baofeng,,,0.5,,,,,,,1231.2595467633143,1221.7100630702228,1211.9019340133336,1201.8221368663774,1191.9855074156274,1182.2904282300915,1175.0413630298779,1168.5706408300766,1160.4110707893626,1153.1871442184838,1146.352198163089,1138.7284546253484,1130.9599934314376,1123.4906513041467,1115.2596890445634,1103.1772022999774,1090.3175646865184,1080.4076501962852,1072.4809297787376,1065.8983189089354,1058.8697915384096,1051.277214348479,
54,23.1,Chalco Zhengzhou domestic,Henan,Henan,Henan,Dengfeng,,,0.3,,,,,,,4262.509324679534,4229.449874789637,4195.495018015084,4160.59967085394,4126.546148290431,4092.9826599581074,4067.887051081533,4045.4859953605287,4017.23830097688,3992.229719764157,3968.567753957363,3942.1750425229548,3915.281331636,3889.4231439366686,3860.9282961405333,3819.0998185059834,3774.5809147675623,3740.2736860175905,3712.8320959948014,3690.0436918057508,3665.7115649732023,3639.426748619491,
55,23.1,Chalco Zhengzhou domestic,Henan,Henan,Henan,Gongyi,,,0.85,,,,,,,7322.584050367593,7265.791071857009,7207.459869808893,7147.512995071335,7089.012294618059,7031.353426187207,6988.24156617792,6949.758691223422,6901.231849263044,6858.269494471157,6817.620496376543,6772.2803380156965,6726.0795104290455,6681.657612810612,6632.706184884921,6560.84885394502,6484.369627831111,6425.433084372466,6378.291052740028,6339.1427501001,6297.342479347862,6252.18767443421,
56,23.1,Chalco Zhengzhou domestic,Henan,Henan,Henan,Jiaxian,,,0.8,,,,,,,127.38617258731811,126.39818254001592,125.3834330307967,124.34057672776723,123.32287856641311,122.31982520238198,121.56983656422798,120.90037533074938,120.0561858175171,119.30879802317662,118.60165417188522,117.81290129470914,117.00917592178773,116.2363974220457,115.38482166637722,114.13476700018124,112.80430826729693,111.77902803219385,110.95892915229844,110.2778919115801,109.5507201280109,108.76519172269495,
57,23.1,Chalco Zhengzhou domestic,Henan,Henan,Henan,Lushan,,,0.8,,,,,,,919.6171396289498,912.4847125936755,905.1591055662062,897.6305919845723,890.2836982586571,883.0425272053922,877.6282629083734,872.7953362875342,866.7010237754656,861.3055353039531,856.2005730256882,850.5064647088253,844.7042680223163,839.1254807876784,832.977846042876,823.9535408678462,814.3487884094052,806.9471587193594,801.0267595832179,796.1102642794525,790.8607177859632,785.1898873455654,
58,23.1,Chalco Zhengzhou domestic,Henan,Henan,Henan,Mianchi,,,0.8,,,,,,,426.8652710366168,423.55456132019094,420.15418186385534,416.65961781971015,413.2493575641701,409.8881713584393,407.37499354017535,405.13165939273114,402.30281872617326,399.7983562172466,397.42874933125216,394.785674310956,392.0924271383405,389.50288153033864,386.6492899012907,382.46041356519873,378.00210685827255,374.5664394184194,371.8183253685729,369.53620054732517,367.0994809711037,364.4672110093674,
59,23.1,Chalco Zhengzhou domestic,Henan,Henan,Henan,Pingdingshan,,,1,,,,,,,255.49073507237847,253.50918324220314,251.47396157913727,249.38236782116306,247.34123222500605,245.32946881232112,243.8252620011262,242.482564130785,240.78942432686893,239.29043387066943,237.87215825488772,236.29020435606847,234.67822102888863,233.1283059718844,231.42035202863818,228.91319305635534,226.24477251475315,224.1884300122566,222.54360733330458,221.17769216599297,219.7192477388269,218.14376096802502,
60,23.1,Chalco Zhengzhou domestic,Henan,Henan,Henan,Ruzhou,,,0.5,,,,,,,228.50673114493947,226.73446362541722,224.91419468591616,223.0435074675227,221.21794920307417,219.41866093870954,218.073322990174,216.87243599448698,215.35811947003594,214.01744694401825,212.7489644499934,211.3340907789823,209.89235927881785,208.50614062346028,206.9785745752952,204.73621263189727,202.34962098070184,200.51046190815552,199.03935942933603,197.8177072632986,196.5132984419225,195.10420886434528,
61,23.1,Chalco Zhengzhou domestic,Henan,Henan,Henan,Sanmenxia,,,0.8,,,,,,,261.65672516858746,259.62735074728556,257.5430112302416,255.40093913929255,253.31054296283563,251.25022783544753,249.70971863427414,248.3346162160014,246.60061433049364,245.06544737535137,243.6129432252233,241.9928105953044,240.3419238095399,238.75460324392208,237.0054296959968,234.4377631777619,231.70494321820283,229.59897313331578,227.91445445385884,226.5155744144883,225.02193202254583,223.408422597722,
62,23.1,Chalco Zhengzhou domestic,Henan,Henan,Henan,Shaan,,,0.8,,,,,,,813.2859036763564,806.9781674274112,800.4995877287803,793.8415626575542,787.3441575466555,780.9402508664192,776.1520138471307,771.8778970164933,766.4882427298587,761.7166105709584,757.2019123549295,752.1661884340168,747.034873920458,742.1011370184128,736.6643259114383,728.683460969875,720.189263280277,713.6434510811097,708.4076013409621,704.0595785021786,699.4170137000793,694.4018761384032,
63,23.1,Chalco Zhengzhou domestic,Henan,Henan,Henan,Xin'an,,,0.85,,,,,,,2333.5783496268814,2315.479429334329,2296.8903043381656,2277.7862929600597,2259.143151812513,2240.7682876786607,2227.0292984860725,2214.7654851645025,2199.3008367568386,2185.60949223942,2172.6553736884894,2158.206265123568,2143.482876460567,2129.3264013940206,2113.7264449298846,2090.8267812879344,2066.4542011948893,2047.6721645708053,2032.6488307834163,2020.1729573981745,2006.8519485623567,1992.4619088709946,
64,23.1,Chalco Zhengzhou domestic,Henan,Henan,Henan,Xingyang,,,1,,,,,,,2327.474008007356,2309.422432168624,2290.881933938904,2271.8278962039685,2253.2335231221887,2234.9067252758487,2221.2036755165996,2208.9719427575205,2193.5477478863413,2179.892218169903,2166.971985931394,2152.560674380998,2137.8758002140758,2123.7563566703616,2108.197207691229,2085.357446631879,2061.04862208193,2042.3157168563619,2027.331682183021,2014.8884440821946,2001.60228129672,1987.2498841032875,
65,23.1,Chalco Zhengzhou domestic,Henan,Henan,Henan,Xinmi,,,0.8,,,,,,,5407.361119279632,5365.42235261832,5322.347685011057,5278.079924142962,5234.880090463239,5192.301907517153,5160.465960808921,5132.0482874362815,5096.213648099529,5064.488103497185,5034.470856809051,5000.989423509543,4966.872429146322,4934.06908535753,4897.920910576891,4844.857875070987,4788.381801750915,4744.860119867726,4710.048093514775,4681.13903516531,4650.271631351807,4616.927072278227,
66,23.1,Chalco Zhengzhou domestic,Henan,Henan,Henan,Yanshi,,,0.8,,,,,,,12448.05747365003,12351.512011592271,12252.351639979248,12150.444698800286,12050.996187662387,11952.978752402381,11879.6905651313,11814.271440422064,11731.778031868125,11658.743996618517,11589.642561790653,11512.566369389438,11434.027078727426,11358.511887527251,11275.296702280502,11153.142531117648,11023.131349865529,10922.941925582354,10842.802631154487,10776.252309860025,10705.1937642484,10628.432664217275,
