No,Ref .No.,Refiney Name,Province,Province category,Technology,Ownership,Owner,Bauxite,ref cell,ref cell row,column 1,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031
54,23.1,Chalco Zhengzhou domestic,Henan,Henan,Henan,Dengfeng,,,0.3,,,,,,,359.325211020242,366.26447874048944,416.49335668472,419.98652628083283,456.1534787841151,459.05553187306725,287.59548778884596,468.01707688435266,479.25974600815636,304.58374491839174,313.5114434305988,326.6102566038649,348.66692766212566,467.41403551578605,575.5352506437835,365.9285889747582,306.98862575854645,245.88628501191732,198.16290697870195,199.38669097603938,200.71017269781711,202.15974989611766,
55,23.1,Chalco Zhengzhou domestic,Henan,Henan,Henan,Gongyi,,,0.85,,,,,,,617.2864054226118,629.2074048290671,715.4958214602578,721.496753310805,783.6281246177404,788.6135747467152,494.06158941332546,804.0086534592346,823.3224856033355,523.2457931827114,538.5827268413595,561.0852372443165,598.9764922288596,802.9726859643107,988.7146105200211,628.6303782811167,527.3771488565142,422.40916129087265,340.42495429046704,342.52729835529135,344.80091359191516,347.29114881805157,
56,23.1,Chalco Zhengzhou domestic,Henan,Henan,Henan,Jiaxian,,,0.8,,,,,,,10.738525093887127,10.94590687023257,12.447009630905624,12.551403890519508,13.6322624418112,13.718991034639467,8.594864116938497,13.986809080889126,14.322799099973635,9.102562491258123,9.369369026295807,9.760830381211237,10.419999591671687,13.968787036594993,17.20001698157139,10.935868719366828,9.174432965296072,7.348374010123132,5.922148749948234,5.9587218451885935,5.998274432217647,6.041595414553617,
57,23.1,Chalco Zhengzhou domestic,Henan,Henan,Henan,Lushan,,,0.8,,,,,,,77.52279176066016,79.01990743734981,89.85656104756045,90.61019661467033,98.41305330699323,99.03915815684344,62.0474278658511,100.9725710275716,103.39812612526153,65.71256763183355,67.63867827321798,70.46468806824372,75.2233152531495,100.84246757530977,124.16913152265276,78.94744073708853,66.23140981396482,53.0488557027728,42.75275238489064,43.01677825637416,43.30231346172505,43.61505319675723,
58,23.1,Chalco Zhengzhou domestic,Henan,Henan,Henan,Mianchi,,,0.8,,,,,,,35.984309220010175,36.679236121178135,41.709363204628254,42.05918362092344,45.68109147071864,45.971715041019294,28.80099877626039,46.86916113409892,47.995048407804376,30.502272939358782,31.396329504368886,32.708098701703044,34.91694474807687,46.80877008328079,57.6364746781302,36.64559873414484,30.743107629314707,24.624067116542925,19.844851131962532,19.967405910831662,20.09994483118256,20.245111472826814,
59,23.1,Chalco Zhengzhou domestic,Henan,Henan,Henan,Pingdingshan,,,1,,,,,,,21.53760972722358,21.95354280224233,24.964213740492315,25.173590987522836,27.341403554381237,27.515349842925996,17.238198671669945,28.05249628599909,28.72637112821591,18.25645856766502,18.791576283931803,19.576706626483045,20.89876240928145,28.016350562717715,34.49703286176411,21.93340989070754,18.40060482678407,14.73818892035719,11.877695252168,11.951047695349589,12.03037592484907,12.117262196696885,
60,23.1,Chalco Zhengzhou domestic,Henan,Henan,Henan,Ruzhou,,,0.5,,,,,,,19.262885576062448,19.634889309664267,22.327584113089053,22.514847695392795,24.453703768774094,24.609278481801937,15.417562707995797,25.089693467566462,25.6923960953238,16.328277690376297,16.80687821609488,17.509085942133424,18.691510992626718,25.05736532435784,30.853581485873214,19.616882763157044,16.457199744902983,13.181594910803017,10.623216199365446,10.688821423790401,10.759771293676314,10.83748095291578,
61,23.1,Chalco Zhengzhou domestic,Henan,Henan,Henan,Sanmenxia,,,0.8,,,,,,,22.05739643587449,22.483367601787318,25.56669779784928,25.78112813626175,28.001258493876435,28.1794027862828,17.65422378606749,28.729512672618384,29.419650748811243,18.69705827351417,19.24509047193574,20.049169078560173,21.403131235032205,28.692494611748295,35.329581106278624,22.462748804401933,18.84468334530281,15.093879027449468,12.164350465985862,12.239473190340517,12.320715920094985,12.409699097302434,
62,23.1,Chalco Zhengzhou domestic,Henan,Henan,Henan,Shaan,,,0.8,,,,,,,68.55917646121885,69.88318731699286,79.46684691229339,80.13334295377311,87.03399006310542,87.58770119642772,54.87316000116412,89.29756214397827,91.44266110367954,58.114515972280444,59.81791901475853,62.31716987786566,66.52557818558434,89.18250197471383,109.81200761422821,69.81909961867939,58.57336674264588,46.91505267793731,37.80944195105638,38.0429396863966,38.29545972708322,38.572038758791756,
63,23.1,Chalco Zhengzhou domestic,Henan,Henan,Henan,Xin'an,,,0.85,,,,,,,196.71828705617875,200.51729925316715,228.01589530738696,229.9282864179158,249.72845831313825,251.31723331443533,157.44871216320215,256.2233732955167,262.378350859419,166.7492030280246,171.6368132062496,178.8079662756307,190.8832407503132,255.8932287317339,315.085903172866,200.3334110724109,168.06579319464893,134.61434743421574,108.48742705316923,109.15740701644384,109.88196808055355,110.67556211364607,
64,23.1,Chalco Zhengzhou domestic,Henan,Henan,Henan,Xingyang,,,1,,,,,,,196.20369725155928,199.99277171996403,227.41943497432771,229.32682351502615,249.075200700466,250.6598196701621,157.0368465291418,255.55312581839505,261.6920027505288,166.31300850289563,171.1878333198596,178.34022757270108,190.38391467833094,255.22384487044138,314.2616788682604,199.80936456710015,167.62615463853157,134.26221356917566,108.20363786037791,108.87186524201122,109.59453094732136,110.3860490402227,
65,23.1,Chalco Zhengzhou domestic,Henan,Henan,Henan,Xinmi,,,0.8,,,,,,,455.83505565559915,464.6381159209417,528.357784541513,532.7891717874493,578.670073827185,582.3515787445883,364.83970832523266,593.7200723645623,607.9823688820138,386.39077932342633,397.7163357368867,414.33331124746866,442.3141029399645,592.9550623196988,730.1161592977933,464.2120107511387,389.4415783155271,311.92798327485514,251.38675762559654,252.93923329228534,254.61818413069932,256.4570979686354,
66,23.1,Chalco Zhengzhou domestic,Henan,Henan,Henan,Yanshi,,,0.8,,,,,,,1049.3586143292912,1069.6237672772386,1216.3101230974087,1226.5114323698263,1332.1319176555623,1340.6069545155876,839.882071443239,1366.7778831531618,1399.6105131253814,889.4938810647067,915.5659657740413,953.8192027284682,1018.2326005880177,1365.0167858644254,1680.7695496745973,1068.642848576504,896.5169964728532,718.0762256844465,578.7068290816941,582.2807176937348,586.1457594527351,590.3790452715981,
67,23.1,Chalco Zhengzhou domestic,Henan,Henan,Henan,Yuzhou,,,0.8,,,,,,,121.5677710238613,123.91548079600081,140.9090357858446,142.09085333881285,154.32694383762902,155.30877342986693,97.2999982599066,158.34066492687242,162.1443118289614,103.0475063374925,106.06794680539201,110.49956883383422,117.96183492183272,158.1366425183037,194.71647248954827,123.80184176128422,103.86113141680579,83.18884029696639,67.04295207288554,67.45698562301848,67.90474914746062,68.39517359728995,
68,24.1,Chalco Zhongzhou Dom. Sinter,Henan,Henan,Henan,Baofeng,,,0.5,,,,,,,22.436435200045384,22.642465520758478,20.78846897864283,20.977415358103574,20.587572723514413,18.64750463743523,22.999775964502334,19.842299870788896,22.842672608475247,8.721510057930608,8.313182166829357,8.050669300477187,12.802449388006623,19.41399187448355,28.18626276455197,18.36579103456145,15.638790957880667,12.800276590295491,12.926796924398815,13.049499091654237,13.184751283524578,13.336490773599506,
69,24.1,Chalco Zhongzhou Dom. Sinter,Henan,Henan,Henan,Dengfeng,,,0.3,,,,,,,83.22097701290502,83.98518239718955,77.10835895185456,77.80919677041062,76.3631967867889,69.16711772362567,85.31051433874586,73.59883897361514,84.72778831012282,32.349728536527714,30.83516324413239,29.861453426975643,47.48670351277658,72.0101636962298,104.54817374926546,68.12218874716622,58.007230257896815,47.4786441955651,47.947932017904044,48.403057538048,48.904733470531426,49.46756390695699,
