,,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031
Shanxi,open pit mine mining cost diesel price,6.961538461538459,6.961538461538459,6.961538461538459,6.961538461538459,6.961538461538459,6.961538461538459,6.961538461538459,6.961538461538459,6.961538461538459,6.961538461538459,6.961538461538459,6.961538461538459,6.961538461538459,6.961538461538459,6.961538461538459,6.961538461538459,6.961538461538459,6.961538461538459,6.961538461538459,6.961538461538459,6.961538461538459,6.961538461538459,6.961538461538459,6.961538461538459,6.961538461538459,6.961538461538459,6.961538461538459
Shanxi,open pit mine mining cost diesel cost,10.687382409252912,10.687382409252912,10.687382409252912,10.687382409252912,10.687382409252912,10.687382409252912,10.687382409252912,10.687382409252912,10.687382409252912,10.687382409252912,10.687382409252912,10.687382409252912,10.687382409252912,10.687382409252912,10.687382409252912,10.687382409252912,10.687382409252912,10.687382409252912,10.687382409252912,10.687382409252912,10.687382409252912,10.687382409252912,10.687382409252912,10.687382409252912,10.687382409252912,10.687382409252912,10.687382409252912
Shanxi,open pit mine mining cost labour productivity,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.495
Shanxi,open pit mine mining cost labour rate,15.75,15.75,15.75,15.75,15.75,15.75,15.75,15.75,15.75,15.75,15.75,15.75,15.75,15.75,15.75,15.75,15.75,15.75,15.75,15.75,15.75,15.75,15.75,15.75,15.75,15.75,15.75
Shanxi,open pit mine mining cost labour cost,7.79625,7.79625,7.79625,7.79625,7.79625,7.79625,7.79625,7.79625,7.79625,7.79625,7.79625,7.79625,7.79625,7.79625,7.79625,7.79625,7.79625,7.79625,7.79625,7.79625,7.79625,7.79625,7.79625,7.79625,7.79625,7.79625,7.79625
Shanxi,open pit mine mining cost freight cost,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shanxi,open pit mine mining cost other cost,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
Shanxi,open pit mine mining cost ore mining cost,22.248932789363995,22.248932789363995,22.248932789363995,22.248932789363995,22.248932789363995,22.248932789363995,22.248932789363995,22.248932789363995,22.248932789363995,22.248932789363995,22.248932789363995,22.248932789363995,22.248932789363995,22.248932789363995,22.248932789363995,22.248932789363995,22.248932789363995,22.248932789363995,22.248932789363995,22.248932789363995,22.248932789363995,22.248932789363995,22.248932789363995,22.248932789363995,22.248932789363995,22.248932789363995,22.248932789363995
Shanxi,open pit mine mining cost stripping ratio,7.5002881460492015,7.5002881460492015,7.5002881460492015,7.5002881460492015,7.5002881460492015,7.5002881460492015,7.5002881460492015,7.5002881460492015,7.5002881460492015,7.5002881460492015,7.5002881460492015,7.5002881460492015,7.5002881460492015,7.5002881460492015,7.5002881460492015,7.5002881460492015,7.5002881460492015,7.5002881460492015,7.5002881460492015,7.5002881460492015,7.5002881460492015,7.5002881460492015,7.5002881460492015,7.5002881460492015,7.5002881460492015,7.5002881460492015,7.5002881460492015
Shanxi,open pit mine mining cost waste production,7500.288146049202,7500.288146049202,7500.288146049202,7500.288146049202,7500.288146049202,7500.288146049202,7500.288146049202,7500.288146049202,7500.288146049202,7500.288146049202,7500.288146049202,7500.288146049202,7500.288146049202,7500.288146049202,7500.288146049202,7500.288146049202,7500.288146049202,7500.288146049202,7500.288146049202,7500.288146049202,7500.288146049202,7500.288146049202,7500.288146049202,7500.288146049202,7500.288146049202,7500.288146049202,7500.288146049202
Shanxi,open pit mine mining cost electricity consumption2,0.5187508157961486,0.5187508157961486,0.5187508157961486,0.5187508157961486,0.5187508157961486,0.5187508157961486,0.5187508157961486,0.5187508157961486,0.5187508157961486,0.5187508157961486,0.5187508157961486,0.5187508157961486,0.5187508157961486,0.5187508157961486,0.5187508157961486,0.5187508157961486,0.5187508157961486,0.5187508157961486,0.5187508157961486,0.5187508157961486,0.5187508157961486,0.5187508157961486,0.5187508157961486,0.5187508157961486,0.5187508157961486,0.5187508157961486,0.5187508157961486
Shanxi,open pit mine mining cost electricity price2,0.431168091168091,0.431168091168091,0.431168091168091,0.431168091168091,0.431168091168091,0.431168091168091,0.431168091168091,0.431168091168091,0.431168091168091,0.431168091168091,0.431168091168091,0.431168091168091,0.431168091168091,0.431168091168091,0.431168091168091,0.431168091168091,0.431168091168091,0.431168091168091,0.431168091168091,0.431168091168091,0.431168091168091,0.431168091168091,0.431168091168091,0.431168091168091,0.431168091168091,0.431168091168091,0.431168091168091
Shanxi,open pit mine mining cost electricity cost2,0.22366879903871537,0.22366879903871537,0.22366879903871537,0.22366879903871537,0.22366879903871537,0.22366879903871537,0.22366879903871537,0.22366879903871537,0.22366879903871537,0.22366879903871537,0.22366879903871537,0.22366879903871537,0.22366879903871537,0.22366879903871537,0.22366879903871537,0.22366879903871537,0.22366879903871537,0.22366879903871537,0.22366879903871537,0.22366879903871537,0.22366879903871537,0.22366879903871537,0.22366879903871537,0.22366879903871537,0.22366879903871537,0.22366879903871537,0.22366879903871537
Shanxi,open pit mine mining cost diesel usage2,0.7780613851109512,0.7780613851109512,0.7780613851109512,0.7780613851109512,0.7780613851109512,0.7780613851109512,0.7780613851109512,0.7780613851109512,0.7780613851109512,0.7780613851109512,0.7780613851109512,0.7780613851109512,0.7780613851109512,0.7780613851109512,0.7780613851109512,0.7780613851109512,0.7780613851109512,0.7780613851109512,0.7780613851109512,0.7780613851109512,0.7780613851109512,0.7780613851109512,0.7780613851109512,0.7780613851109512,0.7780613851109512,0.7780613851109512,0.7780613851109512
Shanxi,open pit mine mining cost diesel price2,6.961538461538459,6.961538461538459,6.961538461538459,6.961538461538459,6.961538461538459,6.961538461538459,6.961538461538459,6.961538461538459,6.961538461538459,6.961538461538459,6.961538461538459,6.961538461538459,6.961538461538459,6.961538461538459,6.961538461538459,6.961538461538459,6.961538461538459,6.961538461538459,6.961538461538459,6.961538461538459,6.961538461538459,6.961538461538459,6.961538461538459,6.961538461538459,6.961538461538459,6.961538461538459,6.961538461538459
Shanxi,open pit mine mining cost diesel cost2,5.416504257887774,5.416504257887774,5.416504257887774,5.416504257887774,5.416504257887774,5.416504257887774,5.416504257887774,5.416504257887774,5.416504257887774,5.416504257887774,5.416504257887774,5.416504257887774,5.416504257887774,5.416504257887774,5.416504257887774,5.416504257887774,5.416504257887774,5.416504257887774,5.416504257887774,5.416504257887774,5.416504257887774,5.416504257887774,5.416504257887774,5.416504257887774,5.416504257887774,5.416504257887774,5.416504257887774
Shanxi,open pit mine mining cost labour productivity2,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
Shanxi,open pit mine mining cost labour rate2,15.75,15.75,15.75,15.75,15.75,15.75,15.75,15.75,15.75,15.75,15.75,15.75,15.75,15.75,15.75,15.75,15.75,15.75,15.75,15.75,15.75,15.75,15.75,15.75,15.75,15.75,15.75
Shanxi,open pit mine mining cost labour cost2,1.96875,1.96875,1.96875,1.96875,1.96875,1.96875,1.96875,1.96875,1.96875,1.96875,1.96875,1.96875,1.96875,1.96875,1.96875,1.96875,1.96875,1.96875,1.96875,1.96875,1.96875,1.96875,1.96875,1.96875,1.96875,1.96875,1.96875
Shanxi,open pit mine mining cost other,-0.37508644381476053,-0.37508644381476053,-0.37508644381476053,-0.37508644381476053,-0.37508644381476053,-0.37508644381476053,-0.37508644381476053,-0.37508644381476053,-0.37508644381476053,-0.37508644381476053,-0.37508644381476053,-0.37508644381476053,-0.37508644381476053,-0.37508644381476053,-0.37508644381476053,-0.37508644381476053,-0.37508644381476053,-0.37508644381476053,-0.37508644381476053,-0.37508644381476053,-0.37508644381476053,-0.37508644381476053,-0.37508644381476053,-0.37508644381476053,-0.37508644381476053,-0.37508644381476053,-0.37508644381476053
Shanxi,open pit mine mining cost stripping cost,7.233836613111729,7.233836613111729,7.233836613111729,7.233836613111729,7.233836613111729,7.233836613111729,7.233836613111729,7.233836613111729,7.233836613111729,7.233836613111729,7.233836613111729,7.233836613111729,7.233836613111729,7.233836613111729,7.233836613111729,7.233836613111729,7.233836613111729,7.233836613111729,7.233836613111729,7.233836613111729,7.233836613111729,7.233836613111729,7.233836613111729,7.233836613111729,7.233836613111729,7.233836613111729,7.233836613111729
Shanxi,open pit mine mining cost total stripping cost,54.2558589997786,54.2558589997786,54.2558589997786,54.2558589997786,54.2558589997786,54.2558589997786,54.2558589997786,54.2558589997786,54.2558589997786,54.2558589997786,54.2558589997786,54.2558589997786,54.2558589997786,54.2558589997786,54.2558589997786,54.2558589997786,54.2558589997786,54.2558589997786,54.2558589997786,54.2558589997786,54.2558589997786,54.2558589997786,54.2558589997786,54.2558589997786,54.2558589997786,54.2558589997786,54.2558589997786
Shanxi,open pit mine mining cost open pit mining cost,76.5047917891426,76.5047917891426,76.5047917891426,76.5047917891426,76.5047917891426,76.5047917891426,76.5047917891426,76.5047917891426,76.5047917891426,76.5047917891426,76.5047917891426,76.5047917891426,76.5047917891426,76.5047917891426,76.5047917891426,76.5047917891426,76.5047917891426,76.5047917891426,76.5047917891426,76.5047917891426,76.5047917891426,76.5047917891426,76.5047917891426,76.5047917891426,76.5047917891426,76.5047917891426,76.5047917891426
Shanxi,open pit mine dressing cost automation and electricity usage low,4.932760014891857,4.932760014891857,4.932760014891857,4.932760014891857,4.932760014891857,4.932760014891857,4.932760014891857,4.932760014891857,4.932760014891857,4.932760014891857,4.932760014891857,4.932760014891857,4.932760014891857,4.932760014891857,4.932760014891857,4.932760014891857,4.932760014891857,4.932760014891857,4.932760014891857,4.932760014891857,4.932760014891857,4.932760014891857,4.932760014891857,4.932760014891857,4.932760014891857,4.932760014891857,4.932760014891857
Shanxi,open pit mine dressing cost automation and electricity usage medium,5.5493550167533385,5.5493550167533385,5.5493550167533385,5.5493550167533385,5.5493550167533385,5.5493550167533385,5.5493550167533385,5.5493550167533385,5.5493550167533385,5.5493550167533385,5.5493550167533385,5.5493550167533385,5.5493550167533385,5.5493550167533385,5.5493550167533385,5.5493550167533385,5.5493550167533385,5.5493550167533385,5.5493550167533385,5.5493550167533385,5.5493550167533385,5.5493550167533385,5.5493550167533385,5.5493550167533385,5.5493550167533385,5.5493550167533385,5.5493550167533385
Shanxi,open pit mine dressing cost automation and electricity usage high,6.16595001861482,6.16595001861482,6.16595001861482,6.16595001861482,6.16595001861482,6.16595001861482,6.16595001861482,6.16595001861482,6.16595001861482,6.16595001861482,6.16595001861482,6.16595001861482,6.16595001861482,6.16595001861482,6.16595001861482,6.16595001861482,6.16595001861482,6.16595001861482,6.16595001861482,6.16595001861482,6.16595001861482,6.16595001861482,6.16595001861482,6.16595001861482,6.16595001861482,6.16595001861482,6.16595001861482
Shanxi,open pit mine dressing cost electricity consumption,5.5493550167533385,5.5493550167533385,5.5493550167533385,5.5493550167533385,5.5493550167533385,5.5493550167533385,5.5493550167533385,5.5493550167533385,5.5493550167533385,5.5493550167533385,5.5493550167533385,5.5493550167533385,5.5493550167533385,5.5493550167533385,5.5493550167533385,5.5493550167533385,5.5493550167533385,5.5493550167533385,5.5493550167533385,5.5493550167533385,5.5493550167533385,5.5493550167533385,5.5493550167533385,5.5493550167533385,5.5493550167533385,5.5493550167533385,5.5493550167533385
Shanxi,open pit mine dressing cost electricity price,0.431168091168091,0.431168091168091,0.431168091168091,0.431168091168091,0.431168091168091,0.431168091168091,0.431168091168091,0.431168091168091,0.431168091168091,0.431168091168091,0.431168091168091,0.431168091168091,0.431168091168091,0.431168091168091,0.431168091168091,0.431168091168091,0.431168091168091,0.431168091168091,0.431168091168091,0.431168091168091,0.431168091168091,0.431168091168091,0.431168091168091,0.431168091168091,0.431168091168091,0.431168091168091,0.431168091168091
Shanxi,open pit mine dressing cost electricity cost,2.392704809787607,2.392704809787607,2.392704809787607,2.392704809787607,2.392704809787607,2.392704809787607,2.392704809787607,2.392704809787607,2.392704809787607,2.392704809787607,2.392704809787607,2.392704809787607,2.392704809787607,2.392704809787607,2.392704809787607,2.392704809787607,2.392704809787607,2.392704809787607,2.392704809787607,2.392704809787607,2.392704809787607,2.392704809787607,2.392704809787607,2.392704809787607,2.392704809787607,2.392704809787607,2.392704809787607
Shanxi,open pit mine dressing cost automation and labour productivity low,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08
Shanxi,open pit mine dressing cost automation and labour productivity medium,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07
Shanxi,open pit mine dressing cost automation and labour productivity high,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06
Shanxi,open pit mine dressing cost labour productivity,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07
Shanxi,open pit mine dressing cost labour rate,15.75,15.75,15.75,15.75,15.75,15.75,15.75,15.75,15.75,15.75,15.75,15.75,15.75,15.75,15.75,15.75,15.75,15.75,15.75,15.75,15.75,15.75,15.75,15.75,15.75,15.75,15.75
Shanxi,open pit mine dressing cost labour cost,1.1025,1.1025,1.1025,1.1025,1.1025,1.1025,1.1025,1.1025,1.1025,1.1025,1.1025,1.1025,1.1025,1.1025,1.1025,1.1025,1.1025,1.1025,1.1025,1.1025,1.1025,1.1025,1.1025,1.1025,1.1025,1.1025,1.1025
Shanxi,open pit mine dressing cost auxillary material cost,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shanxi,open pit mine dressing cost total dressing cost,3.495204809787607,3.495204809787607,3.495204809787607,3.495204809787607,3.495204809787607,3.495204809787607,3.495204809787607,3.495204809787607,3.495204809787607,3.495204809787607,3.495204809787607,3.495204809787607,3.495204809787607,3.495204809787607,3.495204809787607,3.495204809787607,3.495204809787607,3.495204809787607,3.495204809787607,3.495204809787607,3.495204809787607,3.495204809787607,3.495204809787607,3.495204809787607,3.495204809787607,3.495204809787607,3.495204809787607
Shanxi,underground mining cost automation and electricity usage low,9.844898471678563,9.844898471678563,9.844898471678563,9.844898471678563,9.844898471678563,9.844898471678563,9.844898471678563,9.844898471678563,9.844898471678563,9.844898471678563,9.844898471678563,9.844898471678563,9.844898471678563,9.844898471678563,9.844898471678563,9.844898471678563,9.844898471678563,9.844898471678563,9.844898471678563,9.844898471678563,9.844898471678563,9.844898471678563,9.844898471678563,9.844898471678563,9.844898471678563,9.844898471678563,9.844898471678563
Shanxi,underground mining cost automation and electricity usage medium,17.10852283442525,17.10852283442525,17.10852283442525,17.10852283442525,17.10852283442525,17.10852283442525,17.10852283442525,17.10852283442525,17.10852283442525,17.10852283442525,17.10852283442525,17.10852283442525,17.10852283442525,17.10852283442525,17.10852283442525,17.10852283442525,17.10852283442525,17.10852283442525,17.10852283442525,17.10852283442525,17.10852283442525,17.10852283442525,17.10852283442525,17.10852283442525,17.10852283442525,17.10852283442525,17.10852283442525
Shanxi,underground mining cost automation and electricity usage high,23.177215743851924,23.177215743851924,23.177215743851924,23.177215743851924,23.177215743851924,23.177215743851924,23.177215743851924,23.177215743851924,23.177215743851924,23.177215743851924,23.177215743851924,23.177215743851924,23.177215743851924,23.177215743851924,23.177215743851924,23.177215743851924,23.177215743851924,23.177215743851924,23.177215743851924,23.177215743851924,23.177215743851924,23.177215743851924,23.177215743851924,23.177215743851924,23.177215743851924,23.177215743851924,23.177215743851924
Shanxi,underground mining cost size factor,17.10852283442525,17.10852283442525,17.10852283442525,17.10852283442525,17.10852283442525,17.10852283442525,17.10852283442525,17.10852283442525,17.10852283442525,17.10852283442525,17.10852283442525,17.10852283442525,17.10852283442525,17.10852283442525,17.10852283442525,17.10852283442525,17.10852283442525,17.10852283442525,17.10852283442525,17.10852283442525,17.10852283442525,17.10852283442525,17.10852283442525,17.10852283442525,17.10852283442525,17.10852283442525,17.10852283442525
Shanxi,underground mining cost depth factor1,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996
Shanxi,underground mining cost electricity consumption,17.04008874308755,17.04008874308755,17.04008874308755,17.04008874308755,17.04008874308755,17.04008874308755,17.04008874308755,17.04008874308755,17.04008874308755,17.04008874308755,17.04008874308755,17.04008874308755,17.04008874308755,17.04008874308755,17.04008874308755,17.04008874308755,17.04008874308755,17.04008874308755,17.04008874308755,17.04008874308755,17.04008874308755,17.04008874308755,17.04008874308755,17.04008874308755,17.04008874308755,17.04008874308755,17.04008874308755
Shanxi,underground mining cost electricity price,0.431168091168091,0.431168091168091,0.431168091168091,0.431168091168091,0.431168091168091,0.431168091168091,0.431168091168091,0.431168091168091,0.431168091168091,0.431168091168091,0.431168091168091,0.431168091168091,0.431168091168091,0.431168091168091,0.431168091168091,0.431168091168091,0.431168091168091,0.431168091168091,0.431168091168091,0.431168091168091,0.431168091168091,0.431168091168091,0.431168091168091,0.431168091168091,0.431168091168091,0.431168091168091,0.431168091168091
Shanxi,underground mining cost electricity cost,7.347142536691935,7.347142536691935,7.347142536691935,7.347142536691935,7.347142536691935,7.347142536691935,7.347142536691935,7.347142536691935,7.347142536691935,7.347142536691935,7.347142536691935,7.347142536691935,7.347142536691935,7.347142536691935,7.347142536691935,7.347142536691935,7.347142536691935,7.347142536691935,7.347142536691935,7.347142536691935,7.347142536691935,7.347142536691935,7.347142536691935,7.347142536691935,7.347142536691935,7.347142536691935,7.347142536691935
Shanxi,underground mining cost automation and productivity low,0.8632330026060748,0.8632330026060748,0.8632330026060748,0.8632330026060748,0.8632330026060748,0.8632330026060748,0.8632330026060748,0.8632330026060748,0.8632330026060748,0.8632330026060748,0.8632330026060748,0.8632330026060748,0.8632330026060748,0.8632330026060748,0.8632330026060748,0.8632330026060748,0.8632330026060748,0.8632330026060748,0.8632330026060748,0.8632330026060748,0.8632330026060748,0.8632330026060748,0.8632330026060748,0.8632330026060748,0.8632330026060748,0.8632330026060748,0.8632330026060748
Shanxi,underground mining cost automation and productivity medium,0.6563284871848658,0.6563284871848658,0.6563284871848658,0.6563284871848658,0.6563284871848658,0.6563284871848658,0.6563284871848658,0.6563284871848658,0.6563284871848658,0.6563284871848658,0.6563284871848658,0.6563284871848658,0.6563284871848658,0.6563284871848658,0.6563284871848658,0.6563284871848658,0.6563284871848658,0.6563284871848658,0.6563284871848658,0.6563284871848658,0.6563284871848658,0.6563284871848658,0.6563284871848658,0.6563284871848658,0.6563284871848658,0.6563284871848658,0.6563284871848658
Shanxi,underground mining cost automation and productivity high,0.47260515151755716,0.47260515151755716,0.47260515151755716,0.47260515151755716,0.47260515151755716,0.47260515151755716,0.47260515151755716,0.47260515151755716,0.47260515151755716,0.47260515151755716,0.47260515151755716,0.47260515151755716,0.47260515151755716,0.47260515151755716,0.47260515151755716,0.47260515151755716,0.47260515151755716,0.47260515151755716,0.47260515151755716,0.47260515151755716,0.47260515151755716,0.47260515151755716,0.47260515151755716,0.47260515151755716,0.47260515151755716,0.47260515151755716,0.47260515151755716
Shanxi,underground mining cost depth factor2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Shanxi,underground mining cost automation factor,0.6563284871848658,0.6563284871848658,0.6563284871848658,0.6563284871848658,0.6563284871848658,0.6563284871848658,0.6563284871848658,0.6563284871848658,0.6563284871848658,0.6563284871848658,0.6563284871848658,0.6563284871848658,0.6563284871848658,0.6563284871848658,0.6563284871848658,0.6563284871848658,0.6563284871848658,0.6563284871848658,0.6563284871848658,0.6563284871848658,0.6563284871848658,0.6563284871848658,0.6563284871848658,0.6563284871848658,0.6563284871848658,0.6563284871848658,0.6563284871848658
Shanxi,underground mining cost labour productivity,1.5126569743697316,1.5126569743697316,1.5126569743697316,1.5126569743697316,1.5126569743697316,1.5126569743697316,1.5126569743697316,1.5126569743697316,1.5126569743697316,1.5126569743697316,1.5126569743697316,1.5126569743697316,1.5126569743697316,1.5126569743697316,1.5126569743697316,1.5126569743697316,1.5126569743697316,1.5126569743697316,1.5126569743697316,1.5126569743697316,1.5126569743697316,1.5126569743697316,1.5126569743697316,1.5126569743697316,1.5126569743697316,1.5126569743697316,1.5126569743697316
Shanxi,underground mining cost labour price,21.749999999999996,21.749999999999996,21.749999999999996,21.749999999999996,21.749999999999996,21.749999999999996,21.749999999999996,21.749999999999996,21.749999999999996,21.749999999999996,21.749999999999996,21.749999999999996,21.749999999999996,21.749999999999996,21.749999999999996,21.749999999999996,21.749999999999996,21.749999999999996,21.749999999999996,21.749999999999996,21.749999999999996,21.749999999999996,21.749999999999996,21.749999999999996,21.749999999999996,21.749999999999996,21.749999999999996
Shanxi,underground mining cost labour cost,32.900289192541656,32.900289192541656,32.900289192541656,32.900289192541656,32.900289192541656,32.900289192541656,32.900289192541656,32.900289192541656,32.900289192541656,32.900289192541656,32.900289192541656,32.900289192541656,32.900289192541656,32.900289192541656,32.900289192541656,32.900289192541656,32.900289192541656,32.900289192541656,32.900289192541656,32.900289192541656,32.900289192541656,32.900289192541656,32.900289192541656,32.900289192541656,32.900289192541656,32.900289192541656,32.900289192541656
