refinery,province,category,technology,ownership,owner,bauxite,Factor X,Alumina Grade,A/S,open stock,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031
Shenhuo,Guizhou,Henan,Sintering,Shenhuo,Shenhuo,Domestic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shenhuo,Henan,Henan,Sintering,Shenhuo,Shenhuo,Domestic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shenhuo,Shanxi,Henan,Sintering,Shenhuo,Shenhuo,Domestic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shenhuo,Other,Henan,Sintering,Shenhuo,Shenhuo,Domestic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wanji,Guangxi,Henan,H-B,Wanji Holdings,Other,Domestic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wanji,Guizhou,Henan,H-B,Wanji Holdings,Other,Domestic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wanji,Henan,Henan,H-B,Wanji Holdings,Other,Domestic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wanji,Shanxi,Henan,H-B,Wanji Holdings,Other,Domestic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wanji,Other,Henan,H-B,Wanji Holdings,Other,Domestic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wanji import,Guangxi,Henan,L-B,Wanji Holdings,Other,Imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wanji import,Guizhou,Henan,L-B,Wanji Holdings,Other,Imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wanji import,Henan,Henan,L-B,Wanji Holdings,Other,Imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wanji import,Shanxi,Henan,L-B,Wanji Holdings,Other,Imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wanji import,Other,Henan,L-B,Wanji Holdings,Other,Imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weilai,Guangxi,Henan,H-B,Private,Other,Domestic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weilai,Guizhou,Henan,H-B,Private,Other,Domestic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weilai,Henan,Henan,H-B,Private,Other,Domestic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weilai,Shanxi,Henan,H-B,Private,Other,Domestic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weilai,Other,Henan,H-B,Private,Other,Domestic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yifeng Gongyi (Yulian Xinya),Guangxi,Henan,H-B,Private,Other,Domestic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yifeng Gongyi (Yulian Xinya),Guizhou,Henan,H-B,Private,Other,Domestic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yifeng Gongyi (Yulian Xinya),Henan,Henan,H-B,Private,Other,Domestic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yifeng Gongyi (Yulian Xinya),Shanxi,Henan,H-B,Private,Other,Domestic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yifeng Gongyi (Yulian Xinya),Other,Henan,H-B,Private,Other,Domestic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yima Yixiang,Guangxi,Henan,"H-B, CGA","Jinjiang, Yima Coal Group",Jinjiang,Domestic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yima Yixiang,Guizhou,Henan,"H-B, CGA","Jinjiang, Yima Coal Group",Jinjiang,Domestic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yima Yixiang,Henan,Henan,"H-B, CGA","Jinjiang, Yima Coal Group",Jinjiang,Domestic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yima Yixiang,Shanxi,Henan,"H-B, CGA","Jinjiang, Yima Coal Group",Jinjiang,Domestic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yima Yixiang,Other,Henan,"H-B, CGA","Jinjiang, Yima Coal Group",Jinjiang,Domestic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhongmei,Guangxi,Henan,"H-B, Sweetening","Yongmei Group, Wuzhou Aluminium, Dengfeng Electric Power Corporation",Other,Domestic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhongmei,Guizhou,Henan,"H-B, Sweetening","Yongmei Group, Wuzhou Aluminium, Dengfeng Electric Power Corporation",Other,Domestic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhongmei,Henan,Henan,"H-B, Sweetening","Yongmei Group, Wuzhou Aluminium, Dengfeng Electric Power Corporation",Other,Domestic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhongmei,Shanxi,Henan,"H-B, Sweetening","Yongmei Group, Wuzhou Aluminium, Dengfeng Electric Power Corporation",Other,Domestic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhongmei,Other,Henan,"H-B, Sweetening","Yongmei Group, Wuzhou Aluminium, Dengfeng Electric Power Corporation",Other,Domestic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaoxing,Guangxi,Henan,H-B,Private,Other,Domestic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaoxing,Guizhou,Henan,H-B,Private,Other,Domestic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaoxing,Henan,Henan,H-B,Private,Other,Domestic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaoxing,Shanxi,Henan,H-B,Private,Other,Domestic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaoxing,Other,Henan,H-B,Private,Other,Domestic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhongchao,Guangxi,Henan,H-B,Private,Other,Domestic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhongchao,Guizhou,Henan,H-B,Private,Other,Domestic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhongchao,Henan,Henan,H-B,Private,Other,Domestic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhongchao,Shanxi,Henan,H-B,Private,Other,Domestic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhongchao,Other,Henan,H-B,Private,Other,Domestic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jialu Xianfeng,Guangxi,Hubei,H-B,Private,Other,Domestic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jialu Xianfeng,Guizhou,Hubei,H-B,Private,Other,Domestic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jialu Xianfeng,Henan,Hubei,H-B,Private,Other,Domestic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jialu Xianfeng,Shanxi,Hubei,H-B,Private,Other,Domestic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jialu Xianfeng,Other,Hubei,H-B,Private,Other,Domestic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jinshi,Guangxi,Hubei,H-B,Private,Other,Domestic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jinshi,Guizhou,Hubei,H-B,Private,Other,Domestic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jinshi,Henan,Hubei,H-B,Private,Other,Domestic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jinshi,Shanxi,Hubei,H-B,Private,Other,Domestic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jinshi,Other,Hubei,H-B,Private,Other,Domestic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huixiang,Guangxi,Hunan,H-B,Private,Other,Domestic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huixiang,Guizhou,Hunan,H-B,Private,Other,Domestic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huixiang,Henan,Hunan,H-B,Private,Other,Domestic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huixiang,Shanxi,Hunan,H-B,Private,Other,Domestic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huixiang,Other,Hunan,H-B,Private,Other,Domestic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xinwang L-B,Guangxi,Inner Mongolia,L-B,BXG,Other,Imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xinwang L-B,Guizhou,Inner Mongolia,L-B,BXG,Other,Imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xinwang L-B,Henan,Inner Mongolia,L-B,BXG,Other,Imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xinwang L-B,Shanxi,Inner Mongolia,L-B,BXG,Other,Imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xinwang L-B,Other,Inner Mongolia,L-B,BXG,Other,Imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xinwang H-B,Guangxi,Inner Mongolia,H-B,BXG,Other,Domestic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xinwang H-B,Guizhou,Inner Mongolia,H-B,BXG,Other,Domestic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xinwang H-B,Henan,Inner Mongolia,H-B,BXG,Other,Domestic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xinwang H-B,Shanxi,Inner Mongolia,H-B,BXG,Other,Domestic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xinwang H-B,Other,Inner Mongolia,H-B,BXG,Other,Domestic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Datang Tuoketuo Fly Ash,Guangxi,Inner Mongolia,fly ash,Private,Other,Fly ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Datang Tuoketuo Fly Ash,Guizhou,Inner Mongolia,fly ash,Private,Other,Fly ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Datang Tuoketuo Fly Ash,Henan,Inner Mongolia,fly ash,Private,Other,Fly ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Datang Tuoketuo Fly Ash,Shanxi,Inner Mongolia,fly ash,Private,Other,Fly ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Datang Tuoketuo Fly Ash,Other,Inner Mongolia,fly ash,Private,Other,Fly ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mengxi Fly Ash,Guangxi,Inner Mongolia,fly ash,Private,Other,Fly ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mengxi Fly Ash,Guizhou,Inner Mongolia,fly ash,Private,Other,Fly ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mengxi Fly Ash,Henan,Inner Mongolia,fly ash,Private,Other,Fly ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mengxi Fly Ash,Shanxi,Inner Mongolia,fly ash,Private,Other,Fly ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mengxi Fly Ash,Other,Inner Mongolia,fly ash,Private,Other,Fly ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mengxi import,Guangxi,Inner Mongolia,L-B,Private,Other,Imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mengxi import,Guizhou,Inner Mongolia,L-B,Private,Other,Imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mengxi import,Henan,Inner Mongolia,L-B,Private,Other,Imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mengxi import,Shanxi,Inner Mongolia,L-B,Private,Other,Imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mengxi import,Other,Inner Mongolia,L-B,Private,Other,Imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qihui H-B,Guangxi,Inner Mongolia,H-B,Jinguotou,Other,Imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qihui H-B,Guizhou,Inner Mongolia,H-B,Jinguotou,Other,Imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qihui H-B,Henan,Inner Mongolia,H-B,Jinguotou,Other,Imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qihui H-B,Shanxi,Inner Mongolia,H-B,Jinguotou,Other,Imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qihui H-B,Other,Inner Mongolia,H-B,Jinguotou,Other,Imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qihui L-B,Guangxi,Inner Mongolia,L-B,Jinguotou,Other,Imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qihui L-B,Guizhou,Inner Mongolia,L-B,Jinguotou,Other,Imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qihui L-B,Henan,Inner Mongolia,L-B,Jinguotou,Other,Imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qihui L-B,Shanxi,Inner Mongolia,L-B,Jinguotou,Other,Imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qihui L-B,Other,Inner Mongolia,L-B,Jinguotou,Other,Imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jinjiang Lianyungang,Guangxi,Jiangsu,L-B,Jinjiang,Jinjiang,Imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jinjiang Lianyungang,Guizhou,Jiangsu,L-B,Jinjiang,Jinjiang,Imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jinjiang Lianyungang,Henan,Jiangsu,L-B,Jinjiang,Jinjiang,Imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jinjiang Lianyungang,Shanxi,Jiangsu,L-B,Jinjiang,Jinjiang,Imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jinjiang Lianyungang,Other,Jiangsu,L-B,Jinjiang,Jinjiang,Imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chalco Lianyungang,Guangxi,Jiangsu,L-B,Chalco,Chalco,Imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chalco Lianyungang,Guizhou,Jiangsu,L-B,Chalco,Chalco,Imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chalco Lianyungang,Henan,Jiangsu,L-B,Chalco,Chalco,Imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chalco Lianyungang,Shanxi,Jiangsu,L-B,Chalco,Chalco,Imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chalco Lianyungang,Other,Jiangsu,L-B,Chalco,Chalco,Imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chalco Shandong L-B,Guangxi,Shandong,L-B,Chalco,Chalco,Imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chalco Shandong L-B,Guizhou,Shandong,L-B,Chalco,Chalco,Imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chalco Shandong L-B,Henan,Shandong,L-B,Chalco,Chalco,Imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chalco Shandong L-B,Shanxi,Shandong,L-B,Chalco,Chalco,Imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chalco Shandong L-B,Other,Shandong,L-B,Chalco,Chalco,Imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chalco Shandong sinter,Guangxi,Shandong,Sintering,Chalco,Chalco,Domestic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chalco Shandong sinter,Guizhou,Shandong,Sintering,Chalco,Chalco,Domestic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chalco Shandong sinter,Henan,Shandong,Sintering,Chalco,Chalco,Domestic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chalco Shandong sinter,Shanxi,Shandong,Sintering,Chalco,Chalco,Domestic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chalco Shandong sinter,Other,Shandong,Sintering,Chalco,Chalco,Domestic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chalco Shandong sinter import,Guangxi,Shandong,L-B,Chalco,Chalco,Imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chalco Shandong sinter import,Guizhou,Shandong,L-B,Chalco,Chalco,Imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chalco Shandong sinter import,Henan,Shandong,L-B,Chalco,Chalco,Imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chalco Shandong sinter import,Shanxi,Shandong,L-B,Chalco,Chalco,Imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chalco Shandong sinter import,Other,Shandong,L-B,Chalco,Chalco,Imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiping Xinfa L-B,Guangxi,Shandong,L-B,Xinfa,Xinfa,Imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiping Xinfa L-B,Guizhou,Shandong,L-B,Xinfa,Xinfa,Imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiping Xinfa L-B,Henan,Shandong,L-B,Xinfa,Xinfa,Imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiping Xinfa L-B,Shanxi,Shandong,L-B,Xinfa,Xinfa,Imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiping Xinfa L-B,Other,Shandong,L-B,Xinfa,Xinfa,Imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiping Xinfa H-B,Guangxi,Shandong,H-B,Xinfa,Xinfa,Imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiping Xinfa H-B,Guizhou,Shandong,H-B,Xinfa,Xinfa,Imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiping Xinfa H-B,Henan,Shandong,H-B,Xinfa,Xinfa,Imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiping Xinfa H-B,Shanxi,Shandong,H-B,Xinfa,Xinfa,Imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiping Xinfa H-B,Other,Shandong,H-B,Xinfa,Xinfa,Imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lubei,Guangxi,Shandong,L-B,Lubei Group,Jinjiang,Imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lubei,Guizhou,Shandong,L-B,Lubei Group,Jinjiang,Imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lubei,Henan,Shandong,L-B,Lubei Group,Jinjiang,Imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lubei,Shanxi,Shandong,L-B,Lubei Group,Jinjiang,Imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lubei,Other,Shandong,L-B,Lubei Group,Jinjiang,Imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nanshan Donghai H-B,Guangxi,Shandong,H-B,Nanshan Group,Nanshan,Imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nanshan Donghai H-B,Guizhou,Shandong,H-B,Nanshan Group,Nanshan,Imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nanshan Donghai H-B,Henan,Shandong,H-B,Nanshan Group,Nanshan,Imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nanshan Donghai H-B,Shanxi,Shandong,H-B,Nanshan Group,Nanshan,Imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nanshan Donghai H-B,Other,Shandong,H-B,Nanshan Group,Nanshan,Imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nanshan Donghai L-B,Guangxi,Shandong,L-B,Nanshan Group,Nanshan,Imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nanshan Donghai L-B,Guizhou,Shandong,L-B,Nanshan Group,Nanshan,Imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nanshan Donghai L-B,Henan,Shandong,L-B,Nanshan Group,Nanshan,Imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nanshan Donghai L-B,Shanxi,Shandong,L-B,Nanshan Group,Nanshan,Imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nanshan Donghai L-B,Other,Shandong,L-B,Nanshan Group,Nanshan,Imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bochuang,Guangxi,Shandong,L-B,Chuangxin Group,Other,Imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bochuang,Guizhou,Shandong,L-B,Chuangxin Group,Other,Imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bochuang,Henan,Shandong,L-B,Chuangxin Group,Other,Imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bochuang,Shanxi,Shandong,L-B,Chuangxin Group,Other,Imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bochuang,Other,Shandong,L-B,Chuangxin Group,Other,Imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nanhan,Guangxi,Shandong,L-B,Private,Other,Imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nanhan,Guizhou,Shandong,L-B,Private,Other,Imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nanhan,Henan,Shandong,L-B,Private,Other,Imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nanhan,Shanxi,Shandong,L-B,Private,Other,Imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nanhan,Other,Shandong,L-B,Private,Other,Imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weiqiao - Binzhou L-B,Guangxi,Shandong,L-B,Weiqiao,Weiqiao,Imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weiqiao - Binzhou L-B,Guizhou,Shandong,L-B,Weiqiao,Weiqiao,Imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weiqiao - Binzhou L-B,Henan,Shandong,L-B,Weiqiao,Weiqiao,Imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weiqiao - Binzhou L-B,Shanxi,Shandong,L-B,Weiqiao,Weiqiao,Imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weiqiao - Binzhou L-B,Other,Shandong,L-B,Weiqiao,Weiqiao,Imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weiqiao - Binzhou H-B,Guangxi,Shandong,H-B,Weiqiao,Weiqiao,Imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weiqiao - Binzhou H-B,Guizhou,Shandong,H-B,Weiqiao,Weiqiao,Imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weiqiao - Binzhou H-B,Henan,Shandong,H-B,Weiqiao,Weiqiao,Imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weiqiao - Binzhou H-B,Shanxi,Shandong,H-B,Weiqiao,Weiqiao,Imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weiqiao - Binzhou H-B,Other,Shandong,H-B,Weiqiao,Weiqiao,Imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weiqiao-Wudi-Zhanhua L-B,Guangxi,Shandong,L-B,Weiqiao,Weiqiao,Imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weiqiao-Wudi-Zhanhua L-B,Guizhou,Shandong,L-B,Weiqiao,Weiqiao,Imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weiqiao-Wudi-Zhanhua L-B,Henan,Shandong,L-B,Weiqiao,Weiqiao,Imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weiqiao-Wudi-Zhanhua L-B,Shanxi,Shandong,L-B,Weiqiao,Weiqiao,Imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weiqiao-Wudi-Zhanhua L-B,Other,Shandong,L-B,Weiqiao,Weiqiao,Imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weiqiao-Wudi-Zhanhua H-B,Guangxi,Shandong,H-B,Weiqiao,Weiqiao,Imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weiqiao-Wudi-Zhanhua H-B,Guizhou,Shandong,H-B,Weiqiao,Weiqiao,Imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weiqiao-Wudi-Zhanhua H-B,Henan,Shandong,H-B,Weiqiao,Weiqiao,Imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weiqiao-Wudi-Zhanhua H-B,Shanxi,Shandong,H-B,Weiqiao,Weiqiao,Imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weiqiao-Wudi-Zhanhua H-B,Other,Shandong,H-B,Weiqiao,Weiqiao,Imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aokaida,Guangxi,Shanxi,H-B,Aokaida,Other,Domestic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aokaida,Guizhou,Shanxi,H-B,Aokaida,Other,Domestic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aokaida,Henan,Shanxi,H-B,Aokaida,Other,Domestic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aokaida,Shanxi,Shanxi,H-B,Aokaida,Other,Domestic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aokaida,Other,Shanxi,H-B,Aokaida,Other,Domestic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chalco Lvliang (Xing),Guangxi,Shanxi,H-B,Chalco,Chalco,Domestic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chalco Lvliang (Xing),Guizhou,Shanxi,H-B,Chalco,Chalco,Domestic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chalco Lvliang (Xing),Henan,Shanxi,H-B,Chalco,Chalco,Domestic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chalco Lvliang (Xing),Shanxi,Shanxi,H-B,Chalco,Chalco,Domestic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chalco Lvliang (Xing),Other,Shanxi,H-B,Chalco,Chalco,Domestic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chalco Shanxi,Guangxi,Shanxi,"H-B (Lime), sinter",Chalco,Chalco,Domestic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chalco Shanxi,Guizhou,Shanxi,"H-B (Lime), sinter",Chalco,Chalco,Domestic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chalco Shanxi,Henan,Shanxi,"H-B (Lime), sinter",Chalco,Chalco,Domestic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chalco Shanxi,Shanxi,Shanxi,"H-B (Lime), sinter",Chalco,Chalco,Domestic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chalco Shanxi,Other,Shanxi,"H-B (Lime), sinter",Chalco,Chalco,Domestic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chalco Shanxi import,Guangxi,Shanxi,L-B,Chalco,Chalco,Imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chalco Shanxi import,Guizhou,Shanxi,L-B,Chalco,Chalco,Imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
