,nan_1,nan_1,Ref. No.,Refinery,Refinery Province,Refinery Province Category,Technology,Refinery Ownership,Owner,Bauxite Source,Bauxite Self Supply,Bauxite Origin Province,Bauxite Origin Province Category,Bauxite Origin County,nan_1,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,nan_1,2018_1,2019_1,2020_1,2021_1,2022_1,2023_1,2024_1,2025_1,2026_1,2027_1,2028_1,2029_1,2030_1,2031_1
,,,31,Weilai,Henan,Henan,H-B,Private,Other,Domestic,0,Henan,General 3rd Party Domestic Supply,-,,240.8892058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.408892058,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,32,Yifeng Gongyi (Yulian Xinya),Henan,Henan,H-B,Private,Other,Domestic,0,Henan,General 3rd Party Domestic Supply,-,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,33,Yima Yixiang,Henan,Henan,"H-B, CGA","Jinjiang, Yima Coal Group",Jinjiang,Domestic,0,Henan,General 3rd Party Domestic Supply,-,,0.0,0.0,0.0,0.0,687.2779084499999,522.03514734,341.28955425,138.0926211,69.90555513000001,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,2.545473735,2.485881654,2.275263695,2.301543685,2.330185171,0,0,0,0,0
,,,34,Zhongmei,Henan,Henan,"H-B, Sweetening","Yongmei Group, Wuzhou Aluminium, Dengfeng Electric Power Corporation",Other,Domestic,0,Henan,General 3rd Party Domestic Supply,-,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,35,Shaoxing,Henan,Henan,H-B,Private,Other,Domestic,0,Henan,General 3rd Party Domestic Supply,-,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,36,Zhongchao,Henan,Henan,H-B,Private,Other,Domestic,0,Henan,General 3rd Party Domestic Supply,-,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,37,Jialu Xianfeng,Hubei,Other,H-B,Private,Other,Domestic,0,Other,General 3rd Party Domestic Supply,-,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,38,Jinshi,Hubei,Other,H-B,Private,Other,Domestic,0,Other,General 3rd Party Domestic Supply,-,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,39,Huixiang,Hunan,Other,H-B,Private,Other,Domestic,0,Other,General 3rd Party Domestic Supply,-,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,40.1,Xinwang L-B,Inner Mongolia,Other,L-B,BXG,Other,Imported,0,Other,General 3rd Party Domestic Supply,-,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,40.2,Xinwang H-B,Inner Mongolia,Other,H-B,BXG,Other,Domestic,0,Other,General 3rd Party Domestic Supply,-,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,41,Datang Tuoketuo Fly Ash,Inner Mongolia,Other,fly ash,Private,Other,Fly ash,0,Other,General 3rd Party Domestic Supply,-,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,42.1,Mengxi Fly Ash,Inner Mongolia,Other,fly ash,Private,Other,Fly ash,0,Other,General 3rd Party Domestic Supply,-,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,42.2,Mengxi import,Inner Mongolia,Other,L-B,Private,Other,Imported,0,Other,General 3rd Party Domestic Supply,-,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,43.1,Qihui H-B,Inner Mongolia,Other,H-B,Jinguotou,Other,Imported,0,Other,General 3rd Party Domestic Supply,-,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,43.2,Qihui L-B,Inner Mongolia,Other,L-B,Jinguotou,Other,Imported,0,Other,General 3rd Party Domestic Supply,-,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,44,Jinjiang Lianyungang,Jiangsu,Other,L-B,Jinjiang,Jinjiang,Imported,0,Other,General 3rd Party Domestic Supply,-,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,45,Chalco Lianyungang,Jiangsu,Other,L-B,Chalco,Chalco,Imported,0,Other,General 3rd Party Domestic Supply,-,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,46.1,Chalco Shandong L-B,Shandong,Other,L-B,Chalco,Chalco,Imported,0,Other,General 3rd Party Domestic Supply,-,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,46.2,Chalco Shandong sinter,Shandong,Other,Sintering,Chalco,Chalco,Domestic,0,Other,General 3rd Party Domestic Supply,-,,1714.7814131000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.449687733,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,46.3,Chalco Shandong sinter import,Shandong,Other,L-B,Chalco,Chalco,Imported,0,Other,General 3rd Party Domestic Supply,-,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,47.1,Chiping Xinfa L-B,Shandong,Other,L-B,Xinfa,Xinfa,Imported,0,Other,General 3rd Party Domestic Supply,-,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,47.2,Chiping Xinfa H-B,Shandong,Other,H-B,Xinfa,Xinfa,Imported,0,Other,General 3rd Party Domestic Supply,-,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,48,Lubei,Shandong,Other,L-B,Lubei Group,Jinjiang,Imported,0,Other,General 3rd Party Domestic Supply,-,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,49.1,Nanshan Donghai H-B,Shandong,Other,H-B,Nanshan Group,Nanshan,Imported,0,Other,General 3rd Party Domestic Supply,-,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,49.2,Nanshan Donghai L-B,Shandong,Other,L-B,Nanshan Group,Nanshan,Imported,0,Other,General 3rd Party Domestic Supply,-,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,50,Bochuang,Shandong,Other,L-B,Chuangxin Group,Other,Imported,0,Other,General 3rd Party Domestic Supply,-,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,51,Nanhan,Shandong,Other,L-B,Private,Other,Imported,0,Other,General 3rd Party Domestic Supply,-,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,52.1,Weiqiao - Binzhou L-B,Shandong,Other,L-B,Weiqiao,Weiqiao,Imported,0,Other,General 3rd Party Domestic Supply,-,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,52.2,Weiqiao - Binzhou H-B,Shandong,Other,H-B,Weiqiao,Weiqiao,Imported,0,Other,General 3rd Party Domestic Supply,-,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,53.1,Weiqiao-Wudi-Zhanhua L-B,Shandong,Other,L-B,Weiqiao,Weiqiao,Imported,0,Other,General 3rd Party Domestic Supply,-,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,53.2,Weiqiao-Wudi-Zhanhua H-B,Shandong,Other,H-B,Weiqiao,Weiqiao,Imported,0,Other,General 3rd Party Domestic Supply,-,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,54,Aokaida,Shanxi,Shanxi,H-B,Aokaida,Other,Domestic,0,Shanxi,General 3rd Party Domestic Supply,-,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,55,Chalco Lvliang (Xing),Shanxi,Shanxi,H-B,Chalco,Chalco,Domestic,0,Shanxi,General 3rd Party Domestic Supply,-,,0.0,0.0,0.0,1828.7383478,694.8667271,375.41237513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,2.813443612,2.672564335,2.887787501,0,0,0,0,0,0,0,0
,,,56.1,Chalco Shanxi,Shanxi,Shanxi,"H-B (Lime), sinter",Chalco,Chalco,Domestic,0,Shanxi,General 3rd Party Domestic Supply,-,,0.0,0.0,0.0,0.0,427.61029360000003,231.02300008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,2.672564335,2.887787501,0,0,0,0,0,0,0,0
,,,56.2,Chalco Shanxi import,Shanxi,Shanxi,L-B,Chalco,Chalco,Imported,0,Shanxi,General 3rd Party Domestic Supply,-,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,57.1,SPIC Shanxi,Shanxi,Shanxi,H-B & Sinter,SPIC,SPIC,Domestic,0,Shanxi,General 3rd Party Domestic Supply,-,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,57.2,SPIC Shanxi import,Shanxi,Shanxi,L-B,SPIC,SPIC,Imported,0,Shanxi,General 3rd Party Domestic Supply,-,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,58.1,Dongxu Tianyuan,Shanxi,Shanxi,H-B,Tianyuan Chemical,Other,Domestic,0,Shanxi,General 3rd Party Domestic Supply,-,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,58.2,Dongxu Tianyuan import,Shanxi,Shanxi,L-B,Tianyuan Chemical,Other,Imported,0,Shanxi,General 3rd Party Domestic Supply,-,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,59.1,East Hope Lingshi,Shanxi,Shanxi,H-B,East Hope,East Hope,Domestic,0,Shanxi,General 3rd Party Domestic Supply,-,,0.0,0.0,0.0,2110.082709,801.7693005,433.16812515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,2.813443612,2.672564335,2.887787501,0,0,0,0,0,0,0,0
,,,59.2,East Hope Lingshi Import,Shanxi,Shanxi,L-B,East Hope,East Hope,Imported,0,Shanxi,General 3rd Party Domestic Supply,-,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,60,Huaqing,Shanxi,Shanxi,H-B,Private,Other,Domestic,0,Shanxi,General 3rd Party Domestic Supply,-,,0.0,0.0,0.0,0.0,0.0,86.63362503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,2.887787501,0,0,0,0,0,0,0,0
,,,61,Qiangjin Aluminium,Shanxi,Shanxi,H-B,Private,Other,Domestic,0,Shanxi,General 3rd Party Domestic Supply,-,,0.0,0.0,0.0,0.0,1336.2821675,2310.2300008,2368.1256024,2126.26806,2143.865516,2161.8572056,2180.3234816,1649.4947322,1664.2015428,1675.5955374,,0,0,0,0,2.672564335,2.887787501,2.960157003,2.657835075,2.679831895,2.7023215069999997,2.725404352,2.749157887,2.773669238,2.792659229
,,,62,Senze,Shanxi,Shanxi,H-B & Sinter (1.2:0.1),Senze,Other,Domestic,0,Shanxi,General 3rd Party Domestic Supply,-,,0.0,0.0,0.0,0.0,0.0,346.53450012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,2.887787501,0,0,0,0,0,0,0,0
,,,63,Taixing,Shanxi,Shanxi,H-B,Private,Other,Domestic,0,Shanxi,General 3rd Party Domestic Supply,-,,0.0,0.0,0.0,422.01654179999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,2.813443612,0,0,0,0,0,0,0,0,0,0
,,,64,Wusheng,Shanxi,Shanxi,H-B,Private,Other,Domestic,0,Shanxi,General 3rd Party Domestic Supply,-,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,65,Xinfa - Jiaokou,Shanxi,Shanxi,H-B,Xinfa,Xinfa,Domestic,0,Shanxi,General 3rd Party Domestic Supply,-,,0.0,0.0,0.0,0.0,1069.025734,577.5575002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,2.672564335,2.887787501,0,0,0,0,0,0,0,0
,,,66,Xinfa - Xiaoyi,Shanxi,Shanxi,H-B,Xinfa,Xinfa,Domestic,0,Shanxi,General 3rd Party Domestic Supply,-,,0.0,0.0,5489.372968239999,3938.8210568,1496.6360276,808.58050028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,2.8007004939999995,2.813443612,2.672564335,2.887787501,0,0,0,0,0,0,0,0
,,,67.1,Xingan Chemical,Shanxi,Shanxi,H-B,Jinjiang,Jinjiang,Domestic,0,Shanxi,General 3rd Party Domestic Supply,-,,0.0,7065.415305,3920.9806915999993,2672.7714314,1015.5744473000001,548.67962519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,2.7707511,2.8007004939999995,2.813443612,2.672564335,2.887787501,0,0,0,0,0,0,0,0
,,,67.2,Xingan Chemical import,Shanxi,Shanxi,L-B,Jinjiang,Jinjiang,Imported,0,Shanxi,General 3rd Party Domestic Supply,-,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,68,Yangquan Zhaofeng,Shanxi,Shanxi,H-B (Lime),"Xinfa, Yangquan Coal",Xinfa,Domestic,0,Shanxi,General 3rd Party Domestic Supply,-,,0.0,0.0,0.0,0.0,267.2564335,144.38937505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,2.672564335,2.887787501,0,0,0,0,0,0,0,0
,,,69,Gangyuan Jiaohua,Shanxi,Shanxi,H-B,Private,Other,Domestic,0,Shanxi,General 3rd Party Domestic Supply,-,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,70.1,Xinghua (Chalco Jiaokou),Shanxi,Shanxi,H-B,Chalco,Chalco,Domestic,0,Shanxi,General 3rd Party Domestic Supply,-,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,70.2,Xinghua (Chalco Jiaokou) import,Shanxi,Shanxi,H-B,Chalco,Chalco,Imported,0,Shanxi,General 3rd Party Domestic Supply,-,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,71,Tiantong,Shanxi,Shanxi,H-B,Private,Other,Domestic,0,Shanxi,General 3rd Party Domestic Supply,-,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,72,Fusheng,Shanxi,Shanxi,H-B,Jinjiang,Jinjiang,Domestic,0,Shanxi,General 3rd Party Domestic Supply,-,,0.0,0.0,0.0,1125.3774448,374.1590069,173.26725006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,2.813443612,2.672564335,2.887787501,0,0,0,0,0,0,0,0
,,,73,YMG - Wenshan,Yunnan,Other,H-B,Yunnan Aluminium Companuy,Chalco,Domestic,0,Other,General 3rd Party Domestic Supply,-,,0.0,0.0,0.0,0.0,0.0,0.0,712.91436265,245.4571872,123.28545552,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,2.036898179,2.04547656,2.054757592,0,0,0,0,0
,,,74,Guangxi - blending,Guangxi,Guangxi,H-B,spare,spare,Imported,0,Guangxi,General 3rd Party Domestic Supply,-,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,75,Guizhou - blending,Guizhou,Guizhou,H-B,spare,spare,Imported,0,Guizhou,General 3rd Party Domestic Supply,-,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,76,Henan - blending,Henan,Henan,H-B,spare,spare,Imported,0,Henan,General 3rd Party Domestic Supply,-,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,77,Shanxi - blending,Shanxi,Shanxi,H-B,spare,spare,Imported,0,Shanxi,General 3rd Party Domestic Supply,-,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,, , , , , , , , , , , , ,, , , , , , , , , , , , , , ,, , , , , , , , , , , , , , 
,,,1.1,Bosai Xianfeng domestic,Chongqing,Other,H-B,Bosai,Other,Imported,0,-,General Imports,-,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,1.2,Bosai Xianfeng import,Chongqing,Other,L-B,Bosai,Other,Imported,0,-,General Imports,-,,554.4,798.0,1068.0,804.0,810.0,798.0,801.0,804.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.64,2.66,2.67,2.68,2.7,2.66,2.67,2.68,0,0,0,0,0,0
,,,2,Bosai Wanzhou,Chongqing,Other,L-B,Bosai,Other,Imported,0,-,General Imports,-,,0.0,0.0,0.0,0.0,0.0,1330.0,3204.0,3216.0,6456.0,6456.0,7830.0,9720.0,9576.0,9540.0,,0,0,0,0,0,2.66,2.67,2.68,2.69,2.69,2.7,2.7,2.66,2.65
,,,3,Shuijiang,Chongqing,Other,H-B,Bosai,Other,Imported,0,-,General Imports,-,,0.0,0.0,280.34999999999997,468.99999999999994,850.5,1117.2,1401.75,1688.4,1788.8500000000001,1882.9999999999998,1350.0,1350.0,1330.0,1325.0,,0,0,2.67,2.68,2.7,2.66,2.67,2.68,2.69,2.69,2.7,2.7,2.66,2.65
,,,4,Tuoyuan,Chongqing,Other,H-B,SPIC,SPIC,Imported,0,-,General Imports,-,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,5,Chalco Pingguo ,Guangxi,Guangxi,H-B,Chalco,Chalco,Imported,0,-,General Imports,-,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,6.1,Jinjiang Chongzuo domestic,Guangxi,Guangxi,H-B,Jinjiang,Jinjiang,Imported,0,-,General Imports,-,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,6.2,Jinjiang Chongzuo import,Guangxi,Guangxi,L-B,Jinjiang,Jinjiang,Imported,0,-,General Imports,-,,0.0,0.0,0.0,0.0,0.0,1064.0,1335.0,1340.0,1345.0,1345.0,1350.0,1350.0,1330.0,1325.0,,0,0,0,0,0,2.66,2.67,2.68,2.69,2.69,2.7,2.7,2.66,2.65
,,,7,Huayin,Guangxi,Guangxi,H-B,"Chalco, Guangxi Investment Group, Minmetal",Chalco,Imported,0,-,General Imports,-,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,8,Jinjiang Tiandong,Guangxi,Guangxi,H-B,Jinjiang,Jinjiang,Imported,0,-,General Imports,-,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,9,Xinfa Jingxi,Guangxi,Guangxi,H-B,Xinfa,Xinfa,Imported,0,-,General Imports,-,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,2.65
,,,10,Fangcheng,Guangxi,Guangxi,L-B,Chalco,Chalco,Imported,0,-,General Imports,-,,0.0,0.0,2269.5,5360.0,5400.0,5320.0,8010.0,8040.0,8070.0,8070.0,10800.0,10800.0,10640.0,10600.0,,0,0,2.67,2.68,2.7,2.66,2.67,2.68,2.69,2.69,2.7,2.7,2.66,2.65
,,,11,Tiangui,Guangxi,Guangxi,H-B,Zengshi,Other,Imported,0,-,General Imports,-,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,424.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,2.65
,,,12,Beihai_GIG,Guangxi,Guangxi,L-B,GIG,Other,Imported,0,-,General Imports,-,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1064.0,1854.9999999999998,,0,0,0,0,0,0,0,0,0,0,0,0,2.66,2.65
,,,13,Baise Mining,Guangxi,Guangxi,H-B,Baise Mining,Other,Imported,0,-,General Imports,-,,0.0,0.0,0.0,0.0,0.0,2128.0,2136.0,2144.0,2152.0,2152.0,2160.0,2430.0,2660.0,2650.0,,0,0,0,0,0,2.66,2.67,2.68,2.69,2.69,2.7,2.7,2.66,2.65
,,,14,Chalco Guizhou,Guizhou,Guizhou,Series & Sinter (95:25),Chalco,Chalco,Imported,0,-,General Imports,-,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,15,Chalco Zunyi,Guizhou,Guizhou,H-B,Chalco,Chalco,Imported,0,-,General Imports,-,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.4,645.6,807.0,1080.0,1215.0,1197.0,1192.5,,0,0,0,0,0,0,0,2.68,2.69,2.69,2.7,2.7,2.66,2.65
,,,16,Xian,Guizhou,Guizhou,H-B,Zengshi Group,Other,Imported,0,-,General Imports,-,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,484.2,807.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,2.68,2.69,2.69,0,0,0,0
,,,17,Huafei,Guizhou,Guizhou,H-B,Shanghai Huafei Investment Co.Ltd,Other,Imported,0,-,General Imports,-,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,2.65
,,,18,Qingzhen Guanglv,Guizhou,Guizhou,H-B,Guangdong Guang Al Group Co.Ltd,Other,Imported,0,-,General Imports,-,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1345.0,2160.0,2430.0,2660.0,2650.0,,0,0,0,0,0,0,0,0,0,2.69,2.7,2.7,2.66,2.65
,,,19.1,Qizheng Chemical,Guizhou,Guizhou,H-B,Qiya,Qiya,Imported,0,-,General Imports,-,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,726.3000000000001,1210.5,1944.0,2187.0,2394.0,2385.0,,0,0,0,0,0,0,0,0,2.69,2.69,2.7,2.7,2.66,2.65
,,,19.2,Qizheng Chemical Added LT,Guizhou,Guizhou,L-B,Qiya,Qiya,Imported,0,-,General Imports,-,,0.0,266.0,400.5,536.0,540.0,532.0,534.0,536.0,538.0,538.0,540.0,540.0,532.0,530.0,,0,2.66,2.67,2.68,2.7,2.66,2.67,2.68,2.69,2.69,2.7,2.7,2.66,2.65
,,,20,SPIC - Wuchuan,Guizhou,Guizhou,H-B,SPIC,SPIC,Imported,0,-,General Imports,-,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
