mine,country,field,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030
Metro BH1,Australia,LT Avail AA,0.405369747,0.405369747,0.405369747,0.405369747,0.405369747,0.405369747,0.405369747,0.405369747,0.405369747,0.405369747,0.405369747,0.405369747,0.405369747,0.405369747,0.405369747,0.405369747,0.405369747,,,,,,,,,,
Metro BH1,Australia,Total Alumina,0.5134,0.5134,0.5134,0.5134,0.5134,0.5134,0.5134,0.5134,0.5134,0.5134,0.5134,0.5134,0.5134,0.5134,0.5134,0.5134,0.5134,,,,,,,,,,
Metro BH1,Australia,LT React. Silica,0.051264363,0.051264363,0.051264363,0.051264363,0.051264363,0.051264363,0.051264363,0.051264363,0.051264363,0.051264363,0.051264363,0.051264363,0.051264363,0.051264363,0.051264363,0.051264363,0.051264363,,,,,,,,,,
Metro BH1,Australia,Total Silica,0.0951,0.0951,0.0951,0.0951,0.0951,0.0951,0.0951,0.0951,0.0951,0.0951,0.0951,0.0951,0.0951,0.0951,0.0951,0.0951,0.0951,,,,,,,,,,
Metro BH1,Australia,Monhydrate,0.051923287,0.051923287,0.051923287,0.051923287,0.051923287,0.051923287,0.051923287,0.051923287,0.051923287,0.051923287,0.051923287,0.051923287,0.051923287,0.051923287,0.051923287,0.051923287,0.051923287,,,,,,,,,,
Metro BH1,Australia,Moisture,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123,,,,,,,,,,
Metro BH1,Australia,Bauxite style,LT,LT,LT,LT,LT,LT,LT,LT,LT,LT,LT,LT,LT,LT,LT,LT,LT,,,,,,,,,,
Metro BH1,Australia,Total Organic Carbon,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,,,,,,,,,,
Metro BH1,Australia,Vessel size,Panamax,Panamax,Panamax,Panamax,Panamax,Panamax,Panamax,Capesize,Capesize,Capesize,Capesize,Capesize,Capesize,Capesize,Capesize,Capesize,Capesize,,,,,,,,,,
Metro BH1,Australia,quartz,0.043835637000000004,0.043835637000000004,0.043835637000000004,0.043835637000000004,0.043835637000000004,0.043835637000000004,0.043835637000000004,0.043835637000000004,0.043835637000000004,0.043835637000000004,0.043835637000000004,0.043835637000000004,0.043835637000000004,0.043835637000000004,0.043835637000000004,0.043835637000000004,0.043835637000000004,,,,,,,,,,
Metro BH1,Australia,LT processing,2.740981830375988,2.740981830375988,2.740981830375988,2.740981830375988,2.740981830375988,2.740981830375988,2.740981830375988,2.740981830375988,2.740981830375988,2.740981830375988,2.740981830375988,2.740981830375988,2.740981830375988,2.740981830375988,2.740981830375988,2.740981830375988,2.740981830375988,,,,,,,,,,
Metro BH1,Australia,HT-B processing,2.5240030376260454,2.5240030376260454,2.5240030376260454,2.5240030376260454,2.5240030376260454,2.5240030376260454,2.5240030376260454,2.5240030376260454,2.5240030376260454,2.5240030376260454,2.5240030376260454,2.5240030376260454,2.5240030376260454,2.5240030376260454,2.5240030376260454,2.5240030376260454,2.5240030376260454,,,,,,,,,,
Metro BH1,Australia,HT-D processing,2.802813913056152,2.802813913056152,2.802813913056152,2.802813913056152,2.802813913056152,2.802813913056152,2.802813913056152,2.802813913056152,2.802813913056152,2.802813913056152,2.802813913056152,2.802813913056152,2.802813913056152,2.802813913056152,2.802813913056152,2.802813913056152,2.802813913056152,,,,,,,,,,
Metro BH1,Australia,LT processing,0.12646321877591918,0.12646321877591918,0.12646321877591918,0.12646321877591918,0.12646321877591918,0.12646321877591918,0.12646321877591918,0.12646321877591918,0.12646321877591918,0.12646321877591918,0.12646321877591918,0.12646321877591918,0.12646321877591918,0.12646321877591918,0.12646321877591918,0.12646321877591918,0.12646321877591918,,,,,,,,,,
Metro BH1,Australia,HT-B processing,0.1010529394249227,0.1010529394249227,0.1010529394249227,0.1010529394249227,0.1010529394249227,0.1010529394249227,0.1010529394249227,0.1010529394249227,0.1010529394249227,0.1010529394249227,0.1010529394249227,0.1010529394249227,0.1010529394249227,0.1010529394249227,0.1010529394249227,0.1010529394249227,0.1010529394249227,,,,,,,,,,
Metro BH1,Australia,HT-D processing,0.15992856187898402,0.15992856187898402,0.15992856187898402,0.15992856187898402,0.15992856187898402,0.15992856187898402,0.15992856187898402,0.15992856187898402,0.15992856187898402,0.15992856187898402,0.15992856187898402,0.15992856187898402,0.15992856187898402,0.15992856187898402,0.15992856187898402,0.15992856187898402,0.15992856187898402,,,,,,,,,,
Metro BH1,Australia,LT - Alumina,0.45663411,0.45663411,0.45663411,0.45663411,0.45663411,0.45663411,0.45663411,0.45663411,0.45663411,0.45663411,0.45663411,0.45663411,0.45663411,0.45663411,0.45663411,0.45663411,0.45663411,,,,,,,,,,
Metro BH1,Australia,HT-B - Alumina,0.5134,0.5134,0.5134,0.5134,0.5134,0.5134,0.5134,0.5134,0.5134,0.5134,0.5134,0.5134,0.5134,0.5134,0.5134,0.5134,0.5134,,,,,,,,,,
Metro BH1,Australia,HT-D - Alumina,0.5134,0.5134,0.5134,0.5134,0.5134,0.5134,0.5134,0.5134,0.5134,0.5134,0.5134,0.5134,0.5134,0.5134,0.5134,0.5134,0.5134,,,,,,,,,,
Metro BH1,Australia,LT - Silica,0.051264363,0.051264363,0.051264363,0.051264363,0.051264363,0.051264363,0.051264363,0.051264363,0.051264363,0.051264363,0.051264363,0.051264363,0.051264363,0.051264363,0.051264363,0.051264363,0.051264363,,,,,,,,,,
Metro BH1,Australia,HT-B - Silica,0.0731821815,0.0731821815,0.0731821815,0.0731821815,0.0731821815,0.0731821815,0.0731821815,0.0731821815,0.0731821815,0.0731821815,0.0731821815,0.0731821815,0.0731821815,0.0731821815,0.0731821815,0.0731821815,0.0731821815,,,,,,,,,,
Metro BH1,Australia,HT-D - Silica,0.0951,0.0951,0.0951,0.0951,0.0951,0.0951,0.0951,0.0951,0.0951,0.0951,0.0951,0.0951,0.0951,0.0951,0.0951,0.0951,0.0951,,,,,,,,,,
Metro BH1,Australia,Moisture,0.123,,,,,,,,,,,,,,,,,,,,,,,,,,
Metro BH1,Australia,2015 C1 mining cost,16.88,16.88,14.6103115,15.30349656,15.18351794,14.95438731,,,,,,,,,,,,6.8639,,,,,,,,,
Metro BH1,Australia,Duties and royalties,4.0,4.0,3.462159122,3.626420985,3.5979900330000003,3.543693676,,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,,,,,,,,,,
Metro BH1,Australia,2015 C1 transp. cost inc ship loading,3.0,3.0,2.733502998,2.818006451,2.744525187,2.6122589130000002,,6.76,,,,,,,,,,,6.76,6.76,6.76,6.76,6.76,6.76,6.76,6.76,6.76
Metro BH1,Australia,diesel  price now  / diesel price 2015,1.0,1.0,0.93539101,0.960880712,0.992797366,0.980068152,0.900005244,0.923222486,0.928880367,0.934354021,0.939962836,0.945689276,0.953014681,0.960041607,0.966795365,0.973298103,0.973298103,,,,,,,,,,
Metro BH1,Australia,exchange rate local now / local beginning 2015,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metro BH1,Australia,% mining cost = diesel,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metro BH1,Australia,% mining cost = local currency denominated,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metro BH1,Australia,other mining cost %,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metro BH1,Australia,% royalties n duties cost = diesel,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metro BH1,Australia,% royalties n duties cost = local currency denominated,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metro BH1,Australia,other royalties n duties cost %,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metro BH1,Australia,% transport cost = diesel,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metro BH1,Australia,% transport cost = local currency denominated,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metro BH1,Australia,other transport cost %,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metro BH1,Australia,mining cost broken down - diesel,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metro BH1,Australia,mining cost broken down - local denomination,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metro BH1,Australia,mining cost broken down - other,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metro BH1,Australia,new mining cost - diesel,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metro BH1,Australia,new mining cost - local denomination,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metro BH1,Australia,new mining cost - other,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metro BH1,Australia,new mining cost - Total,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metro BH1,Australia,royalties n duties cost broken down - diesel,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metro BH1,Australia,royalties n duties cost broken down - local denomination,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metro BH1,Australia,royalties n duties cost broken down - other,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metro BH1,Australia,new royalties n duties cost - diesel,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metro BH1,Australia,new royalties n duties cost - local denomination,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metro BH1,Australia,new royalties n duties cost - other,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metro BH1,Australia,new royalties n duties cost - Total,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metro BH1,Australia,transport cost broken down - diesel,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metro BH1,Australia,transport cost broken down - local denomination,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metro BH1,Australia,transport cost broken down - other,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metro BH1,Australia,new transport cost - diesel,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metro BH1,Australia,new transport cost - local denomination,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metro BH1,Australia,new transport cost - other,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metro BH1,Australia,new transport cost - Total,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metro BH1,Australia,Freight on Panamax,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metro BH1,Australia,Freight on Capesize,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metro BH1,Australia,Freight for vessel choosen,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metro BH1,Australia,Capital cost of mine (inc. all infrasturure for export),10.275,10.275,10.275,10.275,10.275,10.275,10.275,10.275,10.275,10.275,10.275,10.275,10.275,10.275,10.275,10.275,10.275,,,,,,,,,,
Metro BH1,Australia,Life of mine,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,,,,,,,,,,
Metro BH1,Australia,constructiuon period for mine & infrastructure,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,
Metro BH1,Australia,IRR required for project,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,,,,,,,,,,
Metro BH1,Australia,Sustaining Capital Charge ($/t),0.3225,0.3225,0.3225,0.3225,0.3225,0.3225,0.3225,0.3225,0.3225,0.3225,0.3225,0.3225,0.3225,0.3225,0.3225,0.3225,0.3225,,,,,,,,,,
Metro BH1,Australia,Partner & Other payments,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
Metro BH1,Australia,capital payback charge - before adjustment,-1.0501996190115732,-1.0501996190115732,-1.0501996190115732,-1.0501996190115732,-1.0501996190115732,-1.0501996190115732,-1.0501996190115732,-1.0501996190115732,-1.0501996190115732,-1.0501996190115732,-1.0501996190115732,-1.0501996190115732,-1.0501996190115732,-1.0501996190115732,-1.0501996190115732,-1.0501996190115732,-1.0501996190115732,,,,,,,,,,
Metro BH1,Australia,"adjustment (new project, expansion, old mine)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Metro BH1,Australia,capital payback charge,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,,,,,,,,,,
Metro BH1,Australia,C1 Cost FOB,23.88,23.88,20.80597362,21.747923995999997,21.52603316,21.110339899,,,,,,,,,,,,,,,,,,,,,
Metro BH1,Australia,C1 Cost CFR Shandong,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metro BH1,Australia,Cost FOB inc. Sustaining Capital,24.2025,24.2025,21.12847362,22.070423996,21.848533160000002,21.432839899,,,,,,,,,,,,,,,,,,,,,
Metro BH1,Australia,Cost CFR inc. Sustaining Capital,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metro BH1,Australia,Full cost FOB,24.2025,24.2025,21.12847362,22.070423996,21.848533160000002,21.432839899,,,,,,,,,,,,,,,,,,,,,
Metro BH1,Australia,Full cost CFR Shandong = Incentive price,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metro BH1,Australia,Price CFR Shandong - not in use,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metro BH1,Australia,Margin C1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metro BH1,Australia,Margin inc. Sustaining Capital,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metro BH1,Australia,Margin at Full Cost,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metro BH1,Australia,Bauxite style,LT,LT,LT,LT,LT,LT,LT,LT,LT,LT,LT,LT,LT,LT,LT,LT,LT,,,,,,,,,,
