mine,country,field,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030
Alufer (Bel Air),Guinea,LT Avail AA,0.405,0.405,0.405,0.405,0.405,0.405,0.405,0.405,0.405,0.405,0.405,0.405,0.405,0.405,0.405,0.405,0.405
Alufer (Bel Air),Guinea,Total Alumina,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46
Alufer (Bel Air),Guinea,LT React. Silica,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017
Alufer (Bel Air),Guinea,Total Silica,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048
Alufer (Bel Air),Guinea,Monhydrate,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038
Alufer (Bel Air),Guinea,Moisture,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Alufer (Bel Air),Guinea,Bauxite style,LT,LT,LT,LT,LT,LT,LT,LT,LT,LT,LT,LT,LT,LT,LT,LT,LT
Alufer (Bel Air),Guinea,Total Organic Carbon,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate
Alufer (Bel Air),Guinea,Vessel size,Capesize,Capesize,Capesize,Capesize,Capesize,Capesize,Capesize,Capesize,Capesize,Capesize,Capesize,Capesize,Capesize,Capesize,Capesize,Capesize,Capesize
Alufer (Bel Air),Guinea,quartz,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031
Alufer (Bel Air),Guinea,LT processing,2.743484224965706,2.743484224965706,2.743484224965706,2.743484224965706,2.743484224965706,2.743484224965706,2.743484224965706,2.743484224965706,2.743484224965706,2.743484224965706,2.743484224965706,2.743484224965706,2.743484224965706,2.743484224965706,2.743484224965706,2.743484224965706,2.743484224965706
Alufer (Bel Air),Guinea,HT-B processing,2.599090318388564,2.599090318388564,2.599090318388564,2.599090318388564,2.599090318388564,2.599090318388564,2.599090318388564,2.599090318388564,2.599090318388564,2.599090318388564,2.599090318388564,2.599090318388564,2.599090318388564,2.599090318388564,2.599090318388564,2.599090318388564,2.599090318388564
Alufer (Bel Air),Guinea,HT-D processing,2.77112707280305,2.77112707280305,2.77112707280305,2.77112707280305,2.77112707280305,2.77112707280305,2.77112707280305,2.77112707280305,2.77112707280305,2.77112707280305,2.77112707280305,2.77112707280305,2.77112707280305,2.77112707280305,2.77112707280305,2.77112707280305,2.77112707280305
Alufer (Bel Air),Guinea,LT processing,0.04197530864197531,0.04197530864197531,0.04197530864197531,0.04197530864197531,0.04197530864197531,0.04197530864197531,0.04197530864197531,0.04197530864197531,0.04197530864197531,0.04197530864197531,0.04197530864197531,0.04197530864197531,0.04197530864197531,0.04197530864197531,0.04197530864197531,0.04197530864197531,0.04197530864197531
