mine,country,field,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030
Madhya Pradesh,India,LT Avail AA,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35
Madhya Pradesh,India,Total Alumina,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48
Madhya Pradesh,India,LT React. Silica,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
Madhya Pradesh,India,Total Silica,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07
Madhya Pradesh,India,Monhydrate,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Madhya Pradesh,India,Moisture,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07
Madhya Pradesh,India,Bauxite style,HT-B,HT-B,HT-B,HT-B,HT-B,HT-B,HT-B,HT-B,HT-B,HT-B,HT-B,HT-B,HT-B,HT-B,HT-B,HT-B,HT-B
Madhya Pradesh,India,Total Organic Carbon,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate
Madhya Pradesh,India,Vessel size,Panamax,Panamax,Panamax,Panamax,Panamax,Panamax,Panamax,Panamax,Panamax,Panamax,Panamax,Panamax,Panamax,Panamax,Panamax,Panamax,Panamax
Madhya Pradesh,India,quartz,0.04000000000000001,0.04000000000000001,0.04000000000000001,0.04000000000000001,0.04000000000000001,0.04000000000000001,0.04000000000000001,0.04000000000000001,0.04000000000000001,0.04000000000000001,0.04000000000000001,0.04000000000000001,0.04000000000000001,0.04000000000000001,0.04000000000000001,0.04000000000000001,0.04000000000000001
Madhya Pradesh,India,LT processing,3.1746031746031744,3.1746031746031744,3.1746031746031744,3.1746031746031744,3.1746031746031744,3.1746031746031744,3.1746031746031744,3.1746031746031744,3.1746031746031744,3.1746031746031744,3.1746031746031744,3.1746031746031744,3.1746031746031744,3.1746031746031744,3.1746031746031744,3.1746031746031744,3.1746031746031744
Madhya Pradesh,India,HT-B processing,2.5839793281653747,2.5839793281653747,2.5839793281653747,2.5839793281653747,2.5839793281653747,2.5839793281653747,2.5839793281653747,2.5839793281653747,2.5839793281653747,2.5839793281653747,2.5839793281653747,2.5839793281653747,2.5839793281653747,2.5839793281653747,2.5839793281653747,2.5839793281653747,2.5839793281653747
Madhya Pradesh,India,HT-D processing,2.820794900002821,2.820794900002821,2.820794900002821,2.820794900002821,2.820794900002821,2.820794900002821,2.820794900002821,2.820794900002821,2.820794900002821,2.820794900002821,2.820794900002821,2.820794900002821,2.820794900002821,2.820794900002821,2.820794900002821,2.820794900002821,2.820794900002821
Madhya Pradesh,India,LT processing,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.08571428571428572
Madhya Pradesh,India,HT-B processing,0.07651162790697676,0.07651162790697676,0.07651162790697676,0.07651162790697676,0.07651162790697676,0.07651162790697676,0.07651162790697676,0.07651162790697676,0.07651162790697676,0.07651162790697676,0.07651162790697676,0.07651162790697676,0.07651162790697676,0.07651162790697676,0.07651162790697676,0.07651162790697676,0.07651162790697676
Madhya Pradesh,India,HT-D processing,0.11847338580011849,0.11847338580011849,0.11847338580011849,0.11847338580011849,0.11847338580011849,0.11847338580011849,0.11847338580011849,0.11847338580011849,0.11847338580011849,0.11847338580011849,0.11847338580011849,0.11847338580011849,0.11847338580011849,0.11847338580011849,0.11847338580011849,0.11847338580011849,0.11847338580011849
Madhya Pradesh,India,LT - Alumina,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38
Madhya Pradesh,India,HT-B - Alumina,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48
Madhya Pradesh,India,HT-D - Alumina,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48
Madhya Pradesh,India,LT - Silica,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
Madhya Pradesh,India,HT-B - Silica,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
Madhya Pradesh,India,HT-D - Silica,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07
Madhya Pradesh,India,Moisture,0.07,,,,,,,,,,,,,,,,
Madhya Pradesh,India,2015 C1 mining cost,4.818656296,4.818656296,3.9321641360000004,4.143981812,4.147726963999999,4.180269996,,,,,,,,,,,
Madhya Pradesh,India,Duties and royalties,5.318663849,5.318663849,4.340184889,4.5739818119999995,4.578115578999999,4.614035437,,,,,,,,,,,
