Name for Lookup,Name in Price forecast model,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0,2024.0,2025.0,2026.0,2027.0,2028.0,2029.0,2030.0
Chalco Boffa,Chalco Boffa,44.341889636189194,35.74397353899005,39.994049963085295,46.404918621452296,36.791171570895074,33.54760074808359,35.184590682794,35.86586668383917,36.37832994150405,36.37832994150405,36.442064905963804,36.442064905963804,36.442064905963804,36.442064905963804,36.442064905963804,36.442064905963804
Alufer (Bel Air),Alufer (Bel Air),33.974480406580184,27.740319725955825,32.868157228362804,39.14270362929691,41.42689908218171,37.37842353620157,39.24368941145598,39.908815582565715,40.43410186700769,40.43410186700769,40.5044669935476,40.5044669935476,40.5044669935476,40.5044669935476,40.5044669935476,40.5044669935476
Weipa,Weipa,31.892606070985934,29.37679309728656,35.505706896054974,36.777796183281666,37.576148695340564,33.89281542776513,35.72779529857805,35.535366460957,34.38857593864615,34.38857593864615,34.38857593864615,34.38857593864615,34.38857593864615,34.38857593864615,34.38857593864615,34.38857593864615
Gove,Gove,20.142169784926647,17.684001344810017,19.948004570492984,21.836043277178312,21.311105843389754,19.9121182623146,21.072627555072476,20.970852428173085,22.236105355877044,22.236105355877044,22.236105355877044,22.236105355877044,22.236105355877044,22.236105355877044,22.236105355877044,22.236105355877044
AMR,AMR,45.71312645473958,37.0401880440681,42.05010277821899,48.34394339213201,48.678203241072104,44.76702893579297,46.62803434830964,47.295844867186354,47.82349730606276,47.82349730606276,47.89413599940573,47.89413599940573,47.89413599940573,47.89413599940573,47.89413599940573,47.89413599940573
Gujarat & Maharashtra,Gujarat & Maharashtra,44.49053077728955,39.2566088804775,45.81952921195887,49.62562999211001,48.71816270117217,44.62040971627963,48.75269474539839,48.28531386471716,48.4279395189257,48.321802785953885,48.21566605298207,48.21566605298207,48.21566605298207,48.21566605298207,48.21566605298207,48.21566605298207
West Kalimantan,West Kalimantan,35.85498680352527,29.52626168931257,31.314125197551377,34.45736718827433,35.20550315893627,33.8315742252765,36.03252032174288,35.771837392554644,35.81020053812841,35.74881890292025,35.68743726771209,35.68743726771209,35.68743726771209,35.68743726771209,35.68743726771209,35.68743726771209
Henan-Chine,Henan-Chine,37.043586025654484,29.717316684617025,33.87609955977389,40.01797773973501,40.48422765672108,36.90748217927025,38.64340475185604,39.27978889337385,39.782610629244296,39.782610629244296,39.849925148782894,39.849925148782894,39.849925148782894,39.849925148782894,39.849925148782894,39.849925148782894
Kuantan & Johor,Kuantan & Johor,40.769233734514536,37.31830448421287,42.364464429339904,46.887257740532554,50.575136275437295,48.13146254813289,51.37640353196451,50.99746951680876,51.02975111247394,50.939672125103925,50.849593137733905,50.849593137733905,50.849593137733905,50.849593137733905,50.849593137733905,50.849593137733905
Aurum Xinfa-Fiji,Aurum Xinfa-Fiji,43.11042918544727,37.64001983843442,43.41146223655994,47.655207656677405,46.369825129355185,42.677217211470676,45.335945851230896,44.96981753264744,45.348416525612514,45.348416525612514,45.348416525612514,45.348416525612514,45.348416525612514,45.348416525612514,45.348416525612514,45.348416525612514
Dom. Rep.,Dom. Rep.,57.99991144248697,49.788824181497155,61.632813887358395,68.22538632537267,66.04904898194172,58.26395044246528,61.20974258682873,62.12037383394413,60.254933695857005,60.254933695857005,60.34798537227305,60.34798537227305,60.34798537227305,60.34798537227305,60.34798537227305,60.34798537227305
Discovery Bay,Discovery Bay,42.25971999157245,39.09116735490969,42.435570441121996,53.37337012427169,49.424752062562206,45.7390444787347,52.11572498535411,51.16232898147309,48.39618300517551,48.21635509744404,48.036527189712565,48.036527189712565,48.036527189712565,48.036527189712565,48.036527189712565,48.036527189712565
Awaso,Awaso,42.88194288863974,33.72552267157666,38.0520272746218,47.943851351146655,43.911408682484804,40.27457895169986,46.3671722127977,45.49157465119366,45.79626122326573,45.623595567236464,45.450929911207176,45.450929911207176,45.450929911207176,45.450929911207176,45.450929911207176,45.450929911207176
CBG,CBG,38.65453557870734,32.72584229640685,38.713432398431216,47.18024482493837,44.57730585973902,40.280432494366856,38.45034592746817,39.04459830925139,39.51387733026069,39.51387733026069,39.57674378468371,39.57674378468371,39.57674378468371,39.57674378468371,39.57674378468371,39.57674378468371
AMC,AMC,39.38547149695424,31.81898988073003,35.1704486062361,41.4487315195037,41.15847259348682,38.278449358924426,39.80886136536797,40.3993925010559,40.865984723206424,40.865984723206424,40.92844906993982,40.92844906993982,40.92844906993982,40.92844906993982,40.92844906993982,40.92844906993982
GAC,GAC,34.12367888258531,27.843499790740278,31.64071251093111,38.34436914081335,38.78977375857538,35.19767059555955,36.955291625903655,37.61212665563698,38.13103074175872,38.13103074175872,38.20051104302001,38.20051104302001,38.20051104302001,38.20051104302001,38.20051104302001,38.20051104302001
