Field,Unit,Kamsar,Rusal Nunez,GAC Kamsar,Rusal Conakry,Rusal Conakry.1,Alufer Cap Verga,Dapilon,Dapilon.1,Dapilon.2,Dapilon.3,Ashapura,Katougouma,Katougouma.1,Katougouma.2,AGB2A Pongo,Dynamic,AMC,Chalco,Dapilon.4,Rundi Boffa,SPIC
Owner,,CBG,Rusal,GAC,Rusal,Rusal,Alufer,GDM,Henan Chine,AMR,SMB,Ashapura,SMB,SMB,SMB,AGB2A,Dynamic,AMC,Chalco,SMB,Rundi Kimbo,SPIC
Project / units,,CBG,Dian Dian,GAC,Kindia,Friguia,Bel Air,GDM,Henan Chine,AMR,Malapouya,Ashapura,Kaboye,Dabiss (S),Dabiss (N),3rd Party Mines,Dynamic,AMC,Boffa,Santou-Houda,Rundi Kimbo,SPIC
maintenance (parts & consumables only),US$/wmt,0.0,0.0,0.0,0.0,0.0,0.4510071783032509,0.9653613750713451,0.9388888888888889,1.151825364261906,1.1026704561786116,1.5113770216257656,0.9997767931791133,1.3016849799219985,1.468870696250915,0.888031605498886,0.6470373891686809,0.7099536324100668,1.3377196767317785,0.0,1.06918266298485,1.1034967430402025
TOTAL,US$/wmt,0.0,0.0,0.0,0.0,0.0,3.5231233995870417,5.815061265639552,7.956295555555541,6.255820941213651,5.711833404437449,10.234907222928006,4.573129814754604,7.91428733580076,9.764498221269609,3.336468171735068,5.343257507598132,6.419090738232128,8.313076118455232,0.0,9.398230694720723,9.777977755877298
Include in costs ? (switch) =>,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
insitu  tph,tph,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
Base Values,,,,,,,,,,,,,,,,,,,,,,
diesel,litres/wmt,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075
"labour (incl. mtce, camp, etc)",person_hours/wmt,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075
maintenance (parts & consumables only),US$/wmt,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
Values after efficiency factoring,,,,,,,,,,,,,,,,,,,,,,
diesel,litres/wmt,0.075,0.075,0.075,0.075,0.075,0.0675,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.0675,0.075,0.075,0.075,0.075
"labour (incl. mtce, camp, etc)",person_hours/wmt,0.0075,0.0075,0.0075,0.0075,0.0075,0.00675,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.00675,0.0075,0.0075,0.0075,0.0075
maintenance (parts & consumables only),US$/wmt,0.25,0.25,0.25,0.25,0.25,0.225,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.225,0.25,0.25,0.25,0.25
Cost per wmt,,,,,,,,,,,,,,,,,,,,,,
diesel,US$/wmt,0.075,0.075,0.075,0.075,0.075,0.0675,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.0675,0.075,0.075,0.075,0.075
"labour (incl. mtce, camp, etc)",US$/wmt,0.009374999999999977,0.008906249999999977,0.010937499999999972,0.008906249999999977,0.008906249999999977,0.009351562499999974,0.0074999999999999815,0.0074999999999999815,0.0074999999999999815,0.0074999999999999815,0.0074999999999999815,0.0074999999999999815,0.0074999999999999815,0.0074999999999999815,0.0074999999999999815,0.008906249999999977,0.00801562499999998,0.0074999999999999815,0.0074999999999999815,0.0074999999999999815,0.0074999999999999815
maintenance (parts & consumables only),US$/wmt,0.25,0.25,0.25,0.25,0.25,0.225,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.225,0.25,0.25,0.25,0.25
Cost per wmt of ore,,,,,,,,,,,,,,,,,,,,,,
diesel,US$/wmt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"labour (incl. mtce, camp, etc)",US$/wmt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maintenance (parts & consumables only),US$/wmt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOTAL,US$/wmt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Include in costs ? (switch) =>,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
truck  size,wmt payload,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
one way distance,km,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
Base Values,,,,,,,,,,,,,,,,,,,,,,
speed,km/h,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45
diesel,litres/wmt/km one way,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"labour (incl. mtce, camp, etc)",person_hours per trip one way,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667
maintenance (parts & consumables only),US$/wmt/hr,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
hours per trip one way,hrs,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112
truck capacity factor,-,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
distance factor,-,1.0439611497901928,1.0439611497901928,1.0439611497901928,1.0439611497901928,1.0439611497901928,1.0439611497901928,1.0439611497901928,1.0439611497901928,1.0439611497901928,1.0439611497901928,1.0439611497901928,1.0439611497901928,1.0439611497901928,1.0439611497901928,1.0439611497901928,1.0439611497901928,1.0439611497901928,1.0439611497901928,1.0439611497901928,1.0439611497901928,1.0439611497901928
Values after efficiency factoring,,,,,,,,,,,,,,,,,,,,,,
diesel,litres/wmt/km one way,0.01,0.01,0.01,0.01,0.01,0.009000000000000001,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.009000000000000001,0.01,0.01,0.01,0.01
"labour (incl. mtce, camp, etc)",person_hours per trip one way,2.0667,2.0667,2.0667,2.0667,2.0667,1.86003,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,1.86003,2.0667,2.0667,2.0667,2.0667
maintenance (parts & consumables only),US$/wmt/hr,0.5,0.5,0.5,0.5,0.5,0.45,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.45,0.5,0.5,0.5,0.5
Values after distance and truck capacity factoring,,,,,,,,,,,,,,,,,,,,,,
diesel,litres/wmt/km one way,0.010439611497901928,0.010439611497901928,0.010439611497901928,0.010439611497901928,0.010439611497901928,0.009395650348111736,0.010439611497901928,0.010439611497901928,0.010439611497901928,0.010439611497901928,0.010439611497901928,0.010439611497901928,0.010439611497901928,0.010439611497901928,0.010439611497901928,0.010439611497901928,0.009395650348111736,0.010439611497901928,0.010439611497901928,0.010439611497901928,0.010439611497901928
"labour (incl. mtce, camp, etc)",person_hours/wmt/km one way,2.1575545082713914,2.1575545082713914,2.1575545082713914,2.1575545082713914,2.1575545082713914,1.9417990574442525,2.1575545082713914,2.1575545082713914,2.1575545082713914,2.1575545082713914,2.1575545082713914,2.1575545082713914,2.1575545082713914,2.1575545082713914,2.1575545082713914,2.1575545082713914,1.9417990574442525,2.1575545082713914,2.1575545082713914,2.1575545082713914,2.1575545082713914
maintenance (parts & consumables only),US$/wmt/hr,0.5219805748950964,0.5219805748950964,0.5219805748950964,0.5219805748950964,0.5219805748950964,0.4697825174055868,0.5219805748950964,0.5219805748950964,0.5219805748950964,0.5219805748950964,0.5219805748950964,0.5219805748950964,0.5219805748950964,0.5219805748950964,0.5219805748950964,0.5219805748950964,0.4697825174055868,0.5219805748950964,0.5219805748950964,0.5219805748950964,0.5219805748950964
Cost per wmt (incl capacity & distance factoring),,,,,,,,,,,,,,,,,,,,,,
diesel,US$/wmt,1.0439611497901928,1.0439611497901928,1.0439611497901928,1.0439611497901928,1.0439611497901928,0.9395650348111736,1.0439611497901928,1.0439611497901928,1.0439611497901928,1.0439611497901928,1.0439611497901928,1.0439611497901928,1.0439611497901928,1.0439611497901928,1.0439611497901928,1.0439611497901928,0.9395650348111736,1.0439611497901928,1.0439611497901928,1.0439611497901928,1.0439611497901928
"labour (incl. mtce, camp, etc)",US$/wmt,5.993206967420518,5.693546619049491,6.992074795323937,5.693546619049491,5.693546619049491,5.978223950001966,4.7945655739364135,4.7945655739364135,4.7945655739364135,4.7945655739364135,4.7945655739364135,4.7945655739364135,4.7945655739364135,4.7945655739364135,4.7945655739364135,5.693546619049491,5.124191957144542,4.7945655739364135,4.7945655739364135,4.7945655739364135,4.7945655739364135
maintenance (parts & consumables only),US$/wmt,0.5799784165501072,0.5799784165501072,0.5799784165501072,0.5799784165501072,0.5799784165501072,0.5219805748950964,0.5799784165501072,0.5799784165501072,0.5799784165501072,0.5799784165501072,0.5799784165501072,0.5799784165501072,0.5799784165501072,0.5799784165501072,0.5799784165501072,0.5799784165501072,0.5219805748950964,0.5799784165501072,0.5799784165501072,0.5799784165501072,0.5799784165501072
Cost per wmt of ore,,,,,,,,,,,,,,,,,,,,,,
diesel,US$/wmt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"labour (incl. mtce, camp, etc)",US$/wmt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maintenance (parts & consumables only),US$/wmt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOTAL,US$/wmt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Total Load, Haul & Dump 2 module - per wmt ore",,,,,,,,,,,,,,,,,,,,,,
diesel,US$/wmt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"labour (incl. mtce, camp, etc)",US$/wmt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maintenance (parts & consumables only),US$/wmt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOTAL,US$/wmt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Include in costs ? (switch) =>,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
insitu  tph,tph,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
Base Values,,,,,,,,,,,,,,,,,,,,,,
diesel,litres/wmt,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075
"labour (incl. mtce, camp, etc)",person_hours/wmt,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075
maintenance (parts & consumables only),US$/wmt,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
Values after efficiency factoring,,,,,,,,,,,,,,,,,,,,,,
diesel,litres/wmt,0.075,0.075,0.075,0.075,0.075,0.0675,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.0675,0.075,0.075,0.075,0.075
"labour (incl. mtce, camp, etc)",person_hours/wmt,0.0075,0.0075,0.0075,0.0075,0.0075,0.00675,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.00675,0.0075,0.0075,0.0075,0.0075
maintenance (parts & consumables only),US$/wmt,0.25,0.25,0.25,0.25,0.25,0.225,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.225,0.25,0.25,0.25,0.25
Cost per wmt,,,,,,,,,,,,,,,,,,,,,,
diesel,US$/wmt,0.075,0.075,0.075,0.075,0.075,0.0675,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.0675,0.075,0.075,0.075,0.075
"labour (incl. mtce, camp, etc)",US$/wmt,0.009374999999999977,0.008906249999999977,0.010937499999999972,0.008906249999999977,0.008906249999999977,0.009351562499999974,0.0074999999999999815,0.0074999999999999815,0.0074999999999999815,0.0074999999999999815,0.0074999999999999815,0.0074999999999999815,0.0074999999999999815,0.0074999999999999815,0.0074999999999999815,0.008906249999999977,0.00801562499999998,0.0074999999999999815,0.0074999999999999815,0.0074999999999999815,0.0074999999999999815
maintenance (parts & consumables only),US$/wmt,0.25,0.25,0.25,0.25,0.25,0.225,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.225,0.25,0.25,0.25,0.25
Cost per wmt of ore,,,,,,,,,,,,,,,,,,,,,,
diesel,US$/wmt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"labour (incl. mtce, camp, etc)",US$/wmt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maintenance (parts & consumables only),US$/wmt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOTAL,US$/wmt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Include in costs ? (switch) =>,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
truck  size,wmt payload,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
one way distance,km,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
Base Values,,,,,,,,,,,,,,,,,,,,,,
speed,km/h,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45
diesel,litres/wmt/km one way,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"labour (incl. mtce, camp, etc)",person_hours per trip one way,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667
maintenance (parts & consumables only),US$/wmt/hr,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
hours per trip one way,hrs,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112
truck capacity factor,-,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
distance factor,-,1.0439611497901928,1.0439611497901928,1.0439611497901928,1.0439611497901928,1.0439611497901928,1.0439611497901928,1.0439611497901928,1.0439611497901928,1.0439611497901928,1.0439611497901928,1.0439611497901928,1.0439611497901928,1.0439611497901928,1.0439611497901928,1.0439611497901928,1.0439611497901928,1.0439611497901928,1.0439611497901928,1.0439611497901928,1.0439611497901928,1.0439611497901928
Values after efficiency factoring,,,,,,,,,,,,,,,,,,,,,,
diesel,litres/wmt/km one way,0.01,0.01,0.01,0.01,0.01,0.009000000000000001,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.009000000000000001,0.01,0.01,0.01,0.01
"labour (incl. mtce, camp, etc)",person_hours per trip one way,2.0667,2.0667,2.0667,2.0667,2.0667,1.86003,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,1.86003,2.0667,2.0667,2.0667,2.0667
maintenance (parts & consumables only),US$/wmt/hr,0.5,0.5,0.5,0.5,0.5,0.45,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.45,0.5,0.5,0.5,0.5
Values after distance and truck capacity factoring,,,,,,,,,,,,,,,,,,,,,,
diesel,litres/wmt/km one way,0.010439611497901928,0.010439611497901928,0.010439611497901928,0.010439611497901928,0.010439611497901928,0.009395650348111736,0.010439611497901928,0.010439611497901928,0.010439611497901928,0.010439611497901928,0.010439611497901928,0.010439611497901928,0.010439611497901928,0.010439611497901928,0.010439611497901928,0.010439611497901928,0.009395650348111736,0.010439611497901928,0.010439611497901928,0.010439611497901928,0.010439611497901928
"labour (incl. mtce, camp, etc)",person_hours/wmt/km one way,2.1575545082713914,2.1575545082713914,2.1575545082713914,2.1575545082713914,2.1575545082713914,1.9417990574442525,2.1575545082713914,2.1575545082713914,2.1575545082713914,2.1575545082713914,2.1575545082713914,2.1575545082713914,2.1575545082713914,2.1575545082713914,2.1575545082713914,2.1575545082713914,1.9417990574442525,2.1575545082713914,2.1575545082713914,2.1575545082713914,2.1575545082713914
maintenance (parts & consumables only),US$/wmt/hr,0.5219805748950964,0.5219805748950964,0.5219805748950964,0.5219805748950964,0.5219805748950964,0.4697825174055868,0.5219805748950964,0.5219805748950964,0.5219805748950964,0.5219805748950964,0.5219805748950964,0.5219805748950964,0.5219805748950964,0.5219805748950964,0.5219805748950964,0.5219805748950964,0.4697825174055868,0.5219805748950964,0.5219805748950964,0.5219805748950964,0.5219805748950964
Cost per wmt (incl capacity & distance factoring),,,,,,,,,,,,,,,,,,,,,,
diesel,US$/wmt,1.0439611497901928,1.0439611497901928,1.0439611497901928,1.0439611497901928,1.0439611497901928,0.9395650348111736,1.0439611497901928,1.0439611497901928,1.0439611497901928,1.0439611497901928,1.0439611497901928,1.0439611497901928,1.0439611497901928,1.0439611497901928,1.0439611497901928,1.0439611497901928,0.9395650348111736,1.0439611497901928,1.0439611497901928,1.0439611497901928,1.0439611497901928
"labour (incl. mtce, camp, etc)",US$/wmt,5.993206967420518,5.693546619049491,6.992074795323937,5.693546619049491,5.693546619049491,5.978223950001966,4.7945655739364135,4.7945655739364135,4.7945655739364135,4.7945655739364135,4.7945655739364135,4.7945655739364135,4.7945655739364135,4.7945655739364135,4.7945655739364135,5.693546619049491,5.124191957144542,4.7945655739364135,4.7945655739364135,4.7945655739364135,4.7945655739364135
maintenance (parts & consumables only),US$/wmt,0.5799784165501072,0.5799784165501072,0.5799784165501072,0.5799784165501072,0.5799784165501072,0.5219805748950964,0.5799784165501072,0.5799784165501072,0.5799784165501072,0.5799784165501072,0.5799784165501072,0.5799784165501072,0.5799784165501072,0.5799784165501072,0.5799784165501072,0.5799784165501072,0.5219805748950964,0.5799784165501072,0.5799784165501072,0.5799784165501072,0.5799784165501072
Cost per wmt of ore,,,,,,,,,,,,,,,,,,,,,,
diesel,US$/wmt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"labour (incl. mtce, camp, etc)",US$/wmt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maintenance (parts & consumables only),US$/wmt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOTAL,US$/wmt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Total Load, Haul & Dump 3 module - per wmt ore",,,,,,,,,,,,,,,,,,,,,,
diesel,US$/wmt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"labour (incl. mtce, camp, etc)",US$/wmt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maintenance (parts & consumables only),US$/wmt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOTAL,US$/wmt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cost per wmt of ore,,,,,,,,,,,,,,,,,,,,,,
diesel,US$/wmt,0.0,0.0,0.0,0.0,0.0,0.47431292094585165,0.9876504751284211,1.315,1.0732856556714307,0.9848068211215009,1.7204786389263786,0.7995982277224039,1.3430329638595973,1.643967253251647,0.598456889897995,0.7896673005036255,0.9404165383381202,1.4078954181172014,0.0,1.54952879337273,1.6112941374723646
"labour (incl. mtce, camp, etc)",US$/wmt,0.0,0.0,0.0,0.0,0.0,2.5978033003379393,3.862049415439786,5.702406666666652,4.030709921280314,3.6243561271373372,7.003051562375862,2.7737547938530867,5.269569392019164,6.651660271767047,1.849979676338187,3.9065528179258253,4.76872056748394,5.567461023606253,0.0,6.779519238363142,7.06318687536473
maintenance (parts & consumables only),US$/wmt,0.0,0.0,0.0,0.0,0.0,0.4510071783032509,0.9653613750713451,0.9388888888888889,1.151825364261906,1.1026704561786116,1.5113770216257656,0.9997767931791133,1.3016849799219985,1.468870696250915,0.888031605498886,0.6470373891686809,0.7099536324100668,1.3377196767317785,0.0,1.06918266298485,1.1034967430402025
explosives,US$/wmt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL,US$/wmt,0.0,0.0,0.0,0.0,0.0,3.5231233995870417,5.815061265639552,7.956295555555541,6.255820941213651,5.711833404437449,10.234907222928006,4.573129814754604,7.91428733580076,9.764498221269609,3.336468171735068,5.343257507598132,6.419090738232128,8.313076118455232,0.0,9.398230694720723,9.777977755877298
Include in costs ? (switch) =>,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
insitu  tph,tph,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400
Base Values,,,,,,,,,,,,,,,,,,,,,,
diesel,litres/wmt,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075
"labour (incl. mtce, camp, etc)",person_hours/wmt,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075
maintenance (parts & consumables only),US$/wmt,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
Values after efficiency factoring,,,,,,,,,,,,,,,,,,,,,,
diesel,litres/wmt,0.075,0.075,0.075,0.075,0.075,0.0675,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.0675,0.075,0.075,0.075,0.075
"labour (incl. mtce, camp, etc)",person_hours/wmt,0.0075,0.0075,0.0075,0.0075,0.0075,0.00675,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.00675,0.0075,0.0075,0.0075,0.0075
maintenance (parts & consumables only),US$/wmt,0.25,0.25,0.25,0.25,0.25,0.225,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.225,0.25,0.25,0.25,0.25
Cost per wmt,,,,,,,,,,,,,,,,,,,,,,
diesel,US$/wmt,0.0375,0.0375,0.0375,0.0375,0.0375,0.03375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.03375,0.0375,0.0375,0.0375,0.0375
"labour (incl. mtce, camp, etc)",US$/wmt,0.0046874999999999886,0.004453124999999988,0.005468749999999986,0.004453124999999988,0.004453124999999988,0.004675781249999987,0.0037499999999999908,0.0037499999999999908,0.0037499999999999908,0.0037499999999999908,0.0037499999999999908,0.0037499999999999908,0.0037499999999999908,0.0037499999999999908,0.0037499999999999908,0.004453124999999988,0.00400781249999999,0.0037499999999999908,0.0037499999999999908,0.0037499999999999908,0.0037499999999999908
maintenance (parts & consumables only),US$/wmt,0.125,0.125,0.125,0.125,0.125,0.1125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.1125,0.125,0.125,0.125,0.125
Cost per wmt of ore,,,,,,,,,,,,,,,,,,,,,,
diesel,US$/wmt,0.0375,0.0375,0.0375,0.0375,0.0375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0375,0.0,0.0
"labour (incl. mtce, camp, etc)",US$/wmt,0.0046874999999999886,0.004453124999999988,0.005468749999999986,0.004453124999999988,0.004453124999999988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037499999999999908,0.0,0.0
maintenance (parts & consumables only),US$/wmt,0.125,0.125,0.125,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0
