Field,Unit,Kamsar,Rusal Nunez,GAC Kamsar,Rusal Conakry,Rusal Conakry.1,Alufer Cap Verga,Dapilon,Dapilon.1,Dapilon.2,Dapilon.3,Ashapura,Katougouma,Katougouma.1,Katougouma.2,AGB2A Pongo,Dynamic,AMC,Chalco,Dapilon.4,Rundi Boffa,SPIC
Owner,,CBG,Rusal,GAC,Rusal,Rusal,Alufer,GDM,Henan Chine,AMR,SMB,Ashapura,SMB,SMB,SMB,AGB2A,Dynamic,AMC,Chalco,SMB,Rundi Kimbo,SPIC
Project / units,,CBG,Dian Dian,GAC,Kindia,Friguia,Bel Air,GDM,Henan Chine,AMR,Malapouya,Ashapura,Kaboye,Dabiss (S),Dabiss (N),3rd Party Mines,Dynamic,AMC,Boffa,Santou-Houda,Rundi Kimbo,SPIC
distance factor,-,2.282855055701629,2.282855055701629,2.282855055701629,2.282855055701629,2.282855055701629,2.282855055701629,2.282855055701629,2.282855055701629,2.282855055701629,2.282855055701629,2.282855055701629,2.282855055701629,2.282855055701629,2.282855055701629,2.282855055701629,2.282855055701629,2.282855055701629,2.282855055701629,2.282855055701629,2.282855055701629,2.282855055701629
Values after efficiency factoring,,,,,,,,,,,,,,,,,,,,,,
diesel,litres/wmt/km one way,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.009000000000000001,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"labour (incl. mtce, camp, etc)",person_hours per trip one way,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,1.86003,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667
maintenance (parts & consumables only),US$/wmt/hr,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.45,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Values after distance and truck capacity factoring,,,,,,,,,,,,,,,,,,,,,,
diesel,litres/wmt/km one way,0.019294981993622732,0.016452335900479446,0.01763857482655737,0.01763857482655737,0.01763857482655737,0.019294981993622732,0.019294981993622732,0.01736548379426046,0.019294981993622732,0.019294981993622732,0.019294981993622732,0.019294981993622732,0.019294981993622732,0.019294981993622732,0.019294981993622732,0.019294981993622732,0.019294981993622732,0.019294981993622732,0.019294981993622732,0.019294981993622732,0.019294981993622732
"labour (incl. mtce, camp, etc)",person_hours/wmt/km one way,3.98769392862201,3.400204260552087,3.645364259404611,3.645364259404611,3.645364259404611,3.98769392862201,3.98769392862201,3.5889245357598094,3.98769392862201,3.98769392862201,3.98769392862201,3.98769392862201,3.98769392862201,3.98769392862201,3.98769392862201,3.98769392862201,3.98769392862201,3.98769392862201,3.98769392862201,3.98769392862201,3.98769392862201
maintenance (parts & consumables only),US$/wmt/hr,0.9647490996811366,0.8226167950239722,0.8819287413278682,0.8819287413278682,0.8819287413278682,0.9647490996811366,0.9647490996811366,0.868274189713023,0.9647490996811366,0.9647490996811366,0.9647490996811366,0.9647490996811366,0.9647490996811366,0.9647490996811366,0.9647490996811366,0.9647490996811366,0.9647490996811366,0.9647490996811366,0.9647490996811366,0.9647490996811366,0.9647490996811366
Cost per wmt (incl capacity & distance factoring),,,,,,,,,,,,,,,,,,,,,,
diesel,US$/wmt,0.038589963987245464,0.03290467180095889,0.03527714965311474,0.03527714965311474,0.03527714965311474,0.038589963987245464,0.038589963987245464,0.03473096758852092,0.038589963987245464,0.038589963987245464,0.038589963987245464,0.038589963987245464,0.038589963987245464,0.038589963987245464,0.038589963987245464,0.038589963987245464,0.038589963987245464,0.038589963987245464,0.038589963987245464,0.038589963987245464,0.038589963987245464
"labour (incl. mtce, camp, etc)",US$/wmt,0.22153855159011113,0.17945522486247079,0.23627360940585385,0.19239422480190954,0.19239422480190954,0.24553856134570648,0.1772308412720889,0.15950775714488,0.1772308412720889,0.1772308412720889,0.1772308412720889,0.1772308412720889,0.1772308412720889,0.1772308412720889,0.1772308412720889,0.21046162401060556,0.21046162401060556,0.1772308412720889,0.1772308412720889,0.1772308412720889,0.1772308412720889
maintenance (parts & consumables only),US$/wmt,0.021438868881803037,0.01828037322275494,0.019598416473952628,0.019598416473952628,0.019598416473952628,0.021438868881803037,0.021438868881803037,0.019294981993622732,0.021438868881803037,0.021438868881803037,0.021438868881803037,0.021438868881803037,0.021438868881803037,0.021438868881803037,0.021438868881803037,0.021438868881803037,0.021438868881803037,0.021438868881803037,0.021438868881803037,0.021438868881803037,0.021438868881803037
Cost per wmt of ore,,,,,,,,,,,,,,,,,,,,,,
diesel,US$/wmt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"labour (incl. mtce, camp, etc)",US$/wmt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maintenance (parts & consumables only),US$/wmt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOTAL,US$/wmt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Include in costs ? (switch) =>,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Base Values,,,,,,,,,,,,,,,,,,,,,,
diesel,litres/wmt,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
"labour (incl. mtce, camp, etc)",person_hours/wmt,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06
maintenance (parts & consumables only),US$/wmt,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45
Values after efficiency factoring,,,,,,,,,,,,,,,,,,,,,,
diesel,litres/wmt,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.45,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
"labour (incl. mtce, camp, etc)",person_hours/wmt,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.054,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06
maintenance (parts & consumables only),US$/wmt,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.405,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45
Cost per wmt,,,,,,,,,,,,,,,,,,,,,,
diesel,US$/wmt,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.45,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
"labour (incl. mtce, camp, etc)",US$/wmt,0.07499999999999982,0.07124999999999981,0.08749999999999977,0.07124999999999981,0.07124999999999981,0.08312499999999977,0.059999999999999845,0.05399999999999986,0.059999999999999845,0.059999999999999845,0.059999999999999845,0.059999999999999845,0.059999999999999845,0.059999999999999845,0.059999999999999845,0.07124999999999981,0.07124999999999981,0.059999999999999845,0.059999999999999845,0.059999999999999845,0.059999999999999845
maintenance (parts & consumables only),US$/wmt,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.405,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45
Cost per wmt of ore,,,,,,,,,,,,,,,,,,,,,,
diesel,US$/wmt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"labour (incl. mtce, camp, etc)",US$/wmt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maintenance (parts & consumables only),US$/wmt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOTAL,US$/wmt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Include in costs ? (switch) =>,,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0
insitu  tph,tph,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,650,407.500556717815,500,500,500,500
Base Values,,,,,,,,,,,,,,,,,,,,,,
diesel,litres/wmt,0.192012288786482,0.192012288786482,0.192012288786482,0.192012288786482,0.192012288786482,0.192012288786482,0.192012288786482,0.192012288786482,0.192012288786482,0.192012288786482,0.192012288786482,0.192012288786482,0.192012288786482,0.192012288786482,0.192012288786482,0.192012288786482,0.192012288786482,0.192012288786482,0.192012288786482,0.192012288786482,0.192012288786482
"labour (incl. mtce, camp, etc)",person_hours/wmt,0.00921658986175115,0.00921658986175115,0.00921658986175115,0.00921658986175115,0.00921658986175115,0.00921658986175115,0.00921658986175115,0.00921658986175115,0.00921658986175115,0.00921658986175115,0.00921658986175115,0.00921658986175115,0.00921658986175115,0.00921658986175115,0.00921658986175115,0.00921658986175115,0.00921658986175115,0.00921658986175115,0.00921658986175115,0.00921658986175115,0.00921658986175115
maintenance (parts & consumables only),US$/wmt,0.435390476190476,0.435390476190476,0.435390476190476,0.435390476190476,0.435390476190476,0.435390476190476,0.435390476190476,0.435390476190476,0.435390476190476,0.435390476190476,0.435390476190476,0.435390476190476,0.435390476190476,0.435390476190476,0.435390476190476,0.435390476190476,0.435390476190476,0.435390476190476,0.435390476190476,0.435390476190476,0.435390476190476
Values after efficiency factoring,,,,,,,,,,,,,,,,,,,,,,
diesel,litres/wmt,0.192012288786482,0.192012288786482,0.192012288786482,0.192012288786482,0.192012288786482,0.192012288786482,0.192012288786482,0.1728110599078338,0.192012288786482,0.192012288786482,0.192012288786482,0.192012288786482,0.192012288786482,0.192012288786482,0.192012288786482,0.192012288786482,0.192012288786482,0.192012288786482,0.192012288786482,0.192012288786482,0.192012288786482
"labour (incl. mtce, camp, etc)",person_hours/wmt,0.00921658986175115,0.00921658986175115,0.00921658986175115,0.00921658986175115,0.00921658986175115,0.00921658986175115,0.00921658986175115,0.008294930875576036,0.00921658986175115,0.00921658986175115,0.00921658986175115,0.00921658986175115,0.00921658986175115,0.00921658986175115,0.00921658986175115,0.00921658986175115,0.00921658986175115,0.00921658986175115,0.00921658986175115,0.00921658986175115,0.00921658986175115
maintenance (parts & consumables only),US$/wmt,0.435390476190476,0.435390476190476,0.435390476190476,0.435390476190476,0.435390476190476,0.435390476190476,0.435390476190476,0.3918514285714284,0.435390476190476,0.435390476190476,0.435390476190476,0.435390476190476,0.435390476190476,0.435390476190476,0.435390476190476,0.435390476190476,0.435390476190476,0.435390476190476,0.435390476190476,0.435390476190476,0.435390476190476
Cost per wmt,,,,,,,,,,,,,,,,,,,,,,
diesel,US$/wmt,0.24999999999999956,0.24999999999999956,0.24999999999999956,0.24999999999999956,0.24999999999999956,0.24999999999999956,0.24999999999999956,0.2249999999999996,0.24999999999999956,0.24999999999999956,0.24999999999999956,0.24999999999999956,0.24999999999999956,0.24999999999999956,0.24999999999999956,0.19230769230769196,0.30674804718502374,0.24999999999999956,0.24999999999999956,0.24999999999999956,0.24999999999999956
"labour (incl. mtce, camp, etc)",US$/wmt,0.01499999999999996,0.01424999999999996,0.017499999999999953,0.01424999999999996,0.01424999999999996,0.01662499999999995,0.011999999999999966,0.010799999999999973,0.011999999999999966,0.011999999999999966,0.011999999999999966,0.011999999999999966,0.011999999999999966,0.011999999999999966,0.011999999999999966,0.010961538461538432,0.017484638689546337,0.011999999999999966,0.011999999999999966,0.011999999999999966,0.011999999999999966
maintenance (parts & consumables only),US$/wmt,0.5668783999999997,0.5668783999999997,0.5668783999999997,0.5668783999999997,0.5668783999999997,0.5668783999999997,0.5668783999999997,0.5101905599999997,0.5668783999999997,0.5668783999999997,0.5668783999999997,0.5668783999999997,0.5668783999999997,0.5668783999999997,0.5668783999999997,0.43606030769230747,0.695555368765484,0.5668783999999997,0.5668783999999997,0.5668783999999997,0.5668783999999997
Cost per wmt of ore,,,,,,,,,,,,,,,,,,,,,,
diesel,US$/wmt,0.0,0.0,0.0,0.0,0.0,0.24999999999999956,0.0,0.2249999999999996,0.24999999999999956,0.24999999999999956,0.0,0.0,0.0,0.0,0.0,0.19230769230769196,0.30674804718502374,0.0,0.24999999999999956,0.0,0.0
"labour (incl. mtce, camp, etc)",US$/wmt,0.0,0.0,0.0,0.0,0.0,0.01662499999999995,0.0,0.010799999999999973,0.011999999999999966,0.011999999999999966,0.0,0.0,0.0,0.0,0.0,0.010961538461538432,0.017484638689546337,0.0,0.011999999999999966,0.0,0.0
maintenance (parts & consumables only),US$/wmt,0.0,0.0,0.0,0.0,0.0,0.5668783999999997,0.0,0.5101905599999997,0.5668783999999997,0.5668783999999997,0.0,0.0,0.0,0.0,0.0,0.43606030769230747,0.695555368765484,0.0,0.5668783999999997,0.0,0.0
TOTAL,US$/wmt,0.0,0.0,0.0,0.0,0.0,0.8335033999999992,0.0,0.7459905599999993,0.8288783999999991,0.8288783999999991,0.0,0.0,0.0,0.0,0.0,0.6393295384615378,1.019788054640054,0.0,0.8288783999999991,0.0,0.0
Cost per wmt of ore,,,,,,,,,,,,,,,,,,,,,,
diesel,US$/wmt,0.3214285714285714,0.375,0.375,0.375,0.375,0.24999999999999956,0.375,0.2249999999999996,0.2999999999999997,0.2624999999999996,0.375,0.375,0.375,0.375,0.375,0.19230769230769196,0.30674804718502374,0.375,0.2999999999999997,0.3125,0.375
"labour (incl. mtce, camp, etc)",US$/wmt,0.08035714285714265,0.08906249999999977,0.10937499999999974,0.08906249999999977,0.08906249999999977,0.01662499999999995,0.07499999999999982,0.010799999999999973,0.03719999999999991,0.018299999999999948,0.07499999999999982,0.07499999999999982,0.07499999999999982,0.07499999999999982,0.07499999999999982,0.010961538461538432,0.017484638689546337,0.07499999999999982,0.03719999999999991,0.06249999999999985,0.07499999999999982
maintenance (parts & consumables only),US$/wmt,0.6428571428571428,0.75,0.75,0.75,0.75,0.5668783999999997,0.75,0.5101905599999997,0.6401270399999999,0.5851905599999997,0.75,0.75,0.75,0.75,0.75,0.43606030769230747,0.695555368765484,0.75,0.6401270399999999,0.625,0.75
explosives,US$/wmt,0.795454545454545,0.795454545454545,0.795454545454545,0.795454545454545,0.795454545454545,0.0,0.795454545454545,0.0,0.318181818181818,0.07954545454545447,0.795454545454545,0.795454545454545,0.795454545454545,0.795454545454545,0.795454545454545,0.0,0.0,0.795454545454545,0.318181818181818,0.795454545454545,0.795454545454545
TOTAL,US$/wmt,1.8400974025974017,2.009517045454545,2.029829545454545,2.009517045454545,2.009517045454545,0.8335033999999992,1.9954545454545447,0.7459905599999993,1.2955088581818175,0.9455360145454538,1.9954545454545447,1.9954545454545447,1.9954545454545447,1.9954545454545447,1.9954545454545447,0.6393295384615378,1.019788054640054,1.9954545454545447,1.2955088581818175,1.7954545454545447,1.9954545454545447
Include in costs ? (switch) =>,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1
insitu  tph,tph,400,400,400,200,200,200,200,200,200,200,200,200,200,200,200,200,400,200,300,200,200
Base Values,,,,,,,,,,,,,,,,,,,,,,
diesel,litres/wmt,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075
"labour (incl. mtce, camp, etc)",person_hours/wmt,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075
maintenance (parts & consumables only),US$/wmt,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
Values after efficiency factoring,,,,,,,,,,,,,,,,,,,,,,
diesel,litres/wmt,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.0675,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075
"labour (incl. mtce, camp, etc)",person_hours/wmt,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.00675,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075
maintenance (parts & consumables only),US$/wmt,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.225,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
Cost per wmt,,,,,,,,,,,,,,,,,,,,,,
diesel,US$/wmt,0.0375,0.0375,0.0375,0.075,0.075,0.075,0.075,0.0675,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.0375,0.075,0.05,0.075,0.075
"labour (incl. mtce, camp, etc)",US$/wmt,0.0046874999999999886,0.004453124999999988,0.005468749999999986,0.008906249999999977,0.008906249999999977,0.010390624999999971,0.0074999999999999815,0.006749999999999983,0.0074999999999999815,0.0074999999999999815,0.0074999999999999815,0.0074999999999999815,0.0074999999999999815,0.0074999999999999815,0.0074999999999999815,0.008906249999999977,0.004453124999999988,0.0074999999999999815,0.004999999999999987,0.0074999999999999815,0.0074999999999999815
maintenance (parts & consumables only),US$/wmt,0.125,0.125,0.125,0.25,0.25,0.25,0.25,0.225,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.125,0.25,0.16666666666666666,0.25,0.25
Cost per wmt of ore,,,,,,,,,,,,,,,,,,,,,,
diesel,US$/wmt,0.0375,0.0375,0.0375,0.075,0.075,0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.0375,0.0,0.05,0.075,0.075
"labour (incl. mtce, camp, etc)",US$/wmt,0.0046874999999999886,0.004453124999999988,0.005468749999999986,0.008906249999999977,0.008906249999999977,0.010390624999999971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008906249999999977,0.004453124999999988,0.0,0.004999999999999987,0.0074999999999999815,0.0074999999999999815
maintenance (parts & consumables only),US$/wmt,0.125,0.125,0.125,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.125,0.0,0.16666666666666666,0.25,0.25
TOTAL,US$/wmt,0.1671875,0.16695312499999998,0.16796875,0.33390624999999996,0.33390624999999996,0.33539062499999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33390624999999996,0.16695312499999998,0.0,0.22166666666666665,0.33249999999999996,0.33249999999999996
Include in costs ? (switch) =>,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1
truck  size,wmt payload,85,100,100,85,85,40,72.25,72.25,72.25,72.25,72.25,72.25,72.25,72.25,72.25,90,100,72.25,72.25,60,60
one way distance,km,5,20,5,20,20,1,10,10,10,10,10,10,10,10,10,1,20,10,20,2,2
Base Values,,,,,,,,,,,,,,,,,,,,,,
speed,km/h,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45
diesel,litres/wmt/km one way,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"labour (incl. mtce, camp, etc)",person_hours per trip one way,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667
maintenance (parts & consumables only),US$/wmt/hr,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
hours per trip one way,hrs,0.1111111111111111,0.4444444444444444,0.1111111111111111,0.4444444444444444,0.4444444444444444,0.022222222222222223,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.022222222222222223,0.4444444444444444,0.2222222222222222,0.4444444444444444,0.044444444444444446,0.044444444444444446
truck capacity factor,-,0.7581768593761432,0.7206912177533262,0.7206912177533262,0.7581768593761432,0.7581768593761432,0.9591941304525249,0.7976122588054376,0.7976122588054376,0.7976122588054376,0.7976122588054376,0.7976122588054376,0.7976122588054376,0.7976122588054376,0.7976122588054376,0.7976122588054376,0.7447758175267755,0.7206912177533262,0.7976122588054376,0.7976122588054376,0.845212749948002,0.845212749948002
distance factor,-,1.6545669194963537,1.2539272451403496,1.6545669194963537,1.2539272451403496,1.2539272451403496,2.282855055701629,1.4403841637786836,1.4403841637786836,1.4403841637786836,1.4403841637786836,1.4403841637786836,1.4403841637786836,1.4403841637786836,1.4403841637786836,1.4403841637786836,2.282855055701629,1.2539272451403496,1.4403841637786836,1.2539272451403496,1.9873407546644581,1.9873407546644581
Values after efficiency factoring,,,,,,,,,,,,,,,,,,,,,,
diesel,litres/wmt/km one way,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.009000000000000001,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"labour (incl. mtce, camp, etc)",person_hours per trip one way,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,1.86003,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667
maintenance (parts & consumables only),US$/wmt/hr,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.45,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Values after distance and truck capacity factoring,,,,,,,,,,,,,,,,,,,,,,
diesel,litres/wmt/km one way,0.012544543506514055,0.009036943532742722,0.011924318480661968,0.009506986206066895,0.009506986206066895,0.021897011701028743,0.011488680664190972,0.010339812597771877,0.011488680664190972,0.011488680664190972,0.011488680664190972,0.011488680664190972,0.011488680664190972,0.011488680664190972,0.011488680664190972,0.017002152404053134,0.009036943532742722,0.011488680664190972,0.01000147742374074,0.016797257443336842,0.016797257443336842
"labour (incl. mtce, camp, etc)",person_hours/wmt/km one way,2.5925808064912594,1.8676651199119383,2.4643989003984093,1.964808839207845,1.964808839207845,4.525455408251611,2.3743656328683485,2.1369290695815133,2.3743656328683485,2.3743656328683485,2.3743656328683485,2.3743656328683485,2.3743656328683485,2.3743656328683485,2.3743656328683485,3.513834837345661,1.8676651199119383,2.3743656328683485,2.0670053391644987,3.471489195814425,3.471489195814425
maintenance (parts & consumables only),US$/wmt/hr,0.6272271753257027,0.4518471766371361,0.5962159240330984,0.47534931030334476,0.47534931030334476,1.0948505850514372,0.5744340332095487,0.5169906298885938,0.5744340332095487,0.5744340332095487,0.5744340332095487,0.5744340332095487,0.5744340332095487,0.5744340332095487,0.5744340332095487,0.8501076202026567,0.4518471766371361,0.5744340332095487,0.500073871187037,0.8398628721668421,0.8398628721668421
Cost per wmt (incl capacity & distance factoring),,,,,,,,,,,,,,,,,,,,,,
diesel,US$/wmt,0.12544543506514055,0.3614777413097089,0.11924318480661969,0.3802794482426758,0.3802794482426758,0.043794023402057486,0.22977361328381946,0.20679625195543755,0.22977361328381946,0.22977361328381946,0.22977361328381946,0.22977361328381946,0.22977361328381946,0.22977361328381946,0.22977361328381946,0.03400430480810627,0.3614777413097089,0.22977361328381946,0.4000590969496296,0.06718902977334737,0.06718902977334737
"labour (incl. mtce, camp, etc)",US$/wmt,0.7201613351364592,1.971424293240374,0.7986477917957787,2.0739648858304975,2.0739648858304975,0.2786507265266031,1.055273614608152,0.9497462531473367,1.055273614608152,1.055273614608152,1.055273614608152,1.055273614608152,1.055273614608152,1.055273614608152,1.055273614608152,0.18545239419324275,1.971424293240374,1.055273614608152,1.8373380792573275,0.3085768174057259,0.3085768174057259
maintenance (parts & consumables only),US$/wmt,0.06969190836952252,0.20082096739428268,0.06624621378145537,0.2112663601348199,0.2112663601348199,0.02433001300114305,0.1276520073798997,0.11488680664190973,0.1276520073798997,0.1276520073798997,0.1276520073798997,0.1276520073798997,0.1276520073798997,0.1276520073798997,0.1276520073798997,0.018891280448947927,0.20082096739428268,0.1276520073798997,0.2222550538609053,0.03732723876297076,0.03732723876297076
Cost per wmt of ore,,,,,,,,,,,,,,,,,,,,,,
diesel,US$/wmt,0.12544543506514055,0.3614777413097089,0.11924318480661969,0.3802794482426758,0.3802794482426758,0.043794023402057486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03400430480810627,0.3614777413097089,0.0,0.4000590969496296,0.06718902977334737,0.06718902977334737
"labour (incl. mtce, camp, etc)",US$/wmt,0.7201613351364592,1.971424293240374,0.7986477917957787,2.0739648858304975,2.0739648858304975,0.2786507265266031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18545239419324275,1.971424293240374,0.0,1.8373380792573275,0.3085768174057259,0.3085768174057259
maintenance (parts & consumables only),US$/wmt,0.06969190836952252,0.20082096739428268,0.06624621378145537,0.2112663601348199,0.2112663601348199,0.02433001300114305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018891280448947927,0.20082096739428268,0.0,0.2222550538609053,0.03732723876297076,0.03732723876297076
TOTAL,US$/wmt,0.9152986785711222,2.5337230019443657,0.9841371903838537,2.665510694207993,2.665510694207993,0.34677476292980364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23834797945029693,2.5337230019443657,0.0,2.4596522300678623,0.413093085942044,0.413093085942044
"Total Load, Haul & Dump 1 module - per wmt ore",,,,,,,,,,,,,,,,,,,,,,
diesel,US$/wmt,0.16294543506514056,0.39897774130970887,0.1567431848066197,0.4552794482426758,0.4552794482426758,0.11879402340205748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10900430480810627,0.39897774130970887,0.0,0.4500590969496296,0.14218902977334735,0.14218902977334735
"labour (incl. mtce, camp, etc)",US$/wmt,0.7248488351364591,1.975877418240374,0.8041165417957787,2.0828711358304974,2.0828711358304974,0.2890413515266031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19435864419324272,1.975877418240374,0.0,1.8423380792573274,0.3160768174057259,0.3160768174057259
maintenance (parts & consumables only),US$/wmt,0.19469190836952252,0.3258209673942827,0.19124621378145537,0.4612663601348199,0.4612663601348199,0.27433001300114307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26889128044894794,0.3258209673942827,0.0,0.38892172052757196,0.2873272387629708,0.2873272387629708
TOTAL,US$/wmt,1.0824861785711222,2.7006761269443653,1.1521059403838538,2.999416944207993,2.999416944207993,0.6821653879298036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5722542294502969,2.7006761269443653,0.0,2.681318896734529,0.7455930859420441,0.7455930859420441
Include in costs ? (switch) =>,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
insitu  tph,tph,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
Base Values,,,,,,,,,,,,,,,,,,,,,,
