Name3,Name1,Name,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040
Africa,Guinea,Chalco Boffa,0.0,0.0,0.0,0.0,4.240384615479599,10.17692307715104,10.17692307715104,10.799999999308799,10.17692307715104,11.307692307945599,21.484615385096635,21.484615385096635,21.484615385096635,21.484615385096635,21.484615385096635,22.615384615891198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Africa,Guinea,Alufer (Bel Air),0.0,0.0,0.33693618192428343,3.377285701239454,4.8795180716475,5.138132529444818,5.138132529444818,5.695312500127574,5.709036143827575,8.712867468733776,8.712867468733776,8.712867468733776,8.712867468733776,8.712867468733776,9.046626504834466,9.046626504834466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Australasia,Australia,Weipa_Amrun Generic,14.390860658400001,15.839431335,20.408709103170338,18.285610390919704,18.285610389592104,18.285610389592104,18.285610389592104,18.28795180482405,19.7129870129673,19.7129870129673,19.7129870129673,19.7129870129673,19.7129870129673,19.7129870129673,19.7129870129673,19.7129870129673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Australasia,Australia,Gove,9.527822550000002,11.753086419899999,8.684603018250797,7.937122875575409,7.975308642075,7.975308642075,7.975308642075,8.389610389602,7.975308642075,7.975308642075,7.975308642075,7.975308642075,7.975308642075,7.975308642075,7.975308642075,7.975308642075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Africa,Guinea,AMR,0.0,4.16988,8.0,5.9,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Asia ex-China,India,Gujarat & Maharashtra,5.0658214717800005,2.14000000002675,0.6528674492688965,0.3269922014076538,0.0,6.967741934159999,6.967741934159999,7.802004297023999,7.704787522248,6.967741934159999,6.967741934159999,6.967741934159999,6.967741934159999,6.967741934159999,6.967741934159999,6.967741934159999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Asia ex-China,Indonesia,West Kalimantan,0.0,1.2679569890064,7.101124178051969,13.660006740204546,16.2571851853884,13.5161481483171,7.3724444445366,6.83277419225016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Africa,Guinea,Henan-Chine,0.0,1.79844097970925,5.0,5.0,5.0,5.0,7.129732739129375,9.086859686952,9.086859686952,10.408163264639999,9.60000000012,10.000000000125,10.000000000125,10.000000000125,10.000000000125,10.000000000125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Asia ex-China,Malaysia,Kuantan & Johor,6.762102332110669,4.28823529417125,0.48921197589351023,0.6874025130724136,0.1825882352964,5.477647058892,5.477647058892,5.74814814822,5.74814814822,3.83209876548,1.91604938274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Australasia,Fiji,Aurum Xinfa-Fiji,0.06052074286470795,0.1251428571585,0.0592287619121655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
