Name3,Name1,Name,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040
Australasia,Australia,Metro BH1,0.0,0.0,0.5669999995919126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Australasia,Australia,Amrun,0.0,0.0,0.0,1.3556524056926142,9.59847581310966,9.132601133409661,8.356143333909662,8.086015296534743,7.845123998734744,7.845123998734744,7.845123998734744,6.881558807534744,6.3997762119347446,6.158884914134744,6.158884914134744,6.158884914134744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Australasia,Australia,Rondon do Para,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Americas,Brazil,Huntly,0.03999999999996,0.4999999999995,1.473999999998526,1.7999999999982,1.999999999998,1.999999999998,1.999999999998,4.4999999999955005,6.999999999993001,6.999999999993001,6.999999999993001,6.999999999993001,6.999999999993001,6.999999999993001,6.999999999993001,6.999999999993001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Australasia,Australia,Vietnam Others,0.09473037992344695,0.36000000007078875,0.6054749993077003,0.2000000000393271,1.0000000001966356,1.0000000001966356,1.0000000001966356,1.0000000001966356,1.0000000001966356,1.0000000001966356,1.0000000001966356,1.0000000001966356,1.0000000001966356,1.0000000001966356,1.0000000001966356,1.0000000001966356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Asia ex-China,Vietnam,SMB Malapouya,8.56299999978,4.0000000005,4.75,15.0,15.0,15.0,15.0,15.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Africa,Guinea,Rundi,0.0,0.0,0.0,0.0,0.0,3.6000000000806396,9.0000000002016,9.0000000002016,9.0000000002016,9.0000000002016,10.000000000224,10.000000000224,10.000000000224,10.000000000224,10.000000000224,10.000000000224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Africa,Guinea,Metro Blend,0.0,0.0,0.0,1.0000000004355314,1.529999999460916,3.3299999990969207,5.400000001004752,5.400000001521622,5.3999999999617465,5.400000000006212,5.400000001303794,5.400000000404683,5.399999998901891,5.399999998867685,5.39999999808677,5.399999999900284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Australasia,Australia,Dabiss N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Africa,Guinea,Amrun HT,0.0,0.0,0.0,15.244347593909815,13.201524186344278,13.667398866044277,14.443856665544276,14.713984703288556,14.954876001088557,14.954876001088557,14.954876001088557,15.918441192288556,16.400223787888557,16.641115085688554,16.641115085688554,16.641115085688554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Australasia,Australia,Dian Dian,0.0,0.0,1.5670000002789288,1.999999998633051,2.070000001120616,2.070000001120616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Africa,Guinea,Dynamic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9999999995984,2.9999999993976,2.9999999993976,2.9999999993976,2.9999999993976,2.9999999993976,2.9999999993976,2.9999999993976,2.9999999993976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Africa,Guinea,Other,0.0,0.0,0.0,0.0,0.0,3.64499999976672,4.85999999968896,7.28999999953344,8.0999999994816,8.0999999994816,8.0999999994816,8.0999999994816,8.999999999423999,8.999999999423999,8.999999999423999,9.000000001692001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other,Other,GDM,0.4412998943,0.8399999998,0.5477900012,0.5999999991,0.49999999925,0.49999999925,0.49999999925,0.49999999925,0.49999999925,0.49999999925,0.49999999925,0.49999999925,0.49999999925,0.49999999925,0.49999999925,0.49999999925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Africa,Guinea,Ashapura Guinea,0.0,0.0,2.0,1.46,2.0,2.0,2.9,2.88,2.96,2.96,2.96,2.96,2.96,2.96,2.96,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Africa,Guinea,SMB Kaboye,0.0,0.0,0.19999999997370002,0.0,0.0,0.0,2.29999999969755,4.49999999940825,4.49999999940825,4.49999999940825,4.49999999940825,4.9999999993425,4.9999999993425,4.9999999993425,4.9999999993425,4.9999999993425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Africa,Guinea,SMB Dabiss S,0.0,9.099999998775,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Africa,Guinea,Weiqiao Self Supply,0.0,6.000000000075,16.17321673533519,13.8601770700821,18.297623421282175,19.661592041275533,18.29771897685048,19.67771897685048,19.42000000022875,19.19000000022875,19.19000000022875,19.19000000022875,19.19000000022875,19.19000000022875,19.19000000022875,19.636186107115336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Africa,Guinea,AGB2A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Africa,Guinea,Mokanji,0.0,0.0,0.0,0.0,3.4999999995397504,3.4999999995397504,4.49999999940825,4.49999999940825,5.999999999211001,8.09999999893485,8.09999999893485,8.09999999893485,8.09999999893485,8.9999999988165,8.9999999988165,8.9999999988165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Africa,Guinea,SMB Santou-Houda,0.0,0.0,0.0,0.099999999981,0.99999999981,0.99999999981,0.99999999981,0.99999999981,0.99999999981,0.99999999981,0.99999999981,0.99999999981,0.99999999981,0.99999999981,0.99999999981,0.99999999981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Africa,Guinea,SPIC,,,,,,,,,,,,,,,,,,,,,,,,,
