date,CBIX1,CBIX2,index,day
2015-03-12,65.4,0.0,1351,Thursday
2015-03-13,65.8,65.8,1352,Friday
2015-03-14,65.2,0.0,1353,Saturday
2015-03-15,64.4,0.0,1354,Sunday
2015-03-16,64.4,0.0,1355,Monday
2015-03-17,63.3,0.0,1356,Tuesday
2015-03-18,62.7,0.0,1357,Wednesday
2015-03-19,63.4,0.0,1358,Thursday
2015-03-20,64.5,64.5,1359,Friday
2015-03-21,63.8,0.0,1360,Saturday
2015-03-22,63.6,0.0,1361,Sunday
2015-03-23,63.6,0.0,1362,Monday
2015-03-24,63.5,0.0,1363,Tuesday
2015-03-25,62.2,0.0,1364,Wednesday
2015-03-26,62.2,0.0,1365,Thursday
2015-03-27,62.2,62.2,1366,Friday
2015-03-28,62.6,0.0,1367,Saturday
2015-03-29,63.0,0.0,1368,Sunday
2015-03-30,62.5,0.0,1369,Monday
2015-03-31,63.1,0.0,1370,Tuesday
2015-04-01,62.6,0.0,1371,Wednesday
2015-04-02,63.9,0.0,1372,Thursday
2015-04-03,62.9,62.9,1373,Friday
2015-04-04,63.3,0.0,1374,Saturday
2015-04-05,63.3,0.0,1375,Sunday
2015-04-06,63.3,0.0,1376,Monday
2015-04-07,64.0,0.0,1377,Tuesday
2015-04-08,64.0,0.0,1378,Wednesday
2015-04-09,64.1,0.0,1379,Thursday
2015-04-10,64.0,64.0,1380,Friday
2015-04-11,65.0,0.0,1381,Saturday
2015-04-12,64.5,0.0,1382,Sunday
2015-04-13,65.2,0.0,1383,Monday
2015-04-14,65.2,0.0,1384,Tuesday
2015-04-15,64.1,0.0,1385,Wednesday
2015-04-16,64.1,0.0,1386,Thursday
2015-04-17,65.0,65.0,1387,Friday
2015-04-18,65.0,0.0,1388,Saturday
2015-04-19,65.0,0.0,1389,Sunday
2015-04-20,64.6,0.0,1390,Monday
2015-04-21,65.1,0.0,1391,Tuesday
2015-04-22,65.1,0.0,1392,Wednesday
2015-04-23,63.7,0.0,1393,Thursday
2015-04-24,64.6,64.6,1394,Friday
2015-04-25,63.9,0.0,1395,Saturday
2015-04-26,64.1,0.0,1396,Sunday
2015-04-27,64.0,0.0,1397,Monday
2015-04-28,63.6,0.0,1398,Tuesday
2015-04-29,63.6,0.0,1399,Wednesday
2015-04-30,63.0,0.0,1400,Thursday
2015-05-01,62.1,62.1,1401,Friday
2015-05-02,60.7,0.0,1402,Saturday
2015-05-03,61.5,0.0,1403,Sunday
2015-05-04,61.5,0.0,1404,Monday
2015-05-05,61.5,0.0,1405,Tuesday
2015-05-06,61.5,0.0,1406,Wednesday
2015-05-07,61.5,0.0,1407,Thursday
2015-05-08,62.5,62.5,1408,Friday
2015-05-09,61.5,0.0,1409,Saturday
2015-05-10,63.2,0.0,1410,Sunday
2015-05-11,62.1,0.0,1411,Monday
2015-05-12,61.6,0.0,1412,Tuesday
2015-05-13,61.9,0.0,1413,Wednesday
2015-05-14,61.9,0.0,1414,Thursday
2015-05-15,63.2,63.2,1415,Friday
2015-05-16,64.1,0.0,1416,Saturday
2015-05-17,63.2,0.0,1417,Sunday
2015-05-18,63.2,0.0,1418,Monday
2015-05-19,63.2,0.0,1419,Tuesday
2015-05-20,63.7,0.0,1420,Wednesday
2015-05-21,61.6,0.0,1421,Thursday
2015-05-22,61.6,61.6,1422,Friday
2015-05-23,59.3,0.0,1423,Saturday
2015-05-24,60.5,0.0,1424,Sunday
2015-05-25,58.3,0.0,1425,Monday
2015-05-26,58.5,0.0,1426,Tuesday
2015-05-27,58.3,0.0,1427,Wednesday
2015-05-28,58.3,0.0,1428,Thursday
2015-05-29,58.3,58.3,1429,Friday
2015-05-30,57.9,0.0,1430,Saturday
2015-05-31,58.2,0.0,1431,Sunday
2015-06-01,58.2,0.0,1432,Monday
2015-06-02,57.4,0.0,1433,Tuesday
2015-06-03,56.8,0.0,1434,Wednesday
2015-06-04,56.0,0.0,1435,Thursday
2015-06-05,56.0,56.0,1436,Friday
2015-06-06,56.0,0.0,1437,Saturday
2015-06-07,55.2,0.0,1438,Sunday
2015-06-08,55.6,0.0,1439,Monday
2015-06-09,53.2,0.0,1440,Tuesday
2015-06-10,53.1,0.0,1441,Wednesday
2015-06-11,53.0,0.0,1442,Thursday
2015-06-12,52.3,52.3,1443,Friday
2015-06-13,52.3,0.0,1444,Saturday
2015-06-14,52.3,0.0,1445,Sunday
2015-06-15,50.2,0.0,1446,Monday
2015-06-16,51.4,0.0,1447,Tuesday
2015-06-17,51.4,0.0,1448,Wednesday
2015-06-18,51.4,0.0,1449,Thursday
2015-06-19,52.5,52.5,1450,Friday
2015-06-20,53.5,0.0,1451,Saturday
2015-06-21,53.0,0.0,1452,Sunday
2015-06-22,54.2,0.0,1453,Monday
2015-06-23,52.7,0.0,1454,Tuesday
2015-06-24,54.5,0.0,1455,Wednesday
2015-06-25,52.8,0.0,1456,Thursday
2015-06-26,52.8,52.8,1457,Friday
2015-06-27,52.8,0.0,1458,Saturday
2015-06-28,52.8,0.0,1459,Sunday
2015-06-29,52.8,0.0,1460,Monday
2015-06-30,52.1,0.0,1461,Tuesday
2015-07-01,53.1,0.0,1462,Wednesday
2015-07-02,53.1,0.0,1463,Thursday
2015-07-03,53.4,53.4,1464,Friday
2015-07-04,54.2,0.0,1465,Saturday
2015-07-05,54.2,0.0,1466,Sunday
2015-07-06,53.3,0.0,1467,Monday
2015-07-07,52.7,0.0,1468,Tuesday
2015-07-08,52.7,0.0,1469,Wednesday
2015-07-09,52.7,0.0,1470,Thursday
2015-07-10,52.4,52.4,1471,Friday
2015-07-11,52.4,0.0,1472,Saturday
2015-07-12,54.0,0.0,1473,Sunday
2015-07-13,54.0,0.0,1474,Monday
2015-07-14,54.2,0.0,1475,Tuesday
2015-07-15,54.2,0.0,1476,Wednesday
2015-07-16,53.4,0.0,1477,Thursday
2015-07-17,52.7,52.7,1478,Friday
2015-07-18,52.7,0.0,1479,Saturday
2015-07-19,51.7,0.0,1480,Sunday
2015-07-20,52.2,0.0,1481,Monday
2015-07-21,52.5,0.0,1482,Tuesday
2015-07-22,52.8,0.0,1483,Wednesday
2015-07-23,53.6,0.0,1484,Thursday
2015-07-24,54.1,54.1,1485,Friday
2015-07-25,52.0,0.0,1486,Saturday
2015-07-26,52.0,0.0,1487,Sunday
2015-07-27,52.0,0.0,1488,Monday
2015-07-28,52.0,0.0,1489,Tuesday
2015-07-29,52.8,0.0,1490,Wednesday
2015-07-30,53.2,0.0,1491,Thursday
2015-07-31,52.6,52.6,1492,Friday
2015-08-01,52.1,0.0,1493,Saturday
2015-08-02,52.1,0.0,1494,Sunday
2015-08-03,52.1,0.0,1495,Monday
2015-08-04,52.1,0.0,1496,Tuesday
2015-08-05,53.2,0.0,1497,Wednesday
2015-08-06,53.2,0.0,1498,Thursday
2015-08-07,53.2,53.2,1499,Friday
2015-08-08,52.3,0.0,1500,Saturday
2015-08-09,52.8,0.0,1501,Sunday
2015-08-10,52.8,0.0,1502,Monday
2015-08-11,51.6,0.0,1503,Tuesday
2015-08-12,52.4,0.0,1504,Wednesday
2015-08-13,51.6,0.0,1505,Thursday
2015-08-14,51.6,51.6,1506,Friday
2015-08-15,52.1,0.0,1507,Saturday
2015-08-16,52.8,0.0,1508,Sunday
2015-08-17,53.2,0.0,1509,Monday
2015-08-18,54.0,0.0,1510,Tuesday
2015-08-19,53.6,0.0,1511,Wednesday
2015-08-20,53.7,0.0,1512,Thursday
2015-08-21,53.5,53.5,1513,Friday
2015-08-22,53.3,0.0,1514,Saturday
2015-08-23,53.3,0.0,1515,Sunday
2015-08-24,55.8,0.0,1516,Monday
2015-08-25,55.8,0.0,1517,Tuesday
2015-08-26,55.8,0.0,1518,Wednesday
2015-08-27,55.8,0.0,1519,Thursday
2015-08-28,55.3,55.3,1520,Friday
2015-08-29,56.1,0.0,1521,Saturday
2015-08-30,56.0,0.0,1522,Sunday
2015-08-31,56.6,0.0,1523,Monday
2015-09-01,56.6,0.0,1524,Tuesday
2015-09-02,56.6,0.0,1525,Wednesday
2015-09-03,56.6,0.0,1526,Thursday
2015-09-04,56.6,56.6,1527,Friday
2015-09-05,56.6,0.0,1528,Saturday
2015-09-06,57.0,0.0,1529,Sunday
2015-09-07,57.6,0.0,1530,Monday
2015-09-08,57.5,0.0,1531,Tuesday
2015-09-09,57.5,0.0,1532,Wednesday
2015-09-10,57.5,0.0,1533,Thursday
2015-09-11,57.7,57.7,1534,Friday
2015-09-12,58.7,0.0,1535,Saturday
2015-09-13,58.7,0.0,1536,Sunday
2015-09-14,58.7,0.0,1537,Monday
2015-09-15,59.2,0.0,1538,Tuesday
2015-09-16,59.1,0.0,1539,Wednesday
2015-09-17,58.7,0.0,1540,Thursday
2015-09-18,59.2,59.2,1541,Friday
2015-09-19,58.4,0.0,1542,Saturday
2015-09-20,59.3,0.0,1543,Sunday
2015-09-21,59.3,0.0,1544,Monday
2015-09-22,59.3,0.0,1545,Tuesday
2015-09-23,59.3,0.0,1546,Wednesday
2015-09-24,59.3,0.0,1547,Thursday
2015-09-25,59.0,59.0,1548,Friday
2015-09-26,58.7,0.0,1549,Saturday
2015-09-27,58.6,0.0,1550,Sunday
2015-09-28,58.2,0.0,1551,Monday
2015-09-29,58.2,0.0,1552,Tuesday
2015-09-30,58.2,0.0,1553,Wednesday
2015-10-01,58.2,0.0,1554,Thursday
2015-10-02,58.2,58.2,1555,Friday
2015-10-03,58.2,0.0,1556,Saturday
2015-10-04,58.2,0.0,1557,Sunday
2015-10-05,58.2,0.0,1558,Monday
2015-10-06,57.8,0.0,1559,Tuesday
2015-10-07,57.8,0.0,1560,Wednesday
2015-10-08,57.8,0.0,1561,Thursday
2015-10-09,58.6,58.6,1562,Friday
2015-10-10,58.6,0.0,1563,Saturday
2015-10-11,58.1,0.0,1564,Sunday
2015-10-12,57.6,0.0,1565,Monday
2015-10-13,57.6,0.0,1566,Tuesday
2015-10-14,56.5,0.0,1567,Wednesday
2015-10-15,56.5,0.0,1568,Thursday
2015-10-16,57.5,57.5,1569,Friday
2015-10-17,57.5,0.0,1570,Saturday
2015-10-18,56.0,0.0,1571,Sunday
2015-10-19,57.2,0.0,1572,Monday
2015-10-20,56.3,0.0,1573,Tuesday
2015-10-21,56.3,0.0,1574,Wednesday
2015-10-22,55.9,0.0,1575,Thursday
2015-10-23,56.7,56.7,1576,Friday
2015-10-24,56.4,0.0,1577,Saturday
2015-10-25,56.2,0.0,1578,Sunday
2015-10-26,57.2,0.0,1579,Monday
2015-10-27,57.5,0.0,1580,Tuesday
2015-10-28,57.6,0.0,1581,Wednesday
2015-10-29,57.3,0.0,1582,Thursday
2015-10-30,57.6,57.6,1583,Friday
2015-10-31,57.6,0.0,1584,Saturday
2015-11-01,57.9,0.0,1585,Sunday
2015-11-02,57.9,0.0,1586,Monday
2015-11-03,58.4,0.0,1587,Tuesday
2015-11-04,58.4,0.0,1588,Wednesday
2015-11-05,58.4,0.0,1589,Thursday
2015-11-06,58.5,58.5,1590,Friday
2015-11-07,58.6,0.0,1591,Saturday
2015-11-08,57.8,0.0,1592,Sunday
2015-11-09,57.8,0.0,1593,Monday
2015-11-10,57.6,0.0,1594,Tuesday
2015-11-11,57.6,0.0,1595,Wednesday
2015-11-12,57.6,0.0,1596,Thursday
2015-11-13,59.2,59.2,1597,Friday
2015-11-14,59.3,0.0,1598,Saturday
2015-11-15,58.8,0.0,1599,Sunday
2015-11-16,58.8,0.0,1600,Monday
2015-11-17,60.1,0.0,1601,Tuesday
2015-11-18,59.9,0.0,1602,Wednesday
2015-11-19,59.9,0.0,1603,Thursday
2015-11-20,59.6,59.6,1604,Friday
2015-11-21,60.1,0.0,1605,Saturday
2015-11-22,59.7,0.0,1606,Sunday
2015-11-23,60.1,0.0,1607,Monday
2015-11-24,59.8,0.0,1608,Tuesday
2015-11-25,59.5,0.0,1609,Wednesday
2015-11-26,60.3,0.0,1610,Thursday
2015-11-27,60.3,60.3,1611,Friday
2015-11-28,60.0,0.0,1612,Saturday
2015-11-29,59.9,0.0,1613,Sunday
2015-11-30,59.5,0.0,1614,Monday
2015-12-01,59.3,0.0,1615,Tuesday
2015-12-02,58.9,0.0,1616,Wednesday
2015-12-03,58.5,0.0,1617,Thursday
2015-12-04,57.8,57.8,1618,Friday
2015-12-05,57.6,0.0,1619,Saturday
2015-12-06,56.9,0.0,1620,Sunday
2015-12-07,56.7,0.0,1621,Monday
2015-12-08,56.6,0.0,1622,Tuesday
2015-12-09,56.2,0.0,1623,Wednesday
2015-12-10,56.2,0.0,1624,Thursday
2015-12-11,55.7,55.7,1625,Friday
2015-12-12,55.3,0.0,1626,Saturday
2015-12-13,53.1,0.0,1627,Sunday
2015-12-14,52.1,0.0,1628,Monday
2015-12-15,51.3,0.0,1629,Tuesday
2015-12-16,51.3,0.0,1630,Wednesday
2015-12-17,51.2,0.0,1631,Thursday
2015-12-18,51.2,51.2,1632,Friday
2015-12-19,50.9,0.0,1633,Saturday
2015-12-20,50.7,0.0,1634,Sunday
2015-12-21,50.6,0.0,1635,Monday
2015-12-22,50.6,0.0,1636,Tuesday
2015-12-23,50.2,0.0,1637,Wednesday
2015-12-24,50.2,0.0,1638,Thursday
2015-12-25,50.1,50.1,1639,Friday
2015-12-26,49.3,0.0,1640,Saturday
2015-12-27,49.2,0.0,1641,Sunday
2015-12-28,48.8,0.0,1642,Monday
2015-12-29,49.1,0.0,1643,Tuesday
2015-12-30,48.4,0.0,1644,Wednesday
2015-12-31,48.4,0.0,1645,Thursday
2016-01-01,48.4,48.4,1646,Friday
2016-01-02,48.6,0.0,1647,Saturday
2016-01-03,48.4,0.0,1648,Sunday
2016-01-04,48.3,0.0,1649,Monday
2016-01-05,48.4,0.0,1650,Tuesday
2016-01-06,48.4,0.0,1651,Wednesday
2016-01-07,48.3,0.0,1652,Thursday
2016-01-08,48.4,48.4,1653,Friday
2016-01-09,48.7,0.0,1654,Saturday
2016-01-10,49.0,0.0,1655,Sunday
2016-01-11,48.3,0.0,1656,Monday
2016-01-12,48.5,0.0,1657,Tuesday
2016-01-13,48.6,0.0,1658,Wednesday
2016-01-14,48.7,0.0,1659,Thursday
2016-01-15,47.6,47.6,1660,Friday
2016-01-16,47.8,0.0,1661,Saturday
2016-01-17,47.1,0.0,1662,Sunday
2016-01-18,46.7,0.0,1663,Monday
2016-01-19,46.7,0.0,1664,Tuesday
2016-01-20,46.7,0.0,1665,Wednesday
2016-01-21,46.7,0.0,1666,Thursday
2016-01-22,47.1,47.1,1667,Friday
2016-01-23,47.4,0.0,1668,Saturday
2016-01-24,47.4,0.0,1669,Sunday
2016-01-25,47.4,0.0,1670,Monday
2016-01-26,46.7,0.0,1671,Tuesday
2016-01-27,46.1,0.0,1672,Wednesday
2016-01-28,45.7,0.0,1673,Thursday
2016-01-29,46.6,46.6,1674,Friday
2016-01-30,46.6,0.0,1675,Saturday
2016-01-31,46.6,0.0,1676,Sunday
2016-02-01,46.0,0.0,1677,Monday
2016-02-02,46.0,0.0,1678,Tuesday
2016-02-03,46.0,0.0,1679,Wednesday
2016-02-04,46.0,0.0,1680,Thursday
2016-02-05,45.9,45.9,1681,Friday
2016-02-06,46.4,0.0,1682,Saturday
2016-02-07,46.4,0.0,1683,Sunday
2016-02-08,45.3,0.0,1684,Monday
2016-02-09,44.9,0.0,1685,Tuesday
2016-02-10,45.2,0.0,1686,Wednesday
2016-02-11,44.6,0.0,1687,Thursday
2016-02-12,44.6,44.6,1688,Friday
2016-02-13,45.2,0.0,1689,Saturday
2016-02-14,48.1,0.0,1690,Sunday
2016-02-15,47.2,0.0,1691,Monday
2016-02-16,50.7,0.0,1692,Tuesday
2016-02-17,50.2,0.0,1693,Wednesday
2016-02-18,50.6,0.0,1694,Thursday
2016-02-19,48.4,48.4,1695,Friday
2016-02-20,47.9,0.0,1696,Saturday
2016-02-21,47.9,0.0,1697,Sunday
2016-02-22,47.9,0.0,1698,Monday
2016-02-23,47.9,0.0,1699,Tuesday
2016-02-24,48.6,0.0,1700,Wednesday
2016-02-25,49.2,0.0,1701,Thursday
2016-02-26,48.2,48.2,1702,Friday
2016-02-27,48.2,0.0,1703,Saturday
2016-02-28,47.6,0.0,1704,Sunday
2016-02-29,47.6,0.0,1705,Monday
2016-03-01,47.6,0.0,1706,Tuesday
2016-03-02,47.6,0.0,1707,Wednesday
2016-03-03,47.6,0.0,1708,Thursday
2016-03-04,47.6,47.6,1709,Friday
2016-03-05,47.6,0.0,1710,Saturday
2016-03-06,47.8,0.0,1711,Sunday
2016-03-07,46.2,0.0,1712,Monday
2016-03-08,47.0,0.0,1713,Tuesday
2016-03-09,47.3,0.0,1714,Wednesday
2016-03-10,47.3,0.0,1715,Thursday
2016-03-11,47.1,47.1,1716,Friday
2016-03-12,47.1,0.0,1717,Saturday
2016-03-13,47.1,0.0,1718,Sunday
2016-03-14,47.0,0.0,1719,Monday
2016-03-15,47.0,0.0,1720,Tuesday
2016-03-16,47.0,0.0,1721,Wednesday
2016-03-17,47.0,0.0,1722,Thursday
2016-03-18,47.2,47.2,1723,Friday
2016-03-19,46.8,0.0,1724,Saturday
2016-03-20,47.4,0.0,1725,Sunday
2016-03-21,47.4,0.0,1726,Monday
2016-03-22,47.4,0.0,1727,Tuesday
2016-03-23,46.7,0.0,1728,Wednesday
2016-03-24,46.7,0.0,1729,Thursday
2016-03-25,46.2,46.2,1730,Friday
2016-03-26,46.2,0.0,1731,Saturday
2016-03-27,46.6,0.0,1732,Sunday
2016-03-28,46.6,0.0,1733,Monday
2016-03-29,46.6,0.0,1734,Tuesday
2016-03-30,46.6,0.0,1735,Wednesday
2016-03-31,46.3,0.0,1736,Thursday
2016-04-01,46.3,46.3,1737,Friday
2016-04-02,46.3,0.0,1738,Saturday
2016-04-03,46.3,0.0,1739,Sunday
2016-04-04,46.3,0.0,1740,Monday
2016-04-05,46.3,0.0,1741,Tuesday
2016-04-06,46.9,0.0,1742,Wednesday
2016-04-07,45.8,0.0,1743,Thursday
2016-04-08,44.2,44.2,1744,Friday
2016-04-09,44.2,0.0,1745,Saturday
2016-04-10,44.2,0.0,1746,Sunday
2016-04-11,44.2,0.0,1747,Monday
2016-04-12,43.6,0.0,1748,Tuesday
2016-04-13,43.6,0.0,1749,Wednesday
2016-04-14,43.6,0.0,1750,Thursday
2016-04-15,43.9,43.9,1751,Friday
2016-04-16,45.0,0.0,1752,Saturday
2016-04-17,44.2,0.0,1753,Sunday
2016-04-18,44.2,0.0,1754,Monday
2016-04-19,43.8,0.0,1755,Tuesday
2016-04-20,43.8,0.0,1756,Wednesday
2016-04-21,43.6,0.0,1757,Thursday
2016-04-22,43.9,43.9,1758,Friday
2016-04-23,43.9,0.0,1759,Saturday
2016-04-24,43.9,0.0,1760,Sunday
2016-04-25,43.9,0.0,1761,Monday
2016-04-26,43.9,0.0,1762,Tuesday
2016-04-27,43.7,0.0,1763,Wednesday
2016-04-28,43.7,0.0,1764,Thursday
2016-04-29,43.5,43.5,1765,Friday
2016-04-30,43.3,0.0,1766,Saturday
2016-05-01,43.3,0.0,1767,Sunday
2016-05-02,43.3,0.0,1768,Monday
2016-05-03,43.3,0.0,1769,Tuesday
2016-05-04,43.3,0.0,1770,Wednesday
2016-05-05,43.2,0.0,1771,Thursday
2016-05-06,43.4,43.4,1772,Friday
2016-05-07,43.4,0.0,1773,Saturday
2016-05-08,43.9,0.0,1774,Sunday
2016-05-09,43.9,0.0,1775,Monday
2016-05-10,43.9,0.0,1776,Tuesday
2016-05-11,43.9,0.0,1777,Wednesday
2016-05-12,45.4,0.0,1778,Thursday
2016-05-13,44.9,44.9,1779,Friday
2016-05-14,44.7,0.0,1780,Saturday
2016-05-15,45.0,0.0,1781,Sunday
2016-05-16,44.2,0.0,1782,Monday
2016-05-17,44.0,0.0,1783,Tuesday
2016-05-18,44.0,0.0,1784,Wednesday
2016-05-19,44.2,0.0,1785,Thursday
2016-05-20,44.2,44.2,1786,Friday
2016-05-21,44.5,0.0,1787,Saturday
2016-05-22,44.5,0.0,1788,Sunday
2016-05-23,44.5,0.0,1789,Monday
2016-05-24,44.5,0.0,1790,Tuesday
2016-05-25,44.5,0.0,1791,Wednesday
2016-05-26,44.5,0.0,1792,Thursday
2016-05-27,44.4,44.4,1793,Friday
2016-05-28,44.4,0.0,1794,Saturday
2016-05-29,44.6,0.0,1795,Sunday
2016-05-30,44.6,0.0,1796,Monday
2016-05-31,44.6,0.0,1797,Tuesday
2016-06-01,44.6,0.0,1798,Wednesday
2016-06-02,45.3,0.0,1799,Thursday
2016-06-03,45.8,45.8,1800,Friday
2016-06-04,46.0,0.0,1801,Saturday
2016-06-05,46.2,0.0,1802,Sunday
2016-06-06,46.2,0.0,1803,Monday
2016-06-07,46.2,0.0,1804,Tuesday
2016-06-08,45.6,0.0,1805,Wednesday
2016-06-09,45.4,0.0,1806,Thursday
2016-06-10,45.4,45.4,1807,Friday
2016-06-11,44.7,0.0,1808,Saturday
2016-06-12,45.0,0.0,1809,Sunday
2016-06-13,45.2,0.0,1810,Monday
2016-06-14,44.7,0.0,1811,Tuesday
2016-06-15,44.8,0.0,1812,Wednesday
2016-06-16,45.1,0.0,1813,Thursday
2016-06-17,45.1,45.1,1814,Friday
2016-06-18,45.1,0.0,1815,Saturday
2016-06-19,45.1,0.0,1816,Sunday
2016-06-20,45.1,0.0,1817,Monday
2016-06-21,45.1,0.0,1818,Tuesday
2016-06-22,45.1,0.0,1819,Wednesday
2016-06-23,45.1,0.0,1820,Thursday
2016-06-24,45.8,45.8,1821,Friday
2016-06-25,45.8,0.0,1822,Saturday
2016-06-26,46.5,0.0,1823,Sunday
2016-06-27,46.5,0.0,1824,Monday
2016-06-28,46.5,0.0,1825,Tuesday
2016-06-29,46.5,0.0,1826,Wednesday
2016-06-30,46.5,0.0,1827,Thursday
2016-07-01,46.9,46.9,1828,Friday
2016-07-02,46.3,0.0,1829,Saturday
2016-07-03,45.6,0.0,1830,Sunday
2016-07-04,45.6,0.0,1831,Monday
2016-07-05,45.6,0.0,1832,Tuesday
2016-07-06,45.6,0.0,1833,Wednesday
2016-07-07,45.6,0.0,1834,Thursday
2016-07-08,48.0,48.0,1835,Friday
2016-07-09,48.5,0.0,1836,Saturday
2016-07-10,48.5,0.0,1837,Sunday
2016-07-11,49.1,0.0,1838,Monday
2016-07-12,49.1,0.0,1839,Tuesday
2016-07-13,49.8,0.0,1840,Wednesday
2016-07-14,50.1,0.0,1841,Thursday
2016-07-15,49.4,49.4,1842,Friday
2016-07-16,49.4,0.0,1843,Saturday
2016-07-17,49.4,0.0,1844,Sunday
2016-07-18,49.0,0.0,1845,Monday
2016-07-19,49.0,0.0,1846,Tuesday
2016-07-20,49.2,0.0,1847,Wednesday
2016-07-21,49.5,0.0,1848,Thursday
2016-07-22,49.5,49.5,1849,Friday
2016-07-23,49.5,0.0,1850,Saturday
2016-07-24,49.1,0.0,1851,Sunday
2016-07-25,49.1,0.0,1852,Monday
2016-07-26,49.1,0.0,1853,Tuesday
2016-07-27,48.1,0.0,1854,Wednesday
2016-07-28,48.1,0.0,1855,Thursday
2016-07-29,48.1,48.1,1856,Friday
2016-07-30,47.9,0.0,1857,Saturday
2016-07-31,47.7,0.0,1858,Sunday
2016-08-01,47.7,0.0,1859,Monday
2016-08-02,47.1,0.0,1860,Tuesday
2016-08-03,47.1,0.0,1861,Wednesday
2016-08-04,47.1,0.0,1862,Thursday
2016-08-05,46.8,46.8,1863,Friday
2016-08-06,46.8,0.0,1864,Saturday
2016-08-07,46.1,0.0,1865,Sunday
2016-08-08,46.1,0.0,1866,Monday
2016-08-09,46.1,0.0,1867,Tuesday
2016-08-10,46.6,0.0,1868,Wednesday
2016-08-11,46.6,0.0,1869,Thursday
2016-08-12,46.1,46.1,1870,Friday
2016-08-13,46.0,0.0,1871,Saturday
2016-08-14,47.5,0.0,1872,Sunday
2016-08-15,47.2,0.0,1873,Monday
2016-08-16,47.2,0.0,1874,Tuesday
2016-08-17,47.6,0.0,1875,Wednesday
2016-08-18,47.6,0.0,1876,Thursday
2016-08-19,47.2,47.2,1877,Friday
2016-08-20,46.6,0.0,1878,Saturday
2016-08-21,46.6,0.0,1879,Sunday
2016-08-22,46.6,0.0,1880,Monday
2016-08-23,46.6,0.0,1881,Tuesday
2016-08-24,46.6,0.0,1882,Wednesday
2016-08-25,46.4,0.0,1883,Thursday
2016-08-26,47.3,47.3,1884,Friday
2016-08-27,47.2,0.0,1885,Saturday
2016-08-28,47.2,0.0,1886,Sunday
2016-08-29,47.5,0.0,1887,Monday
2016-08-30,47.5,0.0,1888,Tuesday
2016-08-31,47.5,0.0,1889,Wednesday
2016-09-01,48.5,0.0,1890,Thursday
2016-09-02,48.3,48.3,1891,Friday
2016-09-03,47.7,0.0,1892,Saturday
2016-09-04,48.1,0.0,1893,Sunday
2016-09-05,48.1,0.0,1894,Monday
2016-09-06,48.4,0.0,1895,Tuesday
2016-09-07,48.4,0.0,1896,Wednesday
2016-09-08,48.9,0.0,1897,Thursday
2016-09-09,48.6,48.6,1898,Friday
2016-09-10,48.6,0.0,1899,Saturday
2016-09-11,49.2,0.0,1900,Sunday
2016-09-12,49.2,0.0,1901,Monday
2016-09-13,47.9,0.0,1902,Tuesday
2016-09-14,47.5,0.0,1903,Wednesday
2016-09-15,47.3,0.0,1904,Thursday
2016-09-16,46.5,46.5,1905,Friday
2016-09-17,46.3,0.0,1906,Saturday
2016-09-18,46.4,0.0,1907,Sunday
2016-09-19,46.4,0.0,1908,Monday
2016-09-20,46.4,0.0,1909,Tuesday
2016-09-21,46.4,0.0,1910,Wednesday
2016-09-22,46.0,0.0,1911,Thursday
2016-09-23,46.0,46.0,1912,Friday
2016-09-24,46.2,0.0,1913,Saturday
2016-09-25,45.9,0.0,1914,Sunday
2016-09-26,46.2,0.0,1915,Monday
2016-09-27,45.6,0.0,1916,Tuesday
2016-09-28,46.2,0.0,1917,Wednesday
2016-09-29,46.0,0.0,1918,Thursday
2016-09-30,45.7,45.7,1919,Friday
2016-10-01,45.3,0.0,1920,Saturday
2016-10-02,45.5,0.0,1921,Sunday
2016-10-03,46.0,0.0,1922,Monday
2016-10-04,46.0,0.0,1923,Tuesday
2016-10-05,45.5,0.0,1924,Wednesday
2016-10-06,45.8,0.0,1925,Thursday
2016-10-07,45.8,45.8,1926,Friday
2016-10-08,44.8,0.0,1927,Saturday
2016-10-09,44.8,0.0,1928,Sunday
2016-10-10,45.0,0.0,1929,Monday
2016-10-11,45.4,0.0,1930,Tuesday
2016-10-12,45.3,0.0,1931,Wednesday
2016-10-13,45.3,0.0,1932,Thursday
2016-10-14,45.4,45.4,1933,Friday
2016-10-15,45.4,0.0,1934,Saturday
2016-10-16,45.7,0.0,1935,Sunday
2016-10-17,46.0,0.0,1936,Monday
2016-10-18,46.2,0.0,1937,Tuesday
2016-10-19,46.2,0.0,1938,Wednesday
2016-10-20,45.8,0.0,1939,Thursday
2016-10-21,45.7,45.7,1940,Friday
2016-10-22,46.0,0.0,1941,Saturday
2016-10-23,46.0,0.0,1942,Sunday
2016-10-24,46.0,0.0,1943,Monday
2016-10-25,45.9,0.0,1944,Tuesday
2016-10-26,45.8,0.0,1945,Wednesday
2016-10-27,46.1,0.0,1946,Thursday
2016-10-28,45.1,45.1,1947,Friday
2016-10-29,45.2,0.0,1948,Saturday
2016-10-30,45.5,0.0,1949,Sunday
2016-10-31,45.5,0.0,1950,Monday
2016-11-01,45.7,0.0,1951,Tuesday
2016-11-02,45.7,0.0,1952,Wednesday
2016-11-03,46.1,0.0,1953,Thursday
2016-11-04,46.3,46.3,1954,Friday
2016-11-05,46.0,0.0,1955,Saturday
2016-11-06,46.0,0.0,1956,Sunday
2016-11-07,46.3,0.0,1957,Monday
