date,CBIX1,CBIX2,index,day
2013-07-01,53.4,0.0,732,Monday
2013-07-02,53.6,0.0,733,Tuesday
2013-07-03,53.9,0.0,734,Wednesday
2013-07-04,54.0,0.0,735,Thursday
2013-07-05,54.0,54.0,736,Friday
2013-07-06,54.3,0.0,737,Saturday
2013-07-07,54.3,0.0,738,Sunday
2013-07-08,54.5,0.0,739,Monday
2013-07-09,54.4,0.0,740,Tuesday
2013-07-10,55.3,0.0,741,Wednesday
2013-07-11,55.3,0.0,742,Thursday
2013-07-12,55.3,55.3,743,Friday
2013-07-13,55.1,0.0,744,Saturday
2013-07-14,55.6,0.0,745,Sunday
2013-07-15,55.4,0.0,746,Monday
2013-07-16,55.5,0.0,747,Tuesday
2013-07-17,55.6,0.0,748,Wednesday
2013-07-18,56.0,0.0,749,Thursday
2013-07-19,55.6,55.6,750,Friday
2013-07-20,56.3,0.0,751,Saturday
2013-07-21,56.1,0.0,752,Sunday
2013-07-22,56.1,0.0,753,Monday
2013-07-23,56.1,0.0,754,Tuesday
2013-07-24,56.0,0.0,755,Wednesday
2013-07-25,57.3,0.0,756,Thursday
2013-07-26,56.7,56.7,757,Friday
2013-07-27,56.7,0.0,758,Saturday
2013-07-28,57.0,0.0,759,Sunday
2013-07-29,57.4,0.0,760,Monday
2013-07-30,57.2,0.0,761,Tuesday
2013-07-31,56.8,0.0,762,Wednesday
2013-08-01,56.8,0.0,763,Thursday
2013-08-02,55.9,55.9,764,Friday
2013-08-03,55.9,0.0,765,Saturday
2013-08-04,56.2,0.0,766,Sunday
2013-08-05,56.2,0.0,767,Monday
2013-08-06,56.5,0.0,768,Tuesday
2013-08-07,56.8,0.0,769,Wednesday
2013-08-08,56.2,0.0,770,Thursday
2013-08-09,54.4,54.4,771,Friday
2013-08-10,54.4,0.0,772,Saturday
2013-08-11,55.9,0.0,773,Sunday
2013-08-12,55.8,0.0,774,Monday
2013-08-13,55.7,0.0,775,Tuesday
2013-08-14,55.8,0.0,776,Wednesday
2013-08-15,55.0,0.0,777,Thursday
2013-08-16,55.2,55.2,778,Friday
2013-08-17,55.2,0.0,779,Saturday
2013-08-18,56.5,0.0,780,Sunday
2013-08-19,56.0,0.0,781,Monday
2013-08-20,56.2,0.0,782,Tuesday
2013-08-21,56.2,0.0,783,Wednesday
2013-08-22,56.2,0.0,784,Thursday
2013-08-23,56.8,56.8,785,Friday
2013-08-24,56.4,0.0,786,Saturday
2013-08-25,56.5,0.0,787,Sunday
2013-08-26,56.5,0.0,788,Monday
2013-08-27,56.4,0.0,789,Tuesday
2013-08-28,56.1,0.0,790,Wednesday
2013-08-29,56.5,0.0,791,Thursday
2013-08-30,57.5,57.5,792,Friday
2013-08-31,57.5,0.0,793,Saturday
2013-09-01,58.2,0.0,794,Sunday
2013-09-02,58.2,0.0,795,Monday
2013-09-03,58.2,0.0,796,Tuesday
2013-09-04,58.2,0.0,797,Wednesday
2013-09-05,58.1,0.0,798,Thursday
2013-09-06,58.0,58.0,799,Friday
2013-09-07,59.2,0.0,800,Saturday
2013-09-08,59.2,0.0,801,Sunday
2013-09-09,59.4,0.0,802,Monday
2013-09-10,58.0,0.0,803,Tuesday
2013-09-11,58.0,0.0,804,Wednesday
2013-09-12,58.0,0.0,805,Thursday
2013-09-13,58.4,58.4,806,Friday
2013-09-14,60.5,0.0,807,Saturday
2013-09-15,60.5,0.0,808,Sunday
2013-09-16,59.6,0.0,809,Monday
2013-09-17,59.4,0.0,810,Tuesday
2013-09-18,59.4,0.0,811,Wednesday
2013-09-19,59.4,0.0,812,Thursday
2013-09-20,58.5,58.5,813,Friday
2013-09-21,58.5,0.0,814,Saturday
2013-09-22,57.8,0.0,815,Sunday
2013-09-23,57.8,0.0,816,Monday
2013-09-24,58.1,0.0,817,Tuesday
2013-09-25,57.9,0.0,818,Wednesday
2013-09-26,58.0,0.0,819,Thursday
2013-09-27,58.4,58.4,820,Friday
2013-09-28,58.1,0.0,821,Saturday
2013-09-29,57.5,0.0,822,Sunday
2013-09-30,57.4,0.0,823,Monday
2013-10-01,57.4,0.0,824,Tuesday
2013-10-02,57.4,0.0,825,Wednesday
2013-10-03,57.4,0.0,826,Thursday
2013-10-04,57.4,57.4,827,Friday
2013-10-05,56.5,0.0,828,Saturday
2013-10-06,55.9,0.0,829,Sunday
2013-10-07,55.1,0.0,830,Monday
2013-10-08,55.1,0.0,831,Tuesday
2013-10-09,54.7,0.0,832,Wednesday
2013-10-10,54.7,0.0,833,Thursday
2013-10-11,55.3,55.3,834,Friday
2013-10-12,55.3,0.0,835,Saturday
2013-10-13,55.6,0.0,836,Sunday
2013-10-14,53.4,0.0,837,Monday
2013-10-15,53.4,0.0,838,Tuesday
2013-10-16,53.8,0.0,839,Wednesday
2013-10-17,53.8,0.0,840,Thursday
2013-10-18,55.4,55.4,841,Friday
2013-10-19,57.8,0.0,842,Saturday
2013-10-20,58.8,0.0,843,Sunday
2013-10-21,58.5,0.0,844,Monday
2013-10-22,59.5,0.0,845,Tuesday
2013-10-23,59.5,0.0,846,Wednesday
2013-10-24,59.5,0.0,847,Thursday
2013-10-25,59.5,59.5,848,Friday
2013-10-26,59.6,0.0,849,Saturday
2013-10-27,59.2,0.0,850,Sunday
2013-10-28,59.2,0.0,851,Monday
2013-10-29,59.2,0.0,852,Tuesday
2013-10-30,59.2,0.0,853,Wednesday
2013-10-31,59.2,0.0,854,Thursday
2013-11-01,59.5,59.5,855,Friday
2013-11-02,59.5,0.0,856,Saturday
2013-11-03,59.0,0.0,857,Sunday
2013-11-04,61.7,0.0,858,Monday
2013-11-05,61.7,0.0,859,Tuesday
2013-11-06,61.7,0.0,860,Wednesday
2013-11-07,61.7,0.0,861,Thursday
2013-11-08,61.2,61.2,862,Friday
2013-11-09,61.2,0.0,863,Saturday
2013-11-10,60.9,0.0,864,Sunday
2013-11-11,60.1,0.0,865,Monday
2013-11-12,60.1,0.0,866,Tuesday
2013-11-13,59.4,0.0,867,Wednesday
2013-11-14,59.5,0.0,868,Thursday
2013-11-15,60.5,60.5,869,Friday
2013-11-16,60.5,0.0,870,Saturday
2013-11-17,59.8,0.0,871,Sunday
2013-11-18,56.6,0.0,872,Monday
2013-11-19,56.6,0.0,873,Tuesday
2013-11-20,57.1,0.0,874,Wednesday
2013-11-21,57.1,0.0,875,Thursday
2013-11-22,57.1,57.1,876,Friday
2013-11-23,57.1,0.0,877,Saturday
2013-11-24,57.7,0.0,878,Sunday
2013-11-25,56.2,0.0,879,Monday
2013-11-26,55.8,0.0,880,Tuesday
2013-11-27,55.8,0.0,881,Wednesday
2013-11-28,55.8,0.0,882,Thursday
2013-11-29,55.2,55.2,883,Friday
2013-11-30,54.5,0.0,884,Saturday
2013-12-01,53.9,0.0,885,Sunday
2013-12-02,53.5,0.0,886,Monday
2013-12-03,53.1,0.0,887,Tuesday
2013-12-04,53.1,0.0,888,Wednesday
2013-12-05,53.1,0.0,889,Thursday
2013-12-06,53.1,53.1,890,Friday
2013-12-07,52.8,0.0,891,Saturday
2013-12-08,53.0,0.0,892,Sunday
2013-12-09,53.0,0.0,893,Monday
2013-12-10,53.0,0.0,894,Tuesday
2013-12-11,53.4,0.0,895,Wednesday
2013-12-12,53.4,0.0,896,Thursday
2013-12-13,53.6,53.6,897,Friday
2013-12-14,54.5,0.0,898,Saturday
2013-12-15,54.2,0.0,899,Sunday
2013-12-16,53.9,0.0,900,Monday
2013-12-17,53.1,0.0,901,Tuesday
2013-12-18,53.0,0.0,902,Wednesday
2013-12-19,53.8,0.0,903,Thursday
2013-12-20,53.9,53.9,904,Friday
2013-12-21,53.9,0.0,905,Saturday
2013-12-22,53.9,0.0,906,Sunday
2013-12-23,54.8,0.0,907,Monday
2013-12-24,55.2,0.0,908,Tuesday
2013-12-25,55.3,0.0,909,Wednesday
2013-12-26,55.3,0.0,910,Thursday
2013-12-27,55.5,55.5,911,Friday
2013-12-28,55.4,0.0,912,Saturday
2013-12-29,55.6,0.0,913,Sunday
2013-12-30,55.9,0.0,914,Monday
2013-12-31,56.0,0.0,915,Tuesday
2014-01-01,56.5,0.0,916,Wednesday
2014-01-02,56.8,0.0,917,Thursday
2014-01-03,57.0,57.0,918,Friday
2014-01-04,57.0,0.0,919,Saturday
2014-01-05,57.0,0.0,920,Sunday
2014-01-06,57.3,0.0,921,Monday
2014-01-07,57.2,0.0,922,Tuesday
2014-01-08,57.2,0.0,923,Wednesday
2014-01-09,57.2,0.0,924,Thursday
2014-01-10,57.1,57.1,925,Friday
2014-01-11,57.1,0.0,926,Saturday
2014-01-12,57.4,0.0,927,Sunday
2014-01-13,56.9,0.0,928,Monday
2014-01-14,57.4,0.0,929,Tuesday
2014-01-15,58.6,0.0,930,Wednesday
2014-01-16,58.7,0.0,931,Thursday
2014-01-17,59.6,59.6,932,Friday
2014-01-18,59.5,0.0,933,Saturday
2014-01-19,60.0,0.0,934,Sunday
2014-01-20,59.9,0.0,935,Monday
2014-01-21,59.9,0.0,936,Tuesday
2014-01-22,59.1,0.0,937,Wednesday
2014-01-23,58.9,0.0,938,Thursday
2014-01-24,58.6,58.6,939,Friday
2014-01-25,58.9,0.0,940,Saturday
2014-01-26,58.9,0.0,941,Sunday
2014-01-27,59.4,0.0,942,Monday
2014-01-28,59.4,0.0,943,Tuesday
2014-01-29,59.4,0.0,944,Wednesday
2014-01-30,59.4,0.0,945,Thursday
2014-01-31,59.5,59.5,946,Friday
2014-02-01,59.5,0.0,947,Saturday
2014-02-02,59.5,0.0,948,Sunday
2014-02-03,59.5,0.0,949,Monday
2014-02-04,59.5,0.0,950,Tuesday
2014-02-05,60.5,0.0,951,Wednesday
2014-02-06,61.2,0.0,952,Thursday
2014-02-07,61.5,61.5,953,Friday
2014-02-08,61.8,0.0,954,Saturday
2014-02-09,62.2,0.0,955,Sunday
2014-02-10,62.6,0.0,956,Monday
2014-02-11,62.6,0.0,957,Tuesday
2014-02-12,62.6,0.0,958,Wednesday
2014-02-13,62.6,0.0,959,Thursday
2014-02-14,61.9,61.9,960,Friday
2014-02-15,61.9,0.0,961,Saturday
2014-02-16,60.7,0.0,962,Sunday
2014-02-17,60.7,0.0,963,Monday
2014-02-18,60.7,0.0,964,Tuesday
2014-02-19,61.0,0.0,965,Wednesday
2014-02-20,61.0,0.0,966,Thursday
2014-02-21,63.0,63.0,967,Friday
2014-02-22,63.0,0.0,968,Saturday
2014-02-23,65.7,0.0,969,Sunday
2014-02-24,65.7,0.0,970,Monday
2014-02-25,65.7,0.0,971,Tuesday
2014-02-26,67.4,0.0,972,Wednesday
2014-02-27,68.5,0.0,973,Thursday
2014-02-28,68.5,68.5,974,Friday
2014-03-01,68.5,0.0,975,Saturday
2014-03-02,68.5,0.0,976,Sunday
2014-03-03,68.5,0.0,977,Monday
2014-03-04,68.5,0.0,978,Tuesday
2014-03-05,68.5,0.0,979,Wednesday
2014-03-06,68.5,0.0,980,Thursday
2014-03-07,68.4,68.4,981,Friday
2014-03-08,68.4,0.0,982,Saturday
2014-03-09,67.1,0.0,983,Sunday
2014-03-10,67.1,0.0,984,Monday
2014-03-11,67.1,0.0,985,Tuesday
2014-03-12,67.1,0.0,986,Wednesday
2014-03-13,67.1,0.0,987,Thursday
2014-03-14,67.0,67.0,988,Friday
2014-03-15,67.2,0.0,989,Saturday
2014-03-16,67.2,0.0,990,Sunday
2014-03-17,67.2,0.0,991,Monday
2014-03-18,67.2,0.0,992,Tuesday
2014-03-19,67.2,0.0,993,Wednesday
2014-03-20,67.2,0.0,994,Thursday
2014-03-21,65.4,65.4,995,Friday
2014-03-22,65.4,0.0,996,Saturday
2014-03-23,64.5,0.0,997,Sunday
2014-03-24,64.5,0.0,998,Monday
2014-03-25,64.3,0.0,999,Tuesday
2014-03-26,64.3,0.0,1000,Wednesday
2014-03-27,64.3,0.0,1001,Thursday
2014-03-28,63.2,63.2,1002,Friday
2014-03-29,61.7,0.0,1003,Saturday
2014-03-30,61.7,0.0,1004,Sunday
2014-03-31,61.9,0.0,1005,Monday
2014-04-01,61.9,0.0,1006,Tuesday
2014-04-02,61.9,0.0,1007,Wednesday
2014-04-03,61.9,0.0,1008,Thursday
2014-04-04,62.2,62.2,1009,Friday
2014-04-05,62.2,0.0,1010,Saturday
2014-04-06,61.8,0.0,1011,Sunday
2014-04-07,61.8,0.0,1012,Monday
2014-04-08,62.2,0.0,1013,Tuesday
2014-04-09,62.3,0.0,1014,Wednesday
2014-04-10,62.3,0.0,1015,Thursday
2014-04-11,62.0,62.0,1016,Friday
2014-04-12,60.5,0.0,1017,Saturday
2014-04-13,60.5,0.0,1018,Sunday
2014-04-14,60.5,0.0,1019,Monday
2014-04-15,61.3,0.0,1020,Tuesday
2014-04-16,62.6,0.0,1021,Wednesday
2014-04-17,62.6,0.0,1022,Thursday
2014-04-18,62.7,62.7,1023,Friday
2014-04-19,63.2,0.0,1024,Saturday
2014-04-20,63.9,0.0,1025,Sunday
2014-04-21,63.9,0.0,1026,Monday
2014-04-22,64.7,0.0,1027,Tuesday
2014-04-23,64.9,0.0,1028,Wednesday
2014-04-24,65.2,0.0,1029,Thursday
2014-04-25,64.8,64.8,1030,Friday
2014-04-26,64.8,0.0,1031,Saturday
2014-04-27,65.0,0.0,1032,Sunday
2014-04-28,65.5,0.0,1033,Monday
2014-04-29,65.5,0.0,1034,Tuesday
2014-04-30,65.5,0.0,1035,Wednesday
2014-05-01,65.5,0.0,1036,Thursday
2014-05-02,65.2,65.2,1037,Friday
2014-05-03,65.2,0.0,1038,Saturday
2014-05-04,65.9,0.0,1039,Sunday
2014-05-05,65.9,0.0,1040,Monday
2014-05-06,66.8,0.0,1041,Tuesday
2014-05-07,66.8,0.0,1042,Wednesday
2014-05-08,67.1,0.0,1043,Thursday
2014-05-09,67.8,67.8,1044,Friday
2014-05-10,67.4,0.0,1045,Saturday
2014-05-11,68.8,0.0,1046,Sunday
2014-05-12,68.6,0.0,1047,Monday
2014-05-13,68.6,0.0,1048,Tuesday
2014-05-14,68.6,0.0,1049,Wednesday
2014-05-15,69.0,0.0,1050,Thursday
2014-05-16,68.2,68.2,1051,Friday
2014-05-17,68.2,0.0,1052,Saturday
2014-05-18,69.1,0.0,1053,Sunday
2014-05-19,68.7,0.0,1054,Monday
2014-05-20,69.0,0.0,1055,Tuesday
2014-05-21,69.0,0.0,1056,Wednesday
2014-05-22,69.0,0.0,1057,Thursday
2014-05-23,70.2,70.2,1058,Friday
2014-05-24,69.5,0.0,1059,Saturday
2014-05-25,70.5,0.0,1060,Sunday
2014-05-26,70.5,0.0,1061,Monday
2014-05-27,70.5,0.0,1062,Tuesday
2014-05-28,69.7,0.0,1063,Wednesday
2014-05-29,69.7,0.0,1064,Thursday
2014-05-30,70.8,70.8,1065,Friday
2014-05-31,70.8,0.0,1066,Saturday
2014-06-01,71.4,0.0,1067,Sunday
2014-06-02,71.4,0.0,1068,Monday
2014-06-03,71.0,0.0,1069,Tuesday
2014-06-04,71.0,0.0,1070,Wednesday
2014-06-05,71.0,0.0,1071,Thursday
2014-06-06,71.2,71.2,1072,Friday
2014-06-07,71.1,0.0,1073,Saturday
2014-06-08,71.7,0.0,1074,Sunday
2014-06-09,72.5,0.0,1075,Monday
2014-06-10,72.1,0.0,1076,Tuesday
2014-06-11,72.1,0.0,1077,Wednesday
2014-06-12,72.1,0.0,1078,Thursday
2014-06-13,72.2,72.2,1079,Friday
2014-06-14,72.2,0.0,1080,Saturday
2014-06-15,72.2,0.0,1081,Sunday
2014-06-16,72.2,0.0,1082,Monday
2014-06-17,72.2,0.0,1083,Tuesday
2014-06-18,72.2,0.0,1084,Wednesday
2014-06-19,72.2,0.0,1085,Thursday
2014-06-20,72.1,72.1,1086,Friday
2014-06-21,72.1,0.0,1087,Saturday
2014-06-22,71.5,0.0,1088,Sunday
2014-06-23,73.0,0.0,1089,Monday
2014-06-24,73.2,0.0,1090,Tuesday
2014-06-25,73.2,0.0,1091,Wednesday
2014-06-26,72.8,0.0,1092,Thursday
2014-06-27,74.3,74.3,1093,Friday
2014-06-28,75.1,0.0,1094,Saturday
2014-06-29,74.1,0.0,1095,Sunday
2014-06-30,74.1,0.0,1096,Monday
2014-07-01,74.4,0.0,1097,Tuesday
2014-07-02,74.4,0.0,1098,Wednesday
2014-07-03,74.4,0.0,1099,Thursday
2014-07-04,74.3,74.3,1100,Friday
2014-07-05,74.3,0.0,1101,Saturday
2014-07-06,74.2,0.0,1102,Sunday
2014-07-07,74.1,0.0,1103,Monday
2014-07-08,74.1,0.0,1104,Tuesday
2014-07-09,74.1,0.0,1105,Wednesday
2014-07-10,74.1,0.0,1106,Thursday
2014-07-11,74.6,74.6,1107,Friday
2014-07-12,75.0,0.0,1108,Saturday
2014-07-13,74.1,0.0,1109,Sunday
2014-07-14,74.1,0.0,1110,Monday
2014-07-15,74.1,0.0,1111,Tuesday
2014-07-16,74.1,0.0,1112,Wednesday
2014-07-17,74.1,0.0,1113,Thursday
2014-07-18,74.3,74.3,1114,Friday
2014-07-19,74.3,0.0,1115,Saturday
2014-07-20,75.1,0.0,1116,Sunday
2014-07-21,75.1,0.0,1117,Monday
2014-07-22,75.1,0.0,1118,Tuesday
2014-07-23,74.7,0.0,1119,Wednesday
2014-07-24,74.7,0.0,1120,Thursday
2014-07-25,74.6,74.6,1121,Friday
2014-07-26,75.4,0.0,1122,Saturday
2014-07-27,73.5,0.0,1123,Sunday
2014-07-28,73.5,0.0,1124,Monday
2014-07-29,73.5,0.0,1125,Tuesday
2014-07-30,73.5,0.0,1126,Wednesday
2014-07-31,73.5,0.0,1127,Thursday
2014-08-01,73.8,73.8,1128,Friday
2014-08-02,74.4,0.0,1129,Saturday
2014-08-03,74.5,0.0,1130,Sunday
2014-08-04,74.5,0.0,1131,Monday
2014-08-05,75.6,0.0,1132,Tuesday
2014-08-06,76.1,0.0,1133,Wednesday
2014-08-07,76.1,0.0,1134,Thursday
2014-08-08,75.3,75.3,1135,Friday
2014-08-09,75.3,0.0,1136,Saturday
2014-08-10,74.8,0.0,1137,Sunday
2014-08-11,74.8,0.0,1138,Monday
2014-08-12,76.3,0.0,1139,Tuesday
2014-08-13,76.3,0.0,1140,Wednesday
2014-08-14,76.3,0.0,1141,Thursday
2014-08-15,76.7,76.7,1142,Friday
2014-08-16,76.6,0.0,1143,Saturday
2014-08-17,77.1,0.0,1144,Sunday
2014-08-18,77.1,0.0,1145,Monday
2014-08-19,76.3,0.0,1146,Tuesday
2014-08-20,76.3,0.0,1147,Wednesday
2014-08-21,75.0,0.0,1148,Thursday
2014-08-22,74.2,74.2,1149,Friday
2014-08-23,74.2,0.0,1150,Saturday
2014-08-24,74.3,0.0,1151,Sunday
2014-08-25,74.3,0.0,1152,Monday
2014-08-26,74.3,0.0,1153,Tuesday
2014-08-27,74.3,0.0,1154,Wednesday
2014-08-28,74.3,0.0,1155,Thursday
2014-08-29,74.6,74.6,1156,Friday
2014-08-30,74.6,0.0,1157,Saturday
2014-08-31,74.9,0.0,1158,Sunday
2014-09-01,75.2,0.0,1159,Monday
2014-09-02,75.3,0.0,1160,Tuesday
2014-09-03,75.3,0.0,1161,Wednesday
2014-09-04,73.7,0.0,1162,Thursday
2014-09-05,75.1,75.1,1163,Friday
2014-09-06,73.5,0.0,1164,Saturday
2014-09-07,74.2,0.0,1165,Sunday
2014-09-08,73.7,0.0,1166,Monday
2014-09-09,74.1,0.0,1167,Tuesday
2014-09-10,74.1,0.0,1168,Wednesday
2014-09-11,74.1,0.0,1169,Thursday
2014-09-12,73.9,73.9,1170,Friday
2014-09-13,73.9,0.0,1171,Saturday
2014-09-14,73.3,0.0,1172,Sunday
2014-09-15,73.1,0.0,1173,Monday
2014-09-16,73.1,0.0,1174,Tuesday
2014-09-17,73.1,0.0,1175,Wednesday
2014-09-18,73.1,0.0,1176,Thursday
2014-09-19,73.0,73.0,1177,Friday
2014-09-20,74.0,0.0,1178,Saturday
2014-09-21,74.9,0.0,1179,Sunday
2014-09-22,73.9,0.0,1180,Monday
2014-09-23,74.6,0.0,1181,Tuesday
2014-09-24,74.6,0.0,1182,Wednesday
2014-09-25,75.4,0.0,1183,Thursday
2014-09-26,75.7,75.7,1184,Friday
2014-09-27,74.5,0.0,1185,Saturday
2014-09-28,74.2,0.0,1186,Sunday
2014-09-29,74.2,0.0,1187,Monday
2014-09-30,73.6,0.0,1188,Tuesday
2014-10-01,72.6,0.0,1189,Wednesday
2014-10-02,72.6,0.0,1190,Thursday
2014-10-03,72.2,72.2,1191,Friday
2014-10-04,71.5,0.0,1192,Saturday
2014-10-05,70.1,0.0,1193,Sunday
2014-10-06,71.2,0.0,1194,Monday
2014-10-07,70.7,0.0,1195,Tuesday
2014-10-08,71.2,0.0,1196,Wednesday
2014-10-09,71.2,0.0,1197,Thursday
2014-10-10,70.7,70.7,1198,Friday
2014-10-11,70.0,0.0,1199,Saturday
2014-10-12,69.8,0.0,1200,Sunday
2014-10-13,69.8,0.0,1201,Monday
2014-10-14,69.8,0.0,1202,Tuesday
2014-10-15,69.8,0.0,1203,Wednesday
2014-10-16,70.6,0.0,1204,Thursday
2014-10-17,70.6,70.6,1205,Friday
2014-10-18,70.6,0.0,1206,Saturday
2014-10-19,70.7,0.0,1207,Sunday
2014-10-20,71.1,0.0,1208,Monday
2014-10-21,71.1,0.0,1209,Tuesday
2014-10-22,71.1,0.0,1210,Wednesday
2014-10-23,70.2,0.0,1211,Thursday
2014-10-24,70.2,70.2,1212,Friday
2014-10-25,69.1,0.0,1213,Saturday
2014-10-26,67.8,0.0,1214,Sunday
2014-10-27,69.3,0.0,1215,Monday
2014-10-28,68.7,0.0,1216,Tuesday
2014-10-29,68.2,0.0,1217,Wednesday
2014-10-30,68.2,0.0,1218,Thursday
2014-10-31,68.2,68.2,1219,Friday
2014-11-01,68.0,0.0,1220,Saturday
2014-11-02,68.0,0.0,1221,Sunday
2014-11-03,68.1,0.0,1222,Monday
2014-11-04,68.1,0.0,1223,Tuesday
2014-11-05,68.1,0.0,1224,Wednesday
2014-11-06,68.1,0.0,1225,Thursday
2014-11-07,68.1,68.1,1226,Friday
2014-11-08,68.1,0.0,1227,Saturday
2014-11-09,68.2,0.0,1228,Sunday
2014-11-10,67.8,0.0,1229,Monday
2014-11-11,67.8,0.0,1230,Tuesday
2014-11-12,67.8,0.0,1231,Wednesday
2014-11-13,67.1,0.0,1232,Thursday
2014-11-14,67.6,67.6,1233,Friday
2014-11-15,66.4,0.0,1234,Saturday
2014-11-16,66.4,0.0,1235,Sunday
2014-11-17,66.4,0.0,1236,Monday
2014-11-18,66.4,0.0,1237,Tuesday
2014-11-19,66.7,0.0,1238,Wednesday
2014-11-20,66.7,0.0,1239,Thursday
2014-11-21,66.6,66.6,1240,Friday
2014-11-22,66.8,0.0,1241,Saturday
2014-11-23,66.9,0.0,1242,Sunday
2014-11-24,66.4,0.0,1243,Monday
2014-11-25,66.4,0.0,1244,Tuesday
2014-11-26,65.7,0.0,1245,Wednesday
2014-11-27,66.1,0.0,1246,Thursday
2014-11-28,66.5,66.5,1247,Friday
2014-11-29,66.8,0.0,1248,Saturday
2014-11-30,66.9,0.0,1249,Sunday
2014-12-01,68.1,0.0,1250,Monday
2014-12-02,68.1,0.0,1251,Tuesday
2014-12-03,68.4,0.0,1252,Wednesday
2014-12-04,68.4,0.0,1253,Thursday
2014-12-05,68.4,68.4,1254,Friday
2014-12-06,67.8,0.0,1255,Saturday
2014-12-07,67.8,0.0,1256,Sunday
2014-12-08,67.8,0.0,1257,Monday
2014-12-09,67.8,0.0,1258,Tuesday
2014-12-10,68.3,0.0,1259,Wednesday
2014-12-11,68.3,0.0,1260,Thursday
2014-12-12,68.2,68.2,1261,Friday
2014-12-13,68.7,0.0,1262,Saturday
2014-12-14,68.4,0.0,1263,Sunday
2014-12-15,68.4,0.0,1264,Monday
2014-12-16,67.9,0.0,1265,Tuesday
2014-12-17,67.9,0.0,1266,Wednesday
2014-12-18,67.9,0.0,1267,Thursday
2014-12-19,67.2,67.2,1268,Friday
2014-12-20,67.1,0.0,1269,Saturday
2014-12-21,67.1,0.0,1270,Sunday
2014-12-22,67.0,0.0,1271,Monday
2014-12-23,67.0,0.0,1272,Tuesday
2014-12-24,67.5,0.0,1273,Wednesday
2014-12-25,67.9,0.0,1274,Thursday
2014-12-26,67.9,67.9,1275,Friday
2014-12-27,67.9,0.0,1276,Saturday
2014-12-28,67.9,0.0,1277,Sunday
2014-12-29,67.5,0.0,1278,Monday
2014-12-30,67.4,0.0,1279,Tuesday
2014-12-31,65.7,0.0,1280,Wednesday
2015-01-01,65.7,0.0,1281,Thursday
2015-01-02,65.7,65.7,1282,Friday
2015-01-03,67.2,0.0,1283,Saturday
2015-01-04,66.8,0.0,1284,Sunday
2015-01-05,67.4,0.0,1285,Monday
2015-01-06,67.4,0.0,1286,Tuesday
2015-01-07,67.4,0.0,1287,Wednesday
2015-01-08,66.2,0.0,1288,Thursday
2015-01-09,66.2,66.2,1289,Friday
2015-01-10,65.4,0.0,1290,Saturday
2015-01-11,65.3,0.0,1291,Sunday
2015-01-12,65.5,0.0,1292,Monday
2015-01-13,65.9,0.0,1293,Tuesday
2015-01-14,65.9,0.0,1294,Wednesday
2015-01-15,65.4,0.0,1295,Thursday
2015-01-16,65.3,65.3,1296,Friday
2015-01-17,65.3,0.0,1297,Saturday
2015-01-18,64.6,0.0,1298,Sunday
2015-01-19,64.0,0.0,1299,Monday
2015-01-20,63.6,0.0,1300,Tuesday
2015-01-21,63.6,0.0,1301,Wednesday
2015-01-22,63.6,0.0,1302,Thursday
2015-01-23,64.6,64.6,1303,Friday
2015-01-24,65.3,0.0,1304,Saturday
2015-01-25,65.3,0.0,1305,Sunday
2015-01-26,65.3,0.0,1306,Monday
2015-01-27,65.1,0.0,1307,Tuesday
2015-01-28,65.0,0.0,1308,Wednesday
2015-01-29,65.0,0.0,1309,Thursday
2015-01-30,65.0,65.0,1310,Friday
2015-01-31,65.0,0.0,1311,Saturday
2015-02-01,65.0,0.0,1312,Sunday
2015-02-02,63.4,0.0,1313,Monday
2015-02-03,63.6,0.0,1314,Tuesday
2015-02-04,64.1,0.0,1315,Wednesday
2015-02-05,64.1,0.0,1316,Thursday
2015-02-06,64.1,64.1,1317,Friday
2015-02-07,64.9,0.0,1318,Saturday
2015-02-08,64.9,0.0,1319,Sunday
2015-02-09,65.8,0.0,1320,Monday
2015-02-10,65.8,0.0,1321,Tuesday
2015-02-11,65.5,0.0,1322,Wednesday
2015-02-12,64.0,0.0,1323,Thursday
2015-02-13,65.4,65.4,1324,Friday
2015-02-14,66.6,0.0,1325,Saturday
2015-02-15,68.1,0.0,1326,Sunday
2015-02-16,68.1,0.0,1327,Monday
2015-02-17,67.6,0.0,1328,Tuesday
2015-02-18,66.2,0.0,1329,Wednesday
2015-02-19,67.6,0.0,1330,Thursday
2015-02-20,67.0,67.0,1331,Friday
2015-02-21,67.0,0.0,1332,Saturday
2015-02-22,66.3,0.0,1333,Sunday
2015-02-23,66.1,0.0,1334,Monday
2015-02-24,66.1,0.0,1335,Tuesday
2015-02-25,66.1,0.0,1336,Wednesday
2015-02-26,65.2,0.0,1337,Thursday
2015-02-27,65.5,65.5,1338,Friday
2015-02-28,66.2,0.0,1339,Saturday
2015-03-01,66.2,0.0,1340,Sunday
2015-03-02,67.4,0.0,1341,Monday
2015-03-03,66.7,0.0,1342,Tuesday
2015-03-04,67.4,0.0,1343,Wednesday
2015-03-05,66.7,0.0,1344,Thursday
2015-03-06,66.6,66.6,1345,Friday
2015-03-07,66.6,0.0,1346,Saturday
2015-03-08,65.9,0.0,1347,Sunday
2015-03-09,65.9,0.0,1348,Monday
2015-03-10,65.9,0.0,1349,Tuesday
2015-03-11,65.9,0.0,1350,Wednesday
