Name,tonnes,3rd Party Market,Integrated,Forward sold or HT 3rd Party Market
Chalco Boffa,34.8,0,17.109648272903367,0
Alufer (Bel Air),9.269999999999996,18.664851859087687,0,0
Weipa,17.200000000000006,9.790146965395492,0,0
Gove,7.599999999999999,7.960649881862353,0,0
AMR,0.0,18.738580253472854,0,0
Gujarat & Maharashtra,0.0,15.650253439358167,0,0
West Kalimantan,0.0,9.5437039968809,0,0
Henan-Chine,10.000000000000009,18.738580253472854,0,0
Kuantan & Johor,0.0,11.758173003836582,0,0
Aurum Xinfa-Fiji,0.0,0,14.334327115205364,0
Dom. Rep.,0.0,24.981325363264574,0,0
Discovery Bay,0.0,36.31343506999797,0,0
Awaso,0.3000000000000066,0,31.455742333538453,0
CBG,10.499999999999996,22.20341258395373,0,0
AMC,10.0,18.738580253472854,0,0
GAC,3.0,18.516291090505106,0,0
Solomon Islands,1.5999999999999972,13.417081613191636,0,0
Metallica,0.0,9.790146965395492,0,0
Aurukun,0.0,9.93808088047051,0,0
Metro LT,0.0,7.677250744111003,0,0
MRN,0.0,28.21255624221328,0,0
Juruti,1.8000000000000016,30.151771051863843,0,0
Mirai,0.0,33.88450945136141,0,0
Metro BH1,0.0,7.677250744111003,0,0
Amrun,0.0,9.790146965395492,0,0
Rondon do Para,0.0,30.151771051863843,0,0
Huntly,7.000000000000003,15.529581132636347,0,0
Vietnam,1.000000000000001,8.060961349541554,0,0
SMB Malapouya-Boké,0.0,18.738580253472854,0,0
Rundi,0.0,18.738580253472854,0,0
Metro Blend,5.3999999999999915,7.677250744111003,0,0
Dabiss N,0.0,0.0,0,0
Amrun,10.879999999999995,9.790146965395492,0,0
Metro BH1 Xinfa,0.0,0,0,7.677250744111003
Dian Dian,3.0000000000000027,18.576377785825493,0,0
Dynamic,9.000000000000009,18.738580253472854,0,0
Other,0.500000000000001,17.173028762903446,0,0
GDM,2.0000000000000075,18.738580253472854,0,0
Ashapura Guinea,0.0,18.738580253472854,0,0
SMB Kaboye,0.0,18.738580253472854,0,0
SMB Dabiss S,0.0,18.738580253472854,0,0
Weiqiao Self Supply,0.0,0.0,0,0
AGB2A,9.000000000000018,18.738580253472854,0,0
Mokanji,0.0,25.72762686521638,0,0
SMB Santou-Houda,1.2040864726907257,18.738580253472854,0,0
SPIC,7.500000000000003,0,18.738580253472854,0
Henan-Chine,0.0,0,18.738580253472854,0
SMB Malapouya-Boké,0.0,0,18.738580253472854,0
AMR,0.0,0,18.738580253472854,0
GDM,0.0,0,18.738580253472854,0
Ashapura Guinea,0.0,0,18.738580253472854,0
SMB Kaboye,0.0,0,18.738580253472854,0
SMB Dabiss S,0.0,0,18.738580253472854,0
SMB Santou-Houda,34.552565541142684,0,18.738580253472854,0
