,,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031
Guangxi,Reserve,137685.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangxi,Alumina Grade,0.5245942977611919,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangxi,Silica Grade,0.08500520355064875,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangxi,A/S,6.171319823363781,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangxi,Factor X,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangxi,Closed,0.928853955890876,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangxi,Purchased,0.07114604410912395,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangxi,Alumina Profile Starting grade,0.5676110301776097,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangxi,Alumina Profile Depletion grade,0.4616429820298489,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangxi,Alumina Profile Scaled mean,0.5940594059405938,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangxi,Alumina Profile Scaled variance,0.027570826389569612,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangxi,Alumina Profile Alpha value,4.601980198019808,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangxi,Alumina Profile Beta value,3.1446864686468716,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangxi,Starting ratio,11.247230378080491,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangxi,Depletion ratio,4.483463851673787,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangxi,Silica Profile Starting grade,0.04104503655669185,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangxi,Silica Profile Depletion grade,0.12660100515045006,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangxi,Silica Profile Scaled mean,0.5138176531282242,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangxi,Silica Profile Scaled variance,0.057039712961872754,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangxi,Silica Profile Alpha value,1.7364796341034878,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangxi,Silica Profile Beta value,1.643084348432834,,,,,,,,,,,,,,,,,,,,,,,,,,,
