Years,2024,2025,2026,2027,2028,2029,2030,Total,2019,2020,2021,2022,2023
Pure Demand,155.00678663584998,171.69222785505,176.78244344475,177.93333808933002,181.1039749634,188.001837621,192.97649736,192.546797029455,65.94201491904,88.31384148665,103.15924772795499,118.8038226518,137.975921891115
Stock Building Demand - do this every year,12.143366793299998,3.8765148279000003,0.8290896559100001,2.3540841649599997,5.00802615885,3.6183093255000003,2.16004341698,1.7598027897600004,13.637669674849999,20.126558646857003,16.4143895383,13.874223072360001,13.62609116995
Total Demand,183.83559464835,180.65895827264998,178.76242774524002,183.45805912836002,193.00986377985,196.5948066855,194.70684044643502,196.07354963520004,101.9515111615,123.285806374812,135.21821219010002,151.850144963475,168.63287780579995
