Name,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030
cbixforecast,67.37608608500001,66.31642692400001,65.952842406,65.781038213,61.757392587000005,61.757392587000005,61.757392587000005,61.757392587000005,61.757392587000005,61.757392587000005,61.757392587000005,61.757392587000005
