Mine,Reactive Alumina,Reactive Silica,Available Alumina,Tonnes per Tonne,Bauxite Cost Incl. Processing Penalties,Caustic Use t.NAOH / t.AA,Caustic cost,Thermal Energy Cost,Lime Cost,Mud make,Mud Disposal Cost,Total Cost
West Kalimantan Generic,,,,,,,,50.459594890727935,1.2230995948482588,,,
West Kalimantan Generic,,,,,,,,50.459594890727935,1.2230995948482588,,,
Weipa/Amrun Generic,0.53,0.08999999999999998,0.41930000000000006,2.649919177465087,121.37954792378832,0.17809563558311467,42.85981360348568,56.06621654525326,7.474497524072693,2.048014813048202,8.697660028064195,236.47773562466418
Malaysia Kuantan washed,,,,0,,,,0.0,0.0,,,
Malaysia Kuantan washed,,,,0,,,,0.0,0.0,,,
India Gujarat,,,,0,,,,0.0,0.0,,,
India Gujarat,,,,0,,,,0.0,0.0,,,
India Gujarat,,,,0,,,,0.0,0.0,,,
SMB Generic,,,,,,,,50.459594890727935,1.2230995948482588,,,
